source,target
Priangan,Bandung
Onondaga County,"Syrakus, NY <OR> Syrakus"
Stawropol Krai,Stawropol
Walsall Rat,Walsall
Zypern,Nikosia <OR> Nikosia <OR> Nikosia <OR> Nikosia
Bengkulu,Bengkulu Stadt <OR> Stadt Bengkulu
Irrawaddy-Division,Pathein <OR> Becken
Provinz Lâm Đồng,Da Lat
Wichita Countys,"Wichita Falls, Texas <OR> Wichita Falls"
Thomas County,"Thomasville, GA <OR> Thomasville, Georgia <OR> Thomasville"
Islamischer Staat,Kabul
Kampong Cham,Kampong Cham Stadt
Albanisch,Tirana <OR> Tirana <OR> Tirana
Maharashtra,Mumbai
Kanton Aubigny-en-Artois,Aubigny-en-Artois
Durber Pfarrbezirk,Durbe
Bezirk von Buloke,Wycheproof
Tulcea Kreis,Tulcea
Puerto-Ricaner,"San Juan <OR> San Juan, Puerto Rico"
Bezirksrat Mansfield,Mansfield
Südsulawesi,Makassar <OR> Makassar <OR> Makassar
Provinz Hamadan,Hamadan <OR> Hamadan
Leningrader Oblast,Leningrad <OR> Sankt Petersburg <OR> Petersburg <OR> Sankt Petersburg
Britannien,Londinium
Hooker County Nebraska,"Mullen <OR> Mullen, Nebraska"
Echols County Georgia.,Statenville
Saline County Kansas.,"Saline <OR> Salina, KS"
Gondor.,Minas Tirith <OR> Pelennor-Felder
Baneh-Landkreis,Baneh
Die Révoires,Monaco
Volusia,"DeLand <OR> DeLand, Florida"
Ost-Visayas-Region,Tacloban <OR> Tacloban Stadt
Landkreis Polkowice,Polkowice
Tagkreis,"Webster, South Dakota <OR> Webster"
Kollektivität von Saint-Martin,Marigot
Franklin County Massachusetts,"Greenfield, Massachusetts <OR> Grünfläche"
Gouvernement Al Hudaydah,Al-Hudaida
Provinz Malatya,Malatya
Galicische Sowjetsozialistische Republik,Ternopil
Provinz Bilecik,Bilecik
Bernstein,Ramadi <OR> Al Ramadi
Camp de Morvedre,Morvedre <OR> Sagunt <OR> Sagunt <OR> Sagunt
Provinz Bié,Kuito <OR> Silva Porto
Russell County Virginia,"Libanon, Virginia <OR> Libanon"
Regierungsbezirk Semarang,Ungaran
Angelina County,"Lufkin, Texas <OR> Lufkin"
Biberach (Landkreis),Biberach
Upala (Kanton),Upala
Provinz Samar,Catbalogan Stadt
Ostprovinz,Bertoua
Nordmähren,Ostrava
Howell County,Westebenen
Schmidtowski Bezirk,Kap Schmidt
Bezirk Pruntrut,Pruntrut <OR> Porrentruy
Henry County Missouri,"Clinton, Missouri <OR> Clinton"
Camiguin,Mambajao
Daventry Distrikt,Daventry
Hood River County,"Hood River <OR> Hood River, Oregon"
Provinz Mashonaland West,Sinoia <OR> Chinhoyi
Zentralafrikanische Republik (ZAR),Bangui
Südchinesisches Meer,Guangzhou
Gemeinde Olkusz,Olkusz
Ostrogoschski Rajon,Ostrogoschsk
Koochiching County,Internationale Fälle
Kara-Chaniden-Khanat,Balasagun
Zadonski Rajon,Zadonsk
Atascosa County Texas,Jourdanton
Französisch-Kanada,Québec
Hariphunchai,Lamphun
Hsinchu Landkreis,Zhubei <OR> Zhubei Stadt
Garmisch-Partenkirchen (Landkreis),Garmisch-Partenkirchen
Provinz Orellana,Puerto Francisco de Orellana
Hardap-Region Namibia,Mariental
Gemeinde Radomsko,Radomsko
Kanton Troyes-5,Troyes
Montgomery County Missouri,Montgomery Stadt
Morosowski Rajon,Morosowsk
Kanton Sarajevo,Sarajevo
Pakistanisch-verwaltetes Kaschmir,Muzaffarabad
Remich (Kanton),Remich
Bundesstaat Mizoram,Aizawl
Französisch-Guayanaer,Cayenne
Junee Shire,Junee
Bezirk Limassol,Limassol
Verkhnevilyuysky Bezirk,Verkhnewiljuisk
Mersch Bezirk,Mersch
Westliche Gangas,Kolar
Chust Rajon,Chust
Zhizdrinski Bezirk,Schisdra
Dimmit County Texas,Carrizo Springs
Tompkins County,"Ithaka <OR> Ithaca, NY <OR> Ithaca, New York"
Languedoc-Roussillon,Montpellier
Neuer Staat (Portugal),Lissabon
Gemeinde Kwilcz,Kwilcz
Møre und Romsdal,Modell
Kanton Laon-Nord,Laon
Vejen Kommune,Die Straße
Gemeinde Negotino,Negotino
Sylhet Distrikt,Sylhet
Provinz La Spezia,Spezia <OR> La Spezia
Heilongjiang Provinz,Harbin
Fürst von Tver,Twer
Pskower Oblast,Pskow
Toledo,"Toledo <OR> Toledo, Spanien <OR> Toledo"
Gouvernement Salah ad-Din,Tikrit
Carter County Kentucky,"Grayson <OR> Grayson, Kentucky"
Uasin-Gishu-Bezirk,Eldoret
Irisch,Dublin <OR> Dublin Stadt
Landkreis Dehloran,Dehloran
Morelos,"Cuauhnahuac <OR> Cuernavaca <OR> Cuernavaca, Morelos"
Thabo Mofutsanyana Distriktgemeinde,Witsieshoek
Lichoslawlski Rajon,Lichoslawl
Gemeinde Razlog,Grund
Agusan Del Norte,"Cabadbaran Stadt <OR> Cabadbaran <OR> Cabadbaran, Agusan del Norte"
Dixie County Florida,"Stadt durchqueren <OR> Cross City, Florida"
Lubombo-Distrikt,Siteki
Towner County,"Kann es tun <OR> Cando, North Dakota"
Preble County,"Eaton <OR> Eaton, Ohio"
Regierungsbezirk Polewali Mandar,Polewali
Mogulzeit,Agra <OR> Alt-Delhi
Provinz Teramo,Teramo
Arrondissement von Bastia,Bastia
Katalanisch,Barcelona
Molotschnoer Gebiet,Molodetschno <OR> Molodetschno
Trikala (Regionale Einheit),Trikala
Greenwood County South Carolina,"Grünwald <OR> Greenwood, South Carolina"
RA,Jerewan
Bayern,München <OR> Regensburg <OR> München <OR> München <OR> Regensburg
Dauphiné,Grenoble
Arrondissement von Soissons,Soissons
Nuchinski Ujesd,Nukha
Kanton Bully-les-Mines,Bully-les-Mines
Sierra-leonisch,Freetown
Gemeinde Blagoewgrad,Blagowgrad
Kanton Antibes-Biot,Antibes
Kambarski Rajon,Kambarka
Sankt Michael Barbados,Bridgetown
Sheboygan County Wisconsin,Sheboygan
Serpuchowski Rajon,Serpuchow
Reeves County,"Pecos, TX <OR> Pecos, Texas <OR> Pecos"
Zdolbuniw Rajon,Zdolbuniv
Hancock County Kentucky,Hawesville
Mudschaheddin,Kabul
Emmet County,"Petoskey, Michigan <OR> Petoskey"
Achämeniden-Perser,Persepolis <OR> Ekbatana <OR> Susa
Gemeinde Charsznica,Charsznica
Guadalajara,"Guadalajara, Spanien <OR> Guadalajara"
Arrondissement von Argenteuil,Argenteuil
Provinz Lecco,Lecco
Monroe County Michigan,"Monroe, MI <OR> Monroe"
Mashonaland Ost,Marondera <OR> Marandellas
Sarata Rajon,Sarata
DR Kongo,Kinshasa
Vichy-Regierung,Vichy <OR> Paris
Generalkapitanat der Philippinen,Manila
Bradley County,"Cleveland, Tennessee <OR> Cleveland, TN <OR> Cleveland"
Plessezkij Rajon,Plesetsk
Provinz Gaza,Xai-Xai
Gaston County North Carolina,"Gastonia, North Carolina <OR> Gastonia"
Kapiz,Roxas Stadt
Neu-Castle County,"Wilmington, Delaware <OR> Wilmington"
Lukhovizki Rajon,Lukhovitsy
Tarazona und der Moncayo,Tarazona
Neu-Sarajevo,Sarajevo
Andhra,Hyderabad
Kapchorwa Distrikt,Kapchorwa
Baw Baw,Warragul
Arrondissement von Narbonne,Narbonne
Dhule Distrikt,Dhule Stadt <OR> Dhule Stadt <OR> Dhule
Jerusalem-Bezirk,Westjerusalem <OR> Jerusalem
Arsakiden,Ktesiphon
Kanton Saint-Aubin-du-Cormier,Saint-Aubin-du-Cormier
Marquette County,"Marquette <OR> Marquette, MI"
Basel-Landschaft,Liestal
Crockett County,"Ozona, Texas <OR> Ozona"
Sterling County Texas,Sterling Stadt
Portugiesische Goldküste,São Jorge da Mina
Bee County Texas,Bieville
Evrytania,Karpenissi <OR> Karpenisi
Trubtschewski Rajon,Trubtschewsk
Biedma Bezirk,Puerto Madryn
Kartlien-Kachetien,Tiflis
Westlancashire,Ormskirk
Lyngby-Taarbæk Kommune,Kongens Lyngby
Jackson County Alabama,"Scottsboro, Alabama <OR> Scottsboro"
Rastrakutas,Manyakheta
Aroostook County Maine,Houlton
Telford und Wrekin,Telford
Karlovac Landkreis,Karlovac
Algerien,Algerien <OR> Algier
Region Kampanien,"Neapel <OR> Neapel, Italien <OR> Neapolitanisch"
Grundy County,"Morris, Illinois <OR> Morris"
Agsu,Ağsu
Gouvernement Orel,Adler
Houghton County,"Houghton, MI <OR> Houghton <OR> Houghton, Michigan"
Suure-Jaani Landgemeinde,Suure-Jaani
Renfrewshire,"Paisley <OR> Paisley, Schottland"
Zhmerynka Rajon,Zhmerynka
Hatay Provinz,Antakya <OR> Antiochia
Das Gold,Machala
Montrose County,"Montrose <OR> Montrose, Colorado"
Narmada Bezirk,Rajpipla
Crittenden County,"Marion, Arkansas <OR> Marion"
Grenada County,"Grenada <OR> Grenada, MS"
Surry County,"Dobson, North Carolina <OR> Dobson"
Bistum Brixen,Brixen
Pike County Alabama,"Troy, Alabama <OR> Troja"
Phelps County,"Rolla, Missouri <OR> Rolla, MO <OR> Rolla"
Hamblen,"Morristown, Tennessee <OR> Morristown"
Atlantique-Abteilung,Ouidah
Kanton Beaumes-de-Venise,Beaumes-de-Venise
Gouvernement Moskau,Moskau
Osceola County,"Kissimmee, FL <OR> Kissimmee <OR> Kissimmee, Florida"
Bokeo,Houayxay
Gemeinde Dwikozy,Dwikozy
Forshaga Kommun,Forshaga
Namutumba Distrikt,Namutumba
Gemeinde Zestafoni,Zestafoni
Strathclyde,Dunbarton
KwaZulu-Natal,Pietermaritzburg
Belyowski Bezirk,Belyow
Beadle County South Dakota,"Huron, SD <OR> Huron"
Amelia County Virginia,Amelia Courthouse
Timuriden,Samarkand <OR> Herat
Arrondissement von Vervins,Vervins
Kanton Marseille-Vauban,Marseille
Aley Distrikt,Aley
Gobi-Altai-Provinz,Altai
Gouvernement Tozeur,Tozeur
Bezirk der Grundbesitzer 8,Jersey City
Gloucester County Virginia,"Gloucester, Virginia <OR> Gloucester Gerichtsgebäude <OR> Gloucester Courthouse, Virginia <OR> Gloucester"
Suriname,Paramaribo
Kenton County Kentucky,"Covington, Kentucky <OR> Covington"
Kaski Distrikt,Pokhara
Ioannina (Regionale Einheit),Ioannina
Pratt County,"Pratt, Kansas <OR> Pratt"
Österreichische Niederlande,Brüssel
Süßgras,Großes Holz
Brong Ahafo,Sunyani
Banyumas,Purwokerto
Custer County Colorado,Westcliffe
Ntungamo Distrikt,Ntungamo
West Virginia,"Charleston, West Virginia <OR> Charleston <OR> Charleston, W.Va <OR> Charleston, Virginia <OR> Charleston, WV"
Basse-Normandie,Caen
Kalabrien,Catanzaro
Oldambt (Gemeinde),Winschoten
San Diego Metropolregion,San Diego
Gießen (Region),Gießen <OR> Gießen
Westpakistan,Karatschi
Mille Lacs County,Milaca
Messenien,Kalamata
Nordkaukasisches Emirat,Wedeno
Gomel Gebiet,Homel <OR> Gomel
Gemeinde Weliki Preslaw,Veliki Preslaw <OR> Preslaw
Marinette County,Marinette
Seenstaat,Rumbek
mosambikanisch,Maputo
Spanisch,Mexiko <OR> Madrid <OR> Mexiko-Stadt
Abyan,Zindschibar
Megino-Kangalasski Rajon,Maja
Provinz Albacete,Albacete
Provinz Mersin,Mersin
Stuttgart (Region),Stuttgart
Bobonaro.,Maliana
Baglung,Baglung
Westprovinz Ruanda,Kibuye
Zentralregion Malawi,Lilongwe
Wakool Shire,Moulamein
Rus',Kiew <OR> Nowgorod <OR> Kiew
Karksi Gemeinde,Karksi-Nuia
Faribault County,"Blaue Erde, Minnesota <OR> Blaue Erde"
Mecosta County Michigan,"Große Stromschnellen, MI <OR> Große Stromschnellen"
Monastyryska Rajon,Monastyryska
Faschistische Periode,Rom
Kurnool Distrikt,Kurnool
Androscoggin County,"Rotbraun <OR> Auburn, Maine"
Arrondissement von Bobigny,Bobigny
Provinz Al-Anbar,Ramadi
Ratchaburi Provinz,Ratchaburi
Somalisch,Dschidschiga <OR> Dschidschiga <OR> Mogadischu
Republik Tuwa,Kysyl
Sowjetisierung,Moskau
Spitzbergen,Longyearbyen
Lanchkhuti Gemeinde,Lantschchuti
Provinz Granada,Granada
Ballina,"Ballina, New South Wales <OR> Ballina"
Sindh,Karatschi
Byzantinische Kaiser,Konstantinopel <OR> Konstantinopolitaner
Gouvernement Maysan,Amarah
Perpignan 9. Kanton,Perpignan
Gədəbəy,Qazax
Kristinehamns Kommun,Kristinehamn
Kanton Charenton-du-Cher,Charenton-du-Cher
Arrondissement von Avranches,Avranches
Smila Rajon,Smila
Tartu Kreis,Tartu
Arrondissement von Dieppe,Dieppe
Hamirpur Distrikt Himachal Pradesh,Hamirpur
Midland County Texas,"Mittelgebiet <OR> Midland, TX"
Region Taranaki,Neu-Plymouth
Türkische Republik Nordzypern,Nikosia
Bremen (Bundesland),Bremen
Unterer Cinca,Fraga
Almoraviden,Marrakesch <OR> Aghmat
Dschasan-Region,Dschasan
Gemeinde Smedjebacken,Schmiedebacken
Gouvernement Libanonberg,Beirut <OR> Beirut
Indo,Jakarta
Dhi-Qar-Gouvernement,Nasiriyah <OR> An-Nasiriyya <OR> Nassriya
Filipinos,Manila
Landkreis Pabianice,Pabianice
Gemeinde Georgi Damjanowo,Georgi Damjanowo
Union County Kentucky,"Morganfield, Kentucky <OR> Morganfield"
Südafrika,"Bloemfontein <OR> Kapstadt <OR> Pretoria <OR> Kapstadt <OR> Kapstadt, Südafrika"
v. Chr.,"Victoria, British Columbia <OR> Victoria <OR> Victoria, British Columbia"
Gemeinde Muszyna,Muszyna
Westjava,Bandung <OR> Bandung
Republik Madagaskar,Antananarivo
West-Aserbaidschan Provinz,Urmia
Burgund,Dijon
Parthien,Ktesiphon
Belogorski Bezirk,Belogorsk
Gouvernement Gaza,Gazastadt
Nordostprovinz,Garissa
Poitou,Poitiers
Kärnten,Klagenfurt <OR> Sankt Veit <OR> Klagenfurt
Samburu County,Maralal
Angarsker Distrikt,Angarsk
Regionale Einheit Thessaloniki,Thessaloniki <OR> Thessaloniki
Demokratische Arabische Republik Sahara,Tifariti
Landkreis Nowy Targ,Neumarkt
Kanton Wormhout,Wormhout
Neustadt (Aisch)-Bad Windsheim,Neustadt
Zhob Distrikt,Zhob
Hawaii,Honolulu
Uintah County Utah,"frühlingshaft <OR> Vernal, Utah"
Kanton La Souterraine,Die Unterirdische
Bistum Speyer,Speyer
Fürstentum Sealand,HM Fort Roughs <OR> Roughs Tower
Baringo,Kabarnet
Daschtestan-Landkreis,Boradschan
Bosniak,Sarajevo
Provinz Vallegrande,Vallegrande
Dmitrowski Rajon Oblast Moskau,Dmitrow
Marion County Mississippi,"Kolumbien <OR> Columbia, Mississippi"
CN,Peking
Yuba County,"Marysville <OR> Marysville, Kalifornien"
Danke,Am Timan
Gouvernement Sankt Petersburg,Leningrad <OR> Sankt Petersburg
Culberson,"Van Horn <OR> Van Horn, Texas"
Nord-Goa-Bezirk,Panaji <OR> Panaji <OR> Pangim
Sudan Politischer Dienst,Khartum
Weimarer Republik,Berlin
Gemeinde Vilhelmina,Vilhelmina
El-Koura,Amioun
Provinz Belutschistan,Quetta
Singhalesisch,Sri Jayawardenepura Kotte <OR> Colombo
Ballybeggan,Tralee
Boa Vista Kap Verde (Gemeinde),Sal Rei
Laurens County South Carolina,"Laurens <OR> Laurens, South Carolina"
Lys (Departement),Brügge
Sabaragamuwa-Provinz,Ratnapura
Uljanowsk Oblast,Uljanowsk
Erstes serbisches Fürstentum,Ras
Wormerland,Wurmmittel
Ljungby Kommun,Ljungby
Augusta County,"Staunton <OR> Staunton, Virginia"
Camarines Norte,Datum
Trichur,Thrissur <OR> Thrissur
Anjouan,Mutsamudu
Regionale Einheit Rethymno,Rethymno
Wajir County,Wajir
Colleton County,Walterboro
Norfolk County Council,Norwich
Pembina County,"Kavalier <OR> Cavalier, North Dakota"
Departement Caaguazú,Coronel Oviedo
Sankt-Catherine-Bezirk Jamaika,Spanische Stadt
Apizaco (Gemeinde),Apizaco
Kirgisische Republik,Bischkek <OR> Blätter
Provinz Modena,Modena
Spanische Niederlande,Brüssel
Wirral,Wallasey
Adilshahi,"Bijapur Distrikt <OR> Bijapur-Distrikt, Karnataka"
Republik von Salò,Rom
Güzelyurt Bezirk,Morphou <OR> Schöner Ort
Etowah County,Gadsden
Berchtesgadener Land,Bad Reichenhall
Adams County North Dakota,Hettinger
Gemeinde Bled,Bled
Niederkalifornien Süd,"La Paz, Baja California Sur <OR> La Paz"
Schaki-Khanat,"Schach <OR> Scheqi, Aserbaidschan <OR> Scheki <OR> Scheki"
Provinz Ogliastra,Lanusei
Honduraner,Tegucigalpa <OR> Comayagüela
Yokohama,"Naka-Bezirk <OR> Naka-Bezirk <OR> Naka-ku, Yokohama"
Dare County North Carolina,Manteo
Svaliava Rajon,Svaliava
Mallakastër,Ballsh
Bezhetski Rajon,Bezheck
Rostow.,Rostow am Don <OR> Rostow am Don
Frühere Qin,Chang'an
Äußere Hebriden,Stornoway
Ishkaschim Distrikt,Eshkaschem
Seleukidisch,Seleukia
Provinz Maha Sarakham,Maha Sarakham
Rowan County North Carolina,"Salisbury, North Carolina <OR> Salisbury"
Die Pedroches,Pozoblanco
Wallis,"Sion <OR> Sitten, Schweiz <OR> Sitten"
Gemeinde Manzanillo Colima.,Manzanillo
Montgomery County Virginia,Christiansburg
Oberhavel,Oranienburg
Alba.,Alba-Iulia
Guangxi,Nanning
Islamisches Reich,Medina
Boyd County Kentucky,Catlettsburg
Khorat,Korat
Antikes Makedonisches Königreich,Aigai
Bissau-Guineer,Bissau
Ferrara,Pontelagoscuro <OR> Ferraresisch
Oströmisch,Konstantinopel
Kasachische Sozialistische Sowjetrepublik,Almaty <OR> Alma-Ata
Daviess County Indiana.,"Washington, Indiana <OR> Washington"
Biliran,"Marine <OR> Naval, Biliran"
Verchojansker Rajon,Batagay
Haut-Mbomou,Oboe
Schweizer Bezirk Indiana,Vevay
Gemeinde Szczurowa,Szczurowa
Pushmataha County Oklahoma,"Geweih, Oklahoma <OR> Geweih"
Litauen,Vilnius <OR> Wilna <OR> Vilnius <OR> Wilna <OR> Wilna
Seine-Abteilung,Paris
Maitland,"Maitland, New South Wales <OR> Maitland"
Ille-et-Vilaine,Rennes
Riley County,"Manhattan, KS <OR> Manhattan"
Kanton Calais-Zentrum,Calais
Dmitrowski Rajon,Dmitrow
Nischneudinski Rajon,Nischneudinsk
Goshen County,"Torrington, Wyoming <OR> Torrington"
Hajdú-Bihar Komitat,Debrecen
Kanton Marseille-La Capelette,Marseille
Weiße Kiefer Bezirk,"Ely <OR> Ely, Nevada"
Roslavlski Rajon,Roslavl
Dankowski Rajon,Dankov
Iowa,"Des Moines <OR> Des Moines, IA <OR> Des Moines, Iowa"
Araber,Medina <OR> Medina <OR> Medina
Chabarowsk Krai,Chabarowsk
Ost-Zentralstaat,Enugu
Jefferson County Arkansas,"Kiefernklippe, Arkansas <OR> Kiefernklippe"
Provinz Matanzas,Matanzas
Kongresspolen,Warschau <OR> Warschau
Bullock County,Union Springs
Sula-Inseln,Sanana
Calhoun County Texas,Port Lavaca
Emmet County Iowa,Estherville
Osijek-Gebiet,Osijek
Solms-Hohensolms-Lich,"Licht <OR> Lich, Deutschland"
Humboldt County Kalifornien,"Eureka, Kalifornien <OR> Ich habe es gefunden"
Trivandrum Bezirk,Thiruvananthapuram
Amwrossijiwka Rajon,Amwrossijiwka
Portugiesisch-Mosambik,Maputo <OR> Lourenço Marques
Jemmape (Abteilung),Herr
Departamento de La Guajira,Rio Hacha <OR> Riohacha <OR> Rio de la Hacha
Sebeschski Rajon,Sebesch <OR> Siebież
Republik Brescia,Brescia
Pueblo County,"Dorf <OR> Pueblo, Colorado"
Roskilde Kommune,Roskilde
Pla d’Urgell,Mollerussa
Kaschirski Rajon Oblast Moskau,Kopf
Craig County Oklahoma,Vinita
Hokkaido,Sapporo
Neath Port Talbot,Port Talbot
Babylonien,Babel
Golo (Departement),Bastia
Woodson County Kansas,Yates Zentrum
Miyagi,Sendai
Arrondissement von Pithiviers,Pithiviers
Gouvernement Kerbela,Kerbala <OR> Karbala
Spanische Republik,Madrid
Republik Tuwa,Kysyl
Kurfürst von der Pfalz,Heidelberg
Kanton Frontignan,Frontignan
Dagestan,Machatschkala <OR> Machatschkala
Kanton Rennes-Ost,Rennes
Hamilton County,"Losantiville <OR> Cincinnati, Ohio <OR> Cincinnati"
Madagasse,Antananarivo
Kommunistische Periode,Warschau
Finnisch,Helsinki
McDowell County North Carolina,"Marion <OR> Marion, NC"
Schleswig,"Schleswig <OR> Schleswig, Schleswig-Holstein"
Oshikoto-Region,Tsumeb
Mali,Bamako
Neuirland,Kavieng
Garfield County Montana,"Jordanien <OR> Jordan, Montana"
Zilizien,Schwester <OR> Tarsus
Taifa von Baeza,Baeza
Mayurbhanj,Baripada
Custer County Montana,"Miles City, Montana <OR> Meilenstadt"
Provinz Macerata,Macerata
Islington,Islington High Street
Provinz Kadiogo,Ouagadougou
Bsharri,Bcharre <OR> Bcharre
Aleisker Rajon,Aleysk
Zand-Dynastie,Schiras
Basse-Kotto,Mobaye
Eau Claire County,"Eau Claire, WI <OR> Eau Claire, Wisconsin <OR> Klares Wasser"
Kanton La Courtine,La Courtine
Gemeinde Czastary,Czastary
Dersim Provinz,Dersim
Nordwest (Südafrikanische Provinz),Mahikeng
Arrondissement Forbach,Forbach
Riau.,Pekanbaru
Glynn County Georgia,"Braunschweig, Georgia <OR> Braunschweig <OR> Braunschweig, GA"
Südfrankreich,"Paris, Frankreich <OR> Paris <OR> Toulouse <OR> Montpellier"
Kanton Mitry-Mory,Mitry-Mory
Ostrava-Stadtbezirk,Ostrava
Batangas,Batangas Stadt
Gelbmedizin-Bezirk,Granitfälle
Kanton Corbie,Krähe
Ovamboland,Ondangwa
Usbekisch,Taschkent <OR> Taschkent
Fürstentum Polozk,Polozk <OR> Saslau
Landkreis Presque Isle,"Rogers City, Michigan <OR> Rogers Stadt"
Scarborough,"Scarborough <OR> Scarborough, North Yorkshire"
Region Tadjoura,Tadjoura
Gemeinde Dmosin,Dmosin
Kanton Desvres,Desvres
WI,"Madison, WI <OR> Madison"
Baskenland (Autonome Gemeinschaft),Vitoria-Gasteiz
Arrondissement von Limoges,Limoges
Region Bari,Bosaso <OR> Bosaso
Papst,Rom
Garhwal,Pauri
Bezirk La Neuveville,La Neuveville
Spanisch-Guinea,Malabo <OR> Santa Isabel
Lombardei,"Mailand <OR> Mailand, Italien <OR> Mailand <OR> Pavia"
Saskatchewan,"Regina, SK <OR> Regina"
Collin County Texas,"McKinney, Texas <OR> McKinney"
Sula.,Sanana
Capesterre-Belle-Eau 2. Kanton,Kapsterre-Schönes-Wasser
Pays-de-la-Loire,Nantes
Tanganjika,Daressalam <OR> Dodoma
Mobile County Alabama,"Mobil, Alabama <OR> Mobil"
Mosambik,"Lourenço Marques <OR> Maputo <OR> Lourenço Marques <OR> Lourenço Marques, Mosambik"
Klamath County,"Klamath Falls, Oregon <OR> Klamathfälle <OR> Klamath Falls, OR"
Jerauld County South Dakota,Wessington Springs
Porkhovsky Bezirk,Porkhov
Landkreis Cheb,Eger
Waldbezirk Pennsylvania,Tionesta
Marion County Georgia,"Buena Vista, Georgia <OR> Gute Aussicht"
Jin-Dynastie,Peking
Provinz Hunan,"Changsha Stadt <OR> Changsha <OR> Changsha, China"
Snamjanka Rajon,Znamianka
Mallorca,"Palma, Mallorca <OR> Palma"
Kolonial-Mexiko,Mexiko-Stadt
Nainital Distrikt,Nainital
Jasper County Mississippi,Buchtquellen
Region San Martín,Moyobamba
Arrondissement Albertville,Albertville
Bertie County,"Windsor <OR> Windsor, North Carolina"
Rio de Janeiro (Bundesstaat),Rio de Janeiro
Griechisch-Mazedonien,Saloniki <OR> Thessaloniki <OR> Thessaloniki <OR> Thessaloniki <OR> Saloniki
Houet.,Bobo-Dioulasso
Sheboygan County,"Sheboygan, WI <OR> Sheboygan"
Gmina Bodzentyn,Bodzentyn
Pachuca (Gemeinde),Pachuca de Soto <OR> Pachuca
Arrondissement von Meaux,Meaux
Bundesstaat Aragua,Maracay
Carroll County Virginia,"Hillsville <OR> Hillsville, Virginia"
Osmanischer Sultan,Istanbul
Kanton Villars-les-Dombes,Villars-les-Dombes
Offenbach (Kreis),Offenbach
Vietnam,Hanoi <OR> Hanoi
San Luis,"San Luis <OR> San Luis, Argentinien"
Kuvettenregion,Owando
Shire von Diamantina,Bedourie
Navarra,Pamplona
Klausenburg,Klausenburg <OR> Klausenburg
Provinz Brindisi,Brindisi
Somalische Republik,Mogadischu
Region Moquegua,Moquegua
Guinea-Conakry,Conakry
Mikhaylovka Stadtkreis,Michailowka
Achämeniden,Pasargadae
Pahlavi,Teheran <OR> Teheran
Gemeinde Bansko,Bansko
Bilohirsk Rajon,Karasubasar <OR> Bilohirsk
Dhar Distrikt,Dhar
Gmina Galewice,Galewice
Atlantik County,"Mays Landing, New Jersey <OR> Mays Landing"
Saaremaa Kreis,Kuressaare
Nordirisch,West-Belfast <OR> Belfast
Landkreis Lethbridge,Lethbridge
Assyrien,Assur <OR> Ekallatum <OR> Assur <OR> Kujundschik <OR> Ninive
Pfarrgemeinden der Himmelfahrt,Donaldsonville
Worth County,"Silvester <OR> Sylvester, Georgia"
Coffee County Georgia,"Douglas <OR> Douglas, GA <OR> Douglas, Georgia"
Gemeinde Lipnica Murowana,Lipnica Murowana
Bent County Colorado,Die Seelen
Landkreis Tegal,Slawi
Macoupin County Illinois,Carlinville
Gambia,Banjul <OR> Bathurst
Sysertski Bezirk,Sysert
Al-Anbar,Ramadi <OR> Ar Ramadi
Buchara,Buchara
Nördliche Rotmeerregion,Massaua
Pahang,Kuantan
Rheinland-Pfalz,Mainz
Mendoza,"Mendoza, Argentinien <OR> Mendoza"
Galguduud,Dhuusamareeb <OR> Dhusamareb
Vogelsbergkreis,Lauterbach
Stinke.,Urbino <OR> Pesaro
Goodhue County,"Roter Flügel <OR> Red Wing, MN"
Peshawar Distrikt,Peschawar
Istrien Landkreis,Mitterburg <OR> Pazin <OR> Pisino
Dearborn County Indiana,"Lawrenceburg, Indiana <OR> Lawrenceburg"
Provinz Contralmirante Villar,Füchschen
Ulster County,"Kingston, New York <OR> Kingston <OR> Kingston, NY"
Tinsukia Bezirk,Tinsukia
Linn County Kansas,"Mound City, Kansas <OR> Hügelstadt"
Hancock County Tennessee,Sneedville
Shenkursker Bezirk,Schtschenkursk
Geary County,"Kreuzungsstadt <OR> Junction City, KS"
Nez Perce County,"Lewiston <OR> Lewiston, ID"
Converse County,"Douglas <OR> Douglas, Wyoming"
Gallatintal,"Bozeman, Montana <OR> Bozeman <OR> Bozeman, MT"
Ballerup Kommune,Ballerup
Region Ayacucho,Ayacucho
Uda-Matsuyama-Domäne,"Uda <OR> Uda, Nara"
Neustrien,Paris
Chesterfield County Virginia,Chesterfield Gerichtsgebäude
Britische Zone,Berlin
Dickenson County,Clintwood
Polazker Rajon,Polozk
Stadt Wakefield,Wakefield
Gouvernement Jekaterinoslaw,Dnipro <OR> Dnipropetrowsk
Barry County Michigan,"Hastings, Michigan <OR> Hastings"
Niederländisch-Guayana,Paramaribo
Provinz Maynas Peru.,Iquitos
Hunyad Komitat,Deva
Italienische Republik,"Rom <OR> Rom, Italien"
Chotyn Rajon,Chotyn
Gemeinde Falun,Falun
Region Cacheu,Cacheu
Douglas County Oregon,Rosenburg
Weißrussische SSR,Minsk
Pacasmayo Distrikt,Pacasmayo
Regierungsbezirk Nordtoraja,Rantepao
Charente-Maritime,La Rochelle <OR> La Rochelle
Loudoun County Virginia,Leesburg
Arrondissement Basse-Terre,Basse-Terre
Kitzingen (Landkreis),Kitzingen
Hochsauerland,Meschede
Bezirk Zgharta,Zgharta
Kholmogorski Rajon,Cholmogorje
