source,target
Kemrakuch,Aserbaidschan
1988 Spiele,Korea <OR> Südkorea
Kloster Engelberg,Schweiz <OR> Schweizerisch
Departamento de La Guajira,Kolumbien
Olympischer Club Stiftung,Vereinigte Staaten
Queenstown Singapur,Singapur
Kovvali (Dorf),Indien
Akbuura Wildreservat,Kirgisistan
KUBO.,USA
Sanusiruwari,Nepal
Quelle des gefallenen Engels,Spanien
Tatarische Autonome Sozialistische Sowjetrepublik,Sowjetisch <OR> UdSSR
Franklin Reguläre Baptistenkirche,Vereinigte Staaten
Deutscher Stallplan,Schweden
Deh-e Dschanadschan,Persisch <OR> Iran
Nationale Katholische Bildungsvereinigung,Vereinigte Staaten <OR> Amerikanisch
Groșetu Fluss,Rumänien
Nueltin Lake Flughafen,Kanada
Sieg-Gedenkparkway,Vereinigte Staaten
Flughafen Navrongo,Ghana
Ncotshane,Südafrika
Windsor Indian River County Florida,Vereinigte Staaten
Drei Brüder Damm,Brasilien
Doce Fluss (Rio Grande do Norte),Brasilien
Muzaffarnagar,Indien
Düstere Dörfer,Slowenien <OR> Slowenisch
Valiabad Razavi-Chorasan,Persisch <OR> Iran
Waldhäuschen,Polen
Demokratische Partei Präsidentschaftsvorwahlen 1976,Vereinigte Staaten
Crawford County Wisconsin,Vereinigte Staaten
Jones College Prep Oberschule,Vereinigte Staaten
Kireçli Şavşat,Truthahn
Louisiana Staatsarboretum,USA <OR> Vereinigte Staaten
GHMC,Indien
Empire State Aerosciences Museum,Vereinigte Staaten
Zweiter Yeddioymaq,Aserbaidschan
Upper Coomera Queensland,Australien
Pirbəyli.,Aserbaidschan
Olaberria,Spanien
Südliche Sterne,Australien
Le Nayrac,Frankreich
Bâsca Mare Fluss,Rumänien
Carleton Place Oberschule,Kanada
Colfax High School (Wisconsin),Vereinigte Staaten
Joan Miró: Die Leiter der Flucht,Spanien
Pryazovske Rajon,Ukrainisch <OR> Ukraine
Ay Dughmish.,Persisch <OR> Iran
Türkische Kulturstiftung,USA
Bundesautobahn 43,Deutschland
Hšk Zemun,Serbien
Kreisstraße 18 (Otsego County New York),Vereinigte Staaten
CFMA-FM,Kanadier
Cerezo de Río Tirón,Spanien
Ijaw,Nigeria
Nationale Tangoakademie der Argentinischen Republik,Argentinien
Macdonald-Cartier-Brücke,Kanada
Kallikratis-Programm,Griechenland
Westliche Löwin,Tansania
Ziegfelds,Vereinigte Staaten
Peyrieu,Frankreich
Norwegische Arbeits- und Wohlfahrtsverwaltung,Norwegen
San Roque West La Union.,Philippinen
Lácacséke,Ungarn
Castroserracín,Spanien
Kruismansrivier-Damm,Südafrika
Palovec,Kroatien
Sefidmorad,Persisch <OR> Iran
Shitan Xiangtan.,China
Cícero Dantas,Brasilien
Piamen-E Olya,Persisch <OR> Iran
Rosenbaum,Ungarn
Sir Lowrys Pass,Südafrika
Düdenbüttel,Deutschland
Făcăeni,Rumänien
Ullastret.,Spanien
Cedar Hill State Park,USA
Salara,Italienisch
Sarıca Aserbaidschan.,Aserbaidschan
Éton,Frankreich
Krajišnik Bosnien und Herzegowina.,Bosnien
Großes Zenit-Teleskop,Kanada
Emily Carr Sekundarschule,Kanada
NZG,Deutschland
Calamian-Inseln,Philippinen <OR> Inselgruppe
Nordwest-Kompanie Post,Vereinigte Staaten
Bronyzja,Ukraine
Nicht Sila.,Thailand
Varak Ghazvin,Persisch <OR> Iran
San Antonio Skorpione,Vereinigte Staaten <OR> Amerikanisch
Yaxa Dəllək,Aserbaidschan
Flughafen Choibalsan,Mongolei
Dänemark beim Eurovision Song Contest 2014,Dänemark
Delaware Township Hunterdon County New Jersey,Vereinigte Staaten
Regnéville-sur-Meuse,Frankreich
Schmerz,Griechenland
Opwijk.,Belgier
Caraquet Fluss,Kanada
Picher Deutschland.,Deutschland
Sackville Parish Neubraunschweig,Kanadier
Movistar,Spanien
Famenne,Belgien
Flughafen Boundiali,Elfenbeinküste
1995 US Open – Herrendoppel,Vereinigte Staaten
Yaseh Chah,Persisch <OR> Iran
Ernestina Rio Grande do Sul,Brasilien
Boeung Kak,Kambodschanisch <OR> Kambodscha
Takaoka Bahnhof (Manyosen),Japan
Harmon Miller Haus,Vereinigte Staaten
Zârna Mică Fluss,Rumänien
Großer Bitschkiw,Ukrainisch <OR> Ukraine
Pigne De La Lé,Schweizerisch
Archäologische Stätte New Philadelphia,Vereinigte Staaten
Armstrong Creek Brücke,USA
Sankt-Michel-Basilika-Kathedrale,Kanada
Estes Park,USA <OR> Vereinigte Staaten <OR> USA
Budzewo,Polen
General Salipada K. Pendatun Maguindanao.,Philippinen
İnceöz Çamlıdere.,Truthahn
Geographie von Panama,Panama
Bardeh Buk,Persisch <OR> Iran
Belgien bei den Olympischen Winterspielen 1948,Belgien
Mwanza-Region,Tansania
Kamnitz Tal bei Laibach,Slowenien
Ibsen Theater,Norwegen
Bar Harbor Airlines Flug 1808,Vereinigte Staaten <OR> Amerikanisch
Inatel,Brasilien
Brackettville Texas,USA <OR> Vereinigte Staaten
Yangming Shan,Taiwan
Friedhof Lake Forest,Vereinigte Staaten
Übelkeit,Frankreich
Polytechnische Universität der Philippinen Juristische Fakultät,Philippinen
Teynampet,Indien
Laarwoud,Niederlande
Shishikui Bahnhof,Japan
Kap Sankt Franziskus,Südafrika
Los geht's Landwirt.,Persisch <OR> Iran
Zweites Hochschulstipendium,Vereinigte Staaten
Punkrock in Australien,Australien
Mengjin Kreis,China
Schytomyr Rajon,Ukraine
Paravankunnu,Indien
Chotyn Rajon,Ukraine
Topsfield Massachusetts,Amerikanisch
Die Rechte (Frankreich),Frankreich
Stadt an der Tourbe,Frankreich
Polk Pennsylvania,Vereinigte Staaten
Wólka Jeruzalska,Polen
Moyne Flugplatz,Irland
Frauen für die Menschenrechte der Frauen,Truthahn
Chengdu Longquanyi Fußballstadion,China
Belews See,Vereinigte Staaten
Universität des Saarlandes,Deutschland
LGBT-Rechte in Usbekistan,Usbekistan
Anilobe,Madagaskar
Olivenbaum (Griechenland),Griechenland
Königliches Australisches Regiment,Australien
Manzanillo Kuba.,Kuba
Teublitz.,Deutschland
Chhar,Pakistan
Kashibasee,Sambia
St. Pauls Kirche Malakka,Malaysia
Schloss der Engländer (Autoire),Frankreich
Dänische Maßeinheiten,Dänemark
Audiovisuelles System,Vereinigte Staaten <OR> Amerikanisch
Ezadeen-Vorfall,Italien
Bk Marienlyst,Dänemark
Roșușul Mare Fluss,Rumänien
Uluberia-Unterteilung,Indien
Pilar Paraíba.,Brasilien
Siebenfarbige Erde,Mauritius
Kommunaler Flughafen Maple Lake,Vereinigte Staaten
Uddeholm,Schweden
Kakurin-Ji (Kakogawa),Japan
Pazifische Grüne Partei,Vereinigte Staaten
Flughafen San Lorenzo,Bolivien
Horne See,Kanada
Lakehead-Lakeshore Kalifornien,Vereinigte Staaten
Pusztaszabolcs,Ungarn
Deh-E Kohneh Kiar,Persisch <OR> Iran
Feste Musik,Amerikanisch
Sirthouli,Nepal
Time Warner Cable Nachrichten Nordkarolina,Amerikanisch
Lunjevica,Serbien
Kürkçüler Bolu,Truthahn
Quarten,Schweiz
Steinheim-Krater,Deutschland
Urbès,Frankreich
Aichi Präfektur Keramikmuseum,Japan
Polnische Pijawki,Polen
Arakelots Kloster (Kirants),Armenien
West Bradford Township Chester County Pennsylvania,Vereinigte Staaten
Wallagrass Maine,Vereinigte Staaten
Walachendorf (Smederevska Palanka),Serbien
Sowjetische Staatsbank,Sowjetisch <OR> Sowjetunion
Iman-Burluk Fluss,Kasachstan
Nieselregenfälle,Venezuela
Vanuu.,Vanuatu
Stratton-Cornelius-Haus,Vereinigte Staaten
Passapatanzy-Bach,Vereinigte Staaten
Abu Jalal-E Shomali,Persisch <OR> Iran
West Jefferson Avenue,Vereinigte Staaten
Lisie Jamy Woiwodschaft Karpatenvorland,Polen
Mariutsee,Ägypten
Hull-Daisetta Unabhängiger Schulbezirk,USA
Duda Mică Fluss,Rumänien
Montbéliard – Courcelles Flugplatz,Französisch <OR> Frankreich
Kato Drys,Zypern
Franey,Frankreich
Burgenthal,Ungarn
Flughafen Oum El Bouaghi,Algerien
Vera Cruz Bahia.,Brasilien
Mokokchung Distrikt,Indien
Eichenhain,Vereinigte Staaten
Bonaire.,Niederlande
ProSieben Fun,Deutschland
Osredek über Stična,Slowenien
Jüdin,Persisch <OR> Iran
Akçal Tufanbeyli.,Truthahn
Indira Gandhi Gedächtnis-Tulipangarten,Indien
Sierra Alpujata,Spanien
Neuengland-Tee-Männer,Vereinigte Staaten
Die Gap Staatliche Oberschule,Australien
Mingan-Archipel-Nationalpark-Reservat,Kanada
DWSR,Philippinen
Livorno,Italienisch <OR> Italien <OR> Italien
Illukwatta,Sri Lanka
Jersey Georgien.,Vereinigte Staaten
Jáltipan,Mexiko
Siebte Kongresse.,Vereinigte Staaten
Dornig Virginia.,Vereinigte Staaten
Meleh Sheykh,Persisch <OR> Iran
Stetten Oberelsass,Frankreich
Pandan Angeles.,Philippinen
Fluchtzustand Verlag,Vereinigte Staaten <OR> Amerikanisch
Adanaspor,Truthahn <OR> Türkisch
Piz Sezner,Schweizerisch
Die Zeiten-Pikayune,Amerikanisch
Sévérac-L'Église,Frankreich
Bagh-E Nazer,Persisch <OR> Iran
Frauenbach,Rumänien
Basadingen,Schweiz
Zdzienitz,Polen
Mowzar,Iran
Baba Pir Ali,Persisch <OR> Iran
Altes Fort North Carolina,Vereinigte Staaten
Matahiya,Nepal
Radachówka,Polen
Shukdyur,Aserbaidschanisch <OR> Aserbaidschan
Santan Arizona.,Vereinigte Staaten
Cutzamala-Fluss,Mexiko
Corignac,Frankreich
Liuskasaari,Finnland
Mexiko-Stadt,Mexiko <OR> Mexiko
Dixie Brooks County Georgia,Vereinigte Staaten
WQSO,USA
Knockdrin,Irland
Fathabad Boshruyeh.,Persisch <OR> Iran
Murczyn,Polen
Lanzhou Zhongchuan Internationaler Flughafen,China
Moșana,Moldawien
Mendig,Deutschland
Stahlwerk Natanz,Persisch <OR> Iran
Aliabad Tonekabon.,Persisch <OR> Iran
Los Angeles Biltmore Hotel,USA
Kips Bay,Amerikanisch
Peel (Metro Montreal),Kanada
Borowa,Polnisch <OR> Polen
1995 in Norwegen.,Norwegen
Shōmyō-Wasserfall,Japan
Qeshlaq-e Mehr Ali Kandi,Persisch <OR> Iran
Naankuse Wildtierschutzgebiet,Namibia
Westview Verlag,USA <OR> Amerikanisch
KBOD,USA
Dhaka,Bangladesch
Grüne Straße Kentucky,Vereinigte Staaten
Sauméjan,Frankreich
FISA-Gericht,Vereinigte Staaten
C.D. Atlético Jugend,Salvadorianer <OR> El Salvador
Dowshalvari,Persisch <OR> Iran
Emirates Club,Vereinigte Arabische Emirate
Tempel des Eshmun,Libanon
Qaleh-ye Molla Hoseyn Ali,Persisch <OR> Iran
Warren-und-Myrta-Bacon-Haus,Vereinigte Staaten
Salceda de Caselas,Spanien
Sarise,Estland
Fleck/Paterson Haus,Kanada
Khajuwala,Indien
La Vajol,Spanien
Die Sharon Akademie,USA
Hipper-Klasse,Deutschland <OR> Nazi-Deutschland
Tresa,Schweiz <OR> Italienisch <OR> Italien <OR> Schweizerisch
Skue Sparkasse,Norwegisch <OR> Norwegen
Surberg,Deutschland
Princeton Kansas,Vereinigte Staaten
Globe Arizona,USA <OR> Vereinigte Staaten <OR> Amerikanisch
El Paso Guyana,Guyana
Liste der besiedelten Orte in der Provinz Iğdır,Truthahn
Larkins Hügelfarm,Vereinigte Staaten
Münzenheim,Frankreich
Fulladu Ost,Gambia
Bischofshof Anwesen,Vereinigte Staaten
Woodend Victoria,Australien
Ampasindava-Mine,Madagaskar
Botanischer Garten von Aubrac,Frankreich
Fiorano Al Serio,Italienisch
Liebe und Frieden,Südafrika
Minami-Ibaraki Bahnhof,Japan
Hostýnsko-Vsetínská Hochland,Tschechische Republik
Giyan,Persisch <OR> Iran
Pogorzelec Landkreis Pułtusk,Polen
Karawane des Hadschi Taji,Persisch <OR> Iran
Valea-Alunului-Fluss,Rumänien
Truett-McConnell Hochschule,Vereinigte Staaten
Stadtfeld,Ungarn
Nakatsunasee,Japan
Notstandsgesetz,Kanada
Emmaboda,Schweden <OR> Schwedisch
Naborowiec,Polen
Sonqor,Iran
Tesoura Fluss,Brasilien
Cisowo,Polen
Klein Smolno,Polen
Schwabenquellen,Deutschland
Kelhat,Libanesisch <OR> Libanon
Ndeeba.,Uganda
Marsaglia,Italienisch
Damm County Kerry,Irisch <OR> Irland
Massy Saône-et-Loire,Frankreich
Namsan (Sangju),Südkorea
Thessaloniki Filmfestival,Griechenland
Varavi-Landbezirk,Iran
Eldijk,Niederlande
Neumark Komorniki,Polen
Bewegung für nationale Reform,Algerien
Yonghe Meizhou.,China
Shahrestaneh Hamadan.,Persisch <OR> Iran
Unser Ouroumpana.,Mali
Bessey-en-Chaume,Frankreich
Dolný Hričov,Slowakei
Ramand Bezirk,Iran <OR> Persisch
Iwaizumi-Linie,Japan
Chir Kandi,Persisch <OR> Iran
Jinjiang International,China
TAFE-Hochschulen,Australien
China-Camp,Vereinigte Staaten
Oblivsky Bezirk,Russland
Ćatići (Banovići),Bosnien
Jahjaabad Masul,Persisch <OR> Iran
Frecăței Tulcea,Rumänien
Brookline (Pittsburgh),Vereinigte Staaten
Ashtamichira,Indien
Sar Khom,Persisch <OR> Iran
Wuhan Airlines,China
Esparzas,Vereinigte Staaten
Alipurduars (Lok Sabha Wahlkreis),Indien
Lausche.,Tschechisch <OR> Böhmen <OR> Tschechische Republik
Kapelle Unserer Lieben Frau der Märtyrer,Portugal
Dalecheh,Iran
Solvang,Amerikanisch
Duyure,Honduraner
SP-107,Brasilien
Bożanka,Polen
Bherrary,Pakistan
Kolosse,Polen
Baikalsko,Bulgarien
Nõmme (Stadtbezirk),Estland
Große Huszczka,Polen
London 2012 Olympische Spiele,Vereinigtes Königreich
Verzeichnis der historischen Stätten im Nationalregister in Calloway County Kentucky,Vereinigte Staaten
Ostrów Landkreis Łask,Polen
Kleiner Zauber,Spanien
Wildpferd State Erholungsgebiet,USA
Einheit Oregon.,Vereinigte Staaten
Boisdinghem,Frankreich
Basaidu,Iran
Bow Bowing New South Wales,Australien
Koshrabot Bezirk,Usbekistan
Starorusski Rajon,Russland
Villaromagnano,Italienisch
Pflaumensee Wisconsin,Vereinigte Staaten
Dąbrowa Chełmińska,Polen
Varavi,Iran
Dzierżanowo Landkreis Maków,Polen
Die Pentagon-Papiere,Vereinigte Staaten
Schloss Seggau,Österreich
Louisa County Oberschule,Vereinigte Staaten
St. Gereons Basilika Köln,Deutschland
Naharija,Israel
Lokomotiv Taschkent,Usbekistan <OR> Usbekisch
Qateh Tschahārmahāl und Bachtiyāri,Persisch <OR> Iran
Lewisburg Kentucky,Vereinigte Staaten
Schlehdorf,Deutschland
Rutherford Technologie-Oberschule,Australien
Zedernhain-Wehr,Australien
Raslavice,Slowakei
Resson,Frankreich
KWIM,USA
Monitor Oregon,Vereinigte Staaten
München,Deutschland
Operation Silberne Wache,Vereinigte Staaten <OR> Amerikanisch
Jos Süd,Nigeria
Kochian Peschawar.,Pakistan
Ustnik Woiwodschaft Ermland-Masuren,Polen
702 Abc Sydney,Australien
West-Tennessee,Union
Yakapınar Nallıhan.,Truthahn
Fort Sumner New Mexico,Vereinigte Staaten
Nationale Nuklearsicherheitsverwaltung,Vereinigte Staaten <OR> USA <OR> Amerikanisch <OR> USA
São Rafael Rio Grande do Norte,Brasilien
Raštani,Mazedonien
Seeland Verwaltungsbezirk,Schweiz
Liedersohn,Frankreich
Ohio-Gesellschaft der Assoziierten,Vereinigte Staaten <OR> Amerikanisch
Südtor des Forest Park Bahnhofs,China
Meenmutty-Wasserfälle Thiruvananthapuram.,Indien
Kalateh-ye Sahebdad,Persisch <OR> Iran
Nurabad-e Simineh,Persisch <OR> Iran
Otaniemi Wasserturm,Finnland
Allah Deh Kharajgil.,Persisch <OR> Iran
Křtiny (Bezirk Blansko),Tschechische Republik
Provinzstraße 308 Manitoba,Kanada
Condat Lot.,Frankreich
Monte Frerone,Italien
Homer.,Bosnien
Städtischer Flughafen Redlands,USA
Jetzt Dasht.,Persisch <OR> Iran
Québec Route 232,Kanada
Cayo Levisa.,Kuba
Pioniere ein Freiwilligennetzwerk.,Vereinigte Staaten <OR> USA
Modoc-Plateau,Vereinigte Staaten
Smyrna Höhen,Vereinigte Staaten
Wiktorzyn Landkreis Wysokie Mazowieckie,Polen
Dorf Tor,USA <OR> Vereinigte Staaten
Kleiner Mäusebussard,Polen
Sint-Lievens-Houtem,Belgien
Aghla Beg,Irland
Taherabad Maschhad,Persisch <OR> Iran
FC Vila Nova,Osttimor
Kishoreganj Upazila,Bangladesch
Metropolregion Dayton,Vereinigte Staaten
Guasipati,Venezuela
AAF-Basiseinheiten,Vereinigte Staaten
Kouilou-Niari,Kongo
Zaandijk,Niederlande
Drametse Gewog,Bhutan
Walnut Springs Texas,USA
Drei Brunnen,Tschechische Republik
Chogha Horushi,Persisch <OR> Iran
Beaumont-Rennen,Amerikanisch
Bray-Dunes,Frankreich
Ost-Nippon-Autobahn-Gesellschaft,Japan
Benzdorp,Suriname
Kraśnik Koszaliński,Polen
Jahrhundertwende-Go-Bahnhof,Kanada
CFPB-Ländliche Bezeichnungs-Petition und Korrekturgesetz,Vereinigte Staaten
Schwedische Parlamentswahl 1917,Schweden
Yorktown Indiana,Vereinigte Staaten
Affen-Tal,Persisch <OR> Iran
Institut für Gesundheit und Verbraucherschutz,Italien
Wendelstein 7-X,Deutschland
Bellemeade Kentucky,Vereinigte Staaten
Evenes Kirche,Norwegen
Kodakandla,Indien
Vecater Gemeinde,Lettland <OR> Lettisch
Mueang Chaiyaphum Distrikt,Thailand
DMZ-Dokumente,Südkoreanisch
Ageo Bahnhof,Japan
Mein Radio,USA
Fort Saskatchewan Händler,Kanada
Nahr-e Owj Albu Seyyed,Persisch <OR> Iran
Irxleben,Deutschland
Smardzewo Landkreis Płońsk,Polen
Jinnah-Sportstadion,Pakistan
Wassoulou-Ballé,Mali
Erste Seide,Aserbaidschan
Asheville,Vereinigte Staaten <OR> Vereinigte Staaten <OR> Amerikanisch <OR> USA
Liffey-Fluss,Irisch <OR> Irland
Hafenblick Ohio,Vereinigte Staaten
Wenshan-Linie,Taiwan
Dolia (Titularbistum),Italien
Mayodan,Vereinigte Staaten <OR> USA
CFRZ-FM,Kanada
Belevi-Mausoleum,Truthahn
Internationales Zentrum für vermisste und ausgebeutete Kinder,Amerikanisch
Nierstein-Oppenheim,Deutschland
Schalldämpfer,Frankreich
Tourville-la-Campagne,Frankreich
Abusir,Ägypten
Baikal Tjumen Oblast,Russland
CIMT-DT,Kanada
Vyttila,Indien
Franklin Township Adams County Pennsylvania,Vereinigte Staaten
Tronchoy,Frankreich
Siniküla,Estland
Schierlingsklippen-Naturschutzgebiet,Vereinigte Staaten
Cherry Grove Township Goodhue County Minnesota,Vereinigte Staaten
Grand Canyon Arizona,USA
Solvay Wirtschaftshochschule,Belgien
Neilson Fluss,Kanada
Farnsworth Kunstmuseum,Vereinigte Staaten <OR> Amerikanisch
Winnebago Institut für psychische Gesundheit,Vereinigte Staaten
Brasil Open,Brasilien
Anti-Balaka,Zentralafrikanische Republik
Tutak-E Pir Badam,Persisch <OR> Iran
R418 Straße (Irland),Irland
Kuwaitische Streitkräfte,Kuwait
Shenandoah Pennsylvania,USA <OR> Vereinigte Staaten
Am Römerholz,Schweizerisch
Pang Mapha,Thailand
Stawki Woiwodschaft Kujawien-Pommern,Polen
Numazu Shizuoka,Japan
Ringgold County Iowa,Vereinigte Staaten
Ipswich Mädchengymnasium,Australien
Yakobi-Insel,Vereinigte Staaten
Aero,Tschechisch <OR> Tschechische Republik <OR> Finnland
Auvilliers,Frankreich
Shields Township Holt County Nebraska,Vereinigte Staaten
Soizé,Frankreich
Karmaskalinski Bezirk,Russland
Solothurner Filmtage,Schweiz <OR> Schweizerisch
Cusseta Alabama.,Vereinigte Staaten
Kuta Strand,Indonesien
Chicche Bezirk,Peru
Tsuga Tochigi.,Japan
Darreh Yazd,Persisch <OR> Iran
Meihō Gifu,Japan
Wayne Township Hamilton County Indiana,Vereinigte Staaten
Verfassung von Nordrhein-Westfalen,Deutschland
Georg V (Pariser Metro),Frankreich
Zuurbekom,Südafrika
Radancheto,Bulgarien
Futako-Tamagawa Bahnhof,Japan
Ganei Yohanan,Israel
Yengejeh Miandoab.,Persisch <OR> Iran
Andarvar,Persisch <OR> Iran
Dinamo Mehrzweckhalle,Rumänien
Sokuluk,Kirgisistan
Bishnupur Bankura,Indien
Mpanda Mpanda.,Burundi
Valigny,Frankreich
Sidney (Dorf) New York,Vereinigte Staaten
Srinivas Institut für Medizinische Wissenschaften und Forschungszentrum,Indien
Georgetown Rathaus,Guyana
Jüdischer Friedhof Köln-Mülheim,Deutschland
Curtil-sous-Buffières,Frankreich
West Zorra,Kanada
KGRK,USA
Deua Fluss,Australien
Khoshkrud-Landbezirk,Iran <OR> Persisch
Kenjōsan Mangokuura Präfektur-Naturpark,Japan
Siena College,Vereinigte Staaten <OR> Amerikanisch
Oberes Tušimlja,Serbien
Flughafen Ondangwa,Namibia
Limerick,Irisch <OR> Irland
Quiapo Pfarrschule,Philippinen
2010 Ecm Prag Open,Tschechische Republik
Gad West Virginia.,Vereinigte Staaten
Kinbasket See,Kanada
Bécancour Quebec (Gemeinde),Kanada
Fünens Kunstmuseum,Dänisch <OR> Dänemark
Weißes Pferd South Dakota,Vereinigte Staaten
Södermanland Runeninschrift 298,Schweden
Chajjwal,Pakistan
Tandzut Fluss,Armenien
Kongress: Die Wahlverbindung.,Amerikanisch
Acharlahalli,Indien
Horbekul,Persisch <OR> Iran
Kupferklippe Südmine,Kanada
Innenohr,Norwegen
Wort,Deutschland
Sydney Internationaler Bogenschießpark,Australien
Strzeżewo Landkreis Koszalin,Polen
1930 Albanische Erste Division,Albanien
Němčičky (Bezirk Znaim),Tschechische Republik
R618 Straße (Irland),Irland
Bettingen,Schweiz <OR> Schweizerisch
Moranville Township Roseau County Minnesota,Vereinigte Staaten
Gewaltverbrechensbekämpfungs- und Strafverfolgungsgesetz,Vereinigte Staaten
Blijham,Niederlande
Izbiska Woiwodschaft Pommern,Polen
Mbini,Äquatorialguinea
Bedok MRT-Station,Singapur
Bromley Simbabwe,Simbabwe
Leikanger,Norwegen <OR> Norwegisch
Lancaster Township Jefferson County Indiana.,Vereinigte Staaten
Ohlau (Hudau),Deutschland
Les Ballets Trockadero de Monte Carlo,Amerikanisch
Ländliches Mariental,Namibia
Plougar,Frankreich
Valea Mare Fluss (Motru),Rumänien
Latur (Lok-Sabha-Wahlkreis),Indien
Indian Nations National Wildlife und Scenic Area,USA
Connecticut River,Union <OR> Amerikanisch <OR> Vereinigte Staaten <OR> USA <OR> USA
Tal Kombatri,Syrien
Charles Macdonald Betonhaus Museum,Kanada
Kanton Trévoux,Frankreich
Teufelsschlucht Dinosaurier-Erbe-Museum,Kanada
Bouvresse,Frankreich
WPCL,Vereinigte Staaten
Fort St. Thomas Tangasseri,Indien
Choszczówka Dębska,Polen
Rathaus von Chihuahua,Mexiko
Břežany (Bezirk Klatovy),Tschechische Republik
Union Eau Claire County Wisconsin,Vereinigte Staaten <OR> Union
Medizinisches Zentrum Galiläa,Israel
Kaw River State Park,USA
Njassasee,Tansania <OR> Malawi <OR> Mosambik <OR> Mosambikanisch
Champs-Sur-Tarentaine-Marchal,Frankreich
Basarjan,Persisch <OR> Iran
Abyan,Jemen
Rechtsbund,Dänisch
Poběžovice bei Holic,Tschechische Republik
Stadtrat von Townsville,Australien
Königssound,Australien
Senica Bezirk,Slowakei
Meeussen,Belgier
Institut für Finanzstudien,Vereinigtes Königreich
Stuivekenskerke,Belgien
Angenehme Prärie Kraftwerk,Vereinigte Staaten <OR> USA
Trimet,Vereinigte Staaten
Valderredible,Spanien
Kenroku-En,Japan
Tessonnières,Frankreich
CHGK-FM,Kanadier
Römisch-katholische Diözese von Eluru,Indien
Jean-Vigo-Preis,Frankreich
Atlamajalcingo Del Monte (Gemeinde),Mexiko
Ringelblume,Vereinigte Staaten
Braunstadt,Jamaika
Vancouversee,Vereinigte Staaten
Kleiner Tonoloway Bach (Pennsylvania),Vereinigte Staaten
Ägyptisches Museum,Italien <OR> Deutschland <OR> Ägypten
Kolno Landkreis,Polen
Tuli Iran,Persisch <OR> Iran
Stevens Oberschule,Vereinigte Staaten
Kochanovce Bezirk Bardejov,Slowakei
Austernpunkt (Australien),Australien
Berg Asog,Philippinen
Boturovina,Serbien
Platon Magdalena.,Kolumbien
Gordonville Pennsylvania,USA
Lucas Wisconsin,Vereinigte Staaten
Kleiner Fluss (Cariboo Fluss),Kanada
Higuerote,Venezuela
Rotterdamer U-Bahn,Niederlande
Alunitberg,Aserbaidschan
Kapitän James Moore Hof,Amerikanisch
HPD,Vereinigte Staaten
Nobressart,Belgien
Basmath (Vidhan Sabha Wahlkreis),Indien
Bidestan Fars,Persisch <OR> Iran
Nishi-Kawaguchi Bahnhof,Japan
Aicas.,Deutschland
Koválov,Slowakei
Qurjaq,Persisch <OR> Iran
Johnson Township Christian County Illinois,USA
Pontruet,Frankreich
Bayswater Victoria,Australien
Pechenizhyn,Ukraine
Schwarze,Polnisch <OR> Polen
Heriotdale,Südafrika
Nha Trang,Vietnam <OR> Vietnam
Bléré,Frankreich
Dover Township Fulton County Ohio,Vereinigte Staaten
Patch Grove (Town) Wisconsin,Vereinigte Staaten
Tokioter U-Bahn,Japan
Sasthamkotta,Indien
Olya Tayeb Landbezirk,Persisch <OR> Iran
El Maitén,Argentinien
Uharte-Arakil,Spanien
Macquarie Infrastrukturgesellschaft,Vereinigte Staaten
Saint-Martin-De-Nigelles,Frankreich
Kiaros-E Olya,Persisch <OR> Iran
Elkhorn Creek (Marion County Oregon),Vereinigte Staaten
Keep-It Technologien,Norwegen
Nationale Sicherheit,Französisch <OR> Frankreich
Lalan Isfahan.,Persisch <OR> Iran
Wolica Landkreis Bochnia,Polen
Lomnice nad Lužnicí,Tschechische Republik
Shirley West Virginia,Vereinigte Staaten
Nematabad Fahraj,Persisch <OR> Iran
Strand von Granja,Portugal
Hd Theater,Vereinigte Staaten <OR> USA <OR> Amerikanisch
Vitry-Lès-Cluny,Frankreich
Vetřník,Slowenien <OR> Slowenisch
Monthelon Saône-et-Loire,Frankreich
Siebzehn-Punkte-Abkommen,China
Noble Oklahoma,Vereinigte Staaten
Nerstrand-Big Woods State Park,USA
Rühre Sportive Zarzouna.,Tunesien
Wasserball bei der Sommer-Universiade 1965,Ungarn
Galleh Khar Chuzestan,Persisch <OR> Iran
Internationale Bank für Wiederaufbau und Entwicklung,Vereinigte Staaten <OR> USA
Saghar Distrikt,Afghanistan
Emigrant Sparbank,Vereinigte Staaten
Ligonier Township,Vereinigte Staaten
Nationalstraße 142 (Indien),Indien
Orange Vermont,Vereinigte Staaten
Der Lake Oswego Bericht,Amerikanisch
Mission Kanadas bei der Europäischen Union,Kanada
Gega Bulgarien.,Bulgarien
Okunikkawa Bahnhof,Japan
Uvita (Costa Rica),Costa Rica
Republik Kalifornien,Amerikanisch
Penama,Vanuatu
Kąty Landkreis Kętrzyn,Polen
China-See,Vereinigte Staaten
Starker Bogen,Persisch <OR> Iran
Porano,Italienisch
Schlucht Jafti Ebene,Persisch <OR> Iran
Brand im Strandhaus in Ocean Isle Beach,Vereinigte Staaten
Stapar,Serbien
Nong Ki Bezirk,Thailand
Daranabad Rudbar-E Jonubi,Persisch <OR> Iran
Jahangiri-Ye Sofla,Persisch <OR> Iran
Ngana.,Tansania
Vereinigte Staaten Postamt,Vereinigte Staaten <OR> Vereinigte Staaten
Provinz Santiago,Dominikanische Republik
Frohna,Vereinigte Staaten
Tardes (Fluss),Frankreich
