source,target
Shenkursky District,Shenkursk
Geary County,"Junction City<OR>Junction City, KS"
Nez Perce County,"Lewiston<OR>Lewiston, ID"
Converse County,"Douglas<OR>Douglas, Wyoming"
Gallatin Valley,"Bozeman, Montana<OR>Bozeman<OR>Bozeman, MT"
Ballerup Municipality,Ballerup
Ayacucho Region,Ayacucho
Uda-Matsuyama Domain,"Uda<OR>Uda, Nara"
Neustria,Paris
"Chesterfield County, Virginia",Chesterfield Court House
British Zone,Berlin
Dickenson County,Clintwood
Polatsk Raion,Polatsk
City Of Wakefield,Wakefield
Yekaterinoslav Governorate,Ekaterinoslav<OR>Dnipropetrovsk
"Barry County, Michigan","Hastings, Michigan<OR>Hastings"
Dutch Guiana,Paramaribo
"Maynas Province, Peru",Iquitos
Hunyad County,Déva
Italian Republic,"Rome<OR>Rome, Italy"
Khotyn Raion,Khotyn
Falun Municipality,Falun
Cacheu Region,Cacheu
"Douglas County, Oregon",Roseburg
Belorussian Ssr,Minsk
Pacasmayo District,Pacasmayo
North Toraja Regency,Rantepao
Charente-Maritime,La Rochelle<OR>la Rochelle
"Loudoun County, Virginia",Leesburg
Arrondissement Of Basse-Terre,Basse-Terre
Kitzingen (District),Kitzingen
Hochsauerland,Meschede
Zgharta District,Zgharta
Kholmogorsky District,Kholmogory
"Breathitt County, Kentucky","Jackson, Kentucky<OR>Jackson"
Canton Of Tournan-En-Brie,Tournan-en-Brie
"Cass County, Indiana","Logansport, Indiana<OR>Logansport, IN<OR>Logansport"
Rigas Feraios (Municipality),Velestino
Turukhansky District,Turukhansk
Serbs,Belgrade
Cooch Behar District,Cooch Behar
Qinghai,Xi'ning<OR>Xining
Burgenlandkreis,Naumburg
La Chorrera District,La Chorrera
"Krasnogorsky District, Moscow Oblast",Krasnogorsk
Tuscan,"Firenze<OR>Florence<OR>Florence, Italy<OR>Florentine"
"Brunswick County, Virginia","Lawrenceville, Virginia<OR>Lawrenceville"
Hellenic Republic,"Athens<OR>Athens, Greece"
Fief Of Viborg,Viborg
Lynn County,Tahoka
"Savanes Region, Togo",Dapaong
Canton Of Bourg-Argental,Bourg-Argental
Habsburg Monarchy,Vienna
Hiva-Oa,Atuona
Mid Suffolk,Needham Market
"Blount County, Tennessee","Maryville, Tennessee<OR>Maryville"
Arrondissement Of Poitiers,Poitiers
Albertslund Municipality,Albertslund
Pirin Macedonia,Blagoevgrad<OR>Cuma-yı Bala
Madre De Dios Region,Puerto Maldonado
Mukdahan Province,Mukdahan
Mount Saint Thomas,Wollongong
Hunedoara County,"Deva, Romania<OR>Déva<OR>Deva"
Amman Governorate,Amman
Wicomico,"Salisbury<OR>Salisbury, Maryland"
Kuningan Regency,Kuningan
Horsens Municipality,Horsens
Arrondissement Of Nogent-Sur-Marne,Nogent-sur-Marne
Collin County,"McKinney, Texas<OR>McKinney"
Kaslinsky District,Kasli
Eden,"Penrith, Cumbria<OR>Penrith"
Zamboanga Del Norte,Dipolog City<OR>Dipolog
Mineral County,"Keyser, WV<OR>Keyser, West Virginia<OR>Keyser"
District Muzaffargarh,Alipur
Pinsk Region,Pinsk
Canton 10,Livno
"Rockdale County, Georgia","Conyers, Georgia<OR>Conyers"
Tubas Governorate,Tubas
"Gregg County, Texas",Longview
French Government,Vichy
Martinique,Fort-Royal<OR>Fort-de-France<OR>Fort de France<OR>Fort Royal
Chiang Mai,Chiangmai
Arrondissement Of Lille,Lille
Kulmbach (District),Kulmbach
Varman Dynasty,Pragjyotishpura
Sandovsky District,Sandovo
Groznensky District,Grozny
Dade County,"Miami<OR>Miami, Florida"
Rogers County,"Claremore<OR>Claremore, Oklahoma"
Parvomay Municipality,Parvomay
Canton Of Agde,Agde
"Dallam County, Texas",Dalhart
Eagle County,"Eagle<OR>Eagle, Colorado"
Trashiyangtse District,Trashiyangtse<OR>Tashi Yangtse
Batna,"Batna<OR>Batna, Algeria"
Kherson Oblast,Kherson
Beni Suef Governorate,Beni Suef
"Henderson County, Illinois",Oquawka
"Monroe County, New York","Rochester<OR>Rochester, NY"
Osona,Vic<OR>Ausa
Deaf Smith County,"Hereford, Texas<OR>Hereford"
Suntarsky District,Suntar
Canton Of Cancale,Cancale
Kansky District,Kansk
Butnan,Tobruk
Rohatyn Raion,Rohatyn
Thunder Bay District,Thunder Bay
"Burt County, Nebraska",Tekamah<OR>tekamah
Western Cape,Cape Town
County Fermanagh,Enniskillen
Latin Emperor,Constantinople
Yamhad,Halab<OR>Aleppo
Skurup Municipality,Skurup
Pender,Burgaw
Northamptonshire,Semilong<OR>Northampton
Vinnytsia Oblast,Vinnytsia
Uzbekistan,Tashkent Tennis Center<OR>Tashkent<OR>Toshkent
Main-Kinzig-Kreis,Gelnhausen
Jessamine County,"Nicholasville, KY<OR>Nicholasville, Kentucky<OR>Nicholasville"
Kemerovsky District,Kemerovo
"Summit County, Colorado","Breckenridge<OR>Breckenridge, CO"
Lampung,Bandar Lampung
Bass Coast,Wonthaggi
Le Sueur County,"Le Center<OR>Le Center, Minnesota"
Ang Thong Province,Ang Thong
Yellowstone County,"Billings<OR>Billings, Montana"
Bratsberg,Skien
Canton Of Nontron,Nontron
Vichy French,Paris
Lonoke County,Lonoke
State Of Mexico,Toluca
Esztergom County,Esztergom
Buryatia,Ulan Ude<OR>Ulan-Ude<OR>Улан-Удэ
South Burnett,Kingaroy
Kazimierza County,Kazimierza Wielka
Murzuq District,Murzuk
Kosovan,Prishtina<OR>Pristina
Tigray Region,Makale<OR>Mek'ele
"Dyer County, Tennessee",Dyersburg
Bouches Du Weser,Bremen
"Lee County, Mississippi","Tupelo<OR>Tupelo, Mississippi"
Kiboga District,Kiboga
Schönborn (State),Wiesentheid
Barber County,"Medicine Lodge<OR>Medicine Lodge, Kansas"
Nassau,Weilburg
"Sacramento County, California","Sacramento<OR>Sacramento, California"
Arrondissement Of Boulogne-Sur-Mer,Boulogne-sur-Mer
Bohol,Tagbilaran<OR>Tagbilaran city<OR>Tagbilaran City
"Dougherty County, Georgia","Albany<OR>Albany, Georgia"
Kastoria (Regional Unit),Kastoria
Soviet Ukraine,Kyiv<OR>Kiev
Krishna District,Machilipatnam
Ghurid,Firuzkuh
Ongutsik Qazaqstan,Shymkent
"Brava, Cape Verde (Municipality)",Nova Sintra
Dornogovi Province,Sainshand
County Kerry,Tralee
Śląskie,Katowice
Amazonas Region,"Chachapoyas, Peru<OR>Chachapoyas"
Canton Of Tallard,Tallard
Noia (Comarca),Noia
Escaut (Department),Ghent
Arica Y Parinacota Region,Arica
Newsome Ward,Huddersfield
Dooly County,"Vienna<OR>Vienna, Georgia"
Labinsky District,Labinsk
Royal Borough Of Kensington And Chelsea,Kensington
Bavlinsky District,Bavly
Tucupita Municipality,Tucupita
Guanta Municipality,Guanta
Trimble County,"Bedford<OR>Bedford, Kentucky"
Paroo,Cunnamulla
Alwar District,Alwar
"Lewis County, Idaho",Nezperce
Bohemia,Praha<OR>Prague<OR>Prag
Greater Accra Region,Accra
Borough Of Wellingborough,Wellingborough
Belarusian Soviet Socialist Republic,Minsk
USSR,Moskovsky<OR>Moscow<OR>Kiev
Winnebago County,"Oshkosh, Wisconsin<OR>Oshkosh"
North Korea,Pyongyang-si<OR>Pyongyang<OR>P'yŏngyang<OR>P'yongyang
Yemen Arab Republic,Sana'a
"Patrick County, Virginia","Stuart<OR>Stuart, Virginia"
Belize District,Belize City
Arrondissement Of Florac,Florac
Caylloma,Chivay
Varna Province,Varna
Henegouwen,Mons
Passaic County,"Paterson City<OR>Paterson, New Jersey<OR>Paterson"
Breckinridge County,Hardinsburg
"Dickenson County, Virginia",Clintwood
"Big Stone County, Minnesota",Ortonville
Nordfyn Municipality,Bogense
Ibiza,Ibiza (town)<OR>Ibiza Town<OR>Vila d'Eivissa
Czarist Russia,Saint Petersburg
Pender County,Burgaw
Odder Municipality,Odder
Tamil Nadu,Madras<OR>Chennai<OR>chennai
Nakaseke District,Nakaseke
Pontianak Sultanate,"Pontianak, Indonesia<OR>Pontianak"
"Carbon County, Montana",Red Lodge
City Of Bankstown,Bankstown
Russian Ssr,Moscow
City Of Townsville,Townsville
Thanjavur Nayak Kingdom,Thanjavur<OR>Tanjore
"Athens County, Ohio","Athens<OR>Athens, Ohio"
"Kleberg County, Texas",Kingsville
Vas,Szombathely
Three Gauls,Lugdunum
Dompu Regency,Dompu
North Gyeongsang Province,Andong city<OR>Andong<OR>Andong City
Woodward County,"Woodward, OK<OR>Woodward"
Partille Municipality,Partille
Centre Region (Burkina Faso),Ouagadougou
Yaroslavl Oblast,Yaroslavsky<OR>Yaroslavl
Fluminense,Rio de Janeiro
Center District,Ramla<OR>Ramle
Kirkuk Governorate,Kerkük<OR>Kirkuk
Kassel (Region),Kassel
Volta,"Ho<OR>Ho, Ghana"
Belgian Limburg,Hasselt
Alvesta Municipality,Alvesta
Barysaw Raion,Barysaw
Kyakhtinsky District,Kyakhta
Straits Settlements,Singapore
Nawalparasi District,Ramgram Municipality<OR>Rāmagrāma<OR>Ramgram
Portuguese Angola,Luanda<OR>São Paulo de Loanda
Gorakhpur District,Gorakhpur
Dashti County,Khormuj
Antofagasta Region,Antofagasta
Kakhetia,Telavi
Arrondissement Of Beaune,Beaune
Kashan County,Kashan
"Sarpy County, Nebraska",Papillion
"Caswell County, North Carolina",Yanceyville
Murcian,Murcia
Glades County,"Moore Haven<OR>Moore Haven, Florida"
Sandusky County,"Fremont, Ohio<OR>Lower Sandusky<OR>Fremont"
Buriram Province,Buriram
"Fairfield County, Connecticut",Bridgeport
Schley County,Ellaville
Karelichy District,Karelichy
West Germany,Bonn
County Donegal,Lifford
Coahoma,"Clarksdale, MS<OR>Clarksdale<OR>Clarksdale, Mississippi"
Tomponsky District,Khandyga
Spanish Government,Mexico<OR>México
Sauk County,"Baraboo<OR>Baraboo, Wisconsin<OR>Baraboo, WI"
Arrondissement Of Mulhouse,Mulhouse
Narayani Zone,Hetauda
Arani Province,Arani
Rhea County,"Dayton, Tennessee<OR>Dayton, TN<OR>Dayton"
Puntland,Garowe<OR>Garoowe
Region 2,Tuguegarao City
Gúdar-Javalambre,Mora de Rubielos
Louth,Dundalk
Mid-Western Regional Council,Mudgee
Russian Sfsr,Petrograd<OR>Saint Petersburg<OR>Leningrad<OR>Moscow<OR>Petersburg
Beaufort County,"Beaufort<OR>Beaufort, South Carolina"
Arrondissement Of Saint-Amand-Montrond,Saint-Amand-Montrond
Buchach Raion,Buchach
Drahichyn District,Drahichyn
"Olmsted County, Minnesota","Rochester<OR>Rochester, Minnesota"
Preston County,"Kingwood, West Virginia<OR>Kingwood"
Arrondissement Of Bayonne,Bayonne
"Jefferson County, Pennsylvania",Brookville
Kyrenia District,Kyrenia
"Tioga County, New York","Owego, New York<OR>Owego"
Fermanagh,Enniskillen
Canton Of Chaulnes,Chaulnes
"Wayne County, New York","Lyons, New York<OR>Lyons"
Kanchanpur,Mahendranagar
Jalisco,"Guadalajara<OR>Guadalajara, Jalisco"
Gmina Biecz,Biecz
Bhandara District,Bhandara
Arrondissement Of Ambert,Ambert
Central Region,Cape Coast
Cabañas Department,Sensuntepeque
Canton Of Aix-En-Provence-Sud-Ouest,Aix-en-Provence
Kokand Khanate,Kokand
Chitral District,Chitral
Gmina Nowe Skalmierzyce,Skalmierzyce
Lombards,Pavia
Shyrgys Qazaqstan,Oskemen<OR>Kamenogorsk
"Randolph County, North Carolina",Asheboro
Pinezhsky District,Karpogory
Delaware County,"Media, Pennsylvania<OR>Media"
Piedmont,Torinese<OR>Augusta Taurinorum<OR>Turin<OR>Torino
Arrondissement Of Laon,Laon
Nordfriesland,Husum
South Cotabato,Koronadal<OR>Koronadal City
Aarau District,Aarau
Saffarid Dynasty,Zaranj
Liberia,"Monrovia<OR>Monrovia, Liberia"
Toba Samosir,Balige
Puerto Rico,"San Juan<OR>San Juan, Puerto Rico<OR>Cupey<OR>San Juan, PR"
Cuyuni-Mazaruni,Bartica
Trincomalee,Trincomalee Harbour
Azuchi–Momoyama Period,Kyoto
Savannakhet Province,Savannakhét<OR>Savannakhet
Semnan,semnan
Tulare County,"Visalia, California<OR>Visalia"
Hargita,Miercurea Ciuc
Arrondissement Of Muret,Muret
Greenville County,Greenville
Uttara Kannada,Karwar
Karlovy Vary Region,Karlovy Vary<OR>Carlsbad<OR>Karlsbad
Moyo District,Moyo
Province Of Imperia,Imperia
Ochamchire Municipality,Ochamchire
Kittitas County,"Ellensburg<OR>Ellensburg, WA<OR>Ellensburg, Washington"
Belize,Belmopan
Prairie County,"Des Arc, Arkansas<OR>Des Arc"
"Cass County, Missouri",Harrisonville
NSW,"Sydney<OR>Sydney, Australia<OR>Sydney, New South Wales"
"Allamakee County, Iowa",Waukon
"Valley County, Montana","Glasgow, Montana<OR>Glasgow"
Lancaster,"Lancaster, Lancashire<OR>Lancaster, England<OR>Lancaster"
Norwegian,Christiania<OR>Kristiania<OR>Kristiana<OR>Oslo
"West Coast, New Zealand",Greymouth
Nagasaki,"Nagasaki, Nagasaki<OR>Nagasaki"
Morang District,Biratnagar
Canadian County,"El Reno<OR>El Reno, Oklahoma"
Bakhtiari,Shahrekord
Pixley Ka Seme Local Municipality,Volksrust
"Upshur County, West Virginia","Buckhannon<OR>Buckhannon, West Virginia"
Shoalhaven,"Nowra, New South Wales<OR>Nowra"
CT,"Hartford, CT<OR>Hartford CT<OR>Hartford"
Novosilsky District,Novosil
Jennings County,"Vernon, Indiana<OR>Vernon"
Petrovec Municipality,Petrovec
Uusimaa,Helsinki
Terra Alta,Gandesa
Swazi,Lobamba<OR>Mbabane
"Marengo County, Alabama","Linden<OR>Linden, Alabama"
County Roscommon,Roscommon
Meira (Comarca),Meira
Nubra,Leh
Belgaum District,Belgaum<OR>Belagavi
Kazakhstan,Almaty<OR>Akmola<OR>Astana<OR>Alma-Ata
Saint Kitts And Nevis,Basseterre
Nassau County,"Mineola, New York<OR>Mineola"
Mangystau Region,Aktau
Caddo County,"Anadarko<OR>Anadarko, Oklahoma"
Le Portier,Monaco
Byelorussia,Minsk
San Jerónimo Department,Coronda
Gmina Brzesko,Brzesko
Canton Of Anse-Bertrand,Anse-Bertrand
"Cleveland County, North Carolina","Shelby, North Carolina<OR>Shelby"
"Stoddard County, Missouri","Bloomfield<OR>Bloomfield, Missouri"
Bulungan Regency,Tanjung Selor
Canton Of Nogent-Sur-Marne,Nogent-sur-Marne
Abja Parish,Abja
Asturias,Oviedo<OR>Pravia
Gmina Opatowiec,Opatowiec
Pool Region,Kinkala
Moyen-Chari Region,Sarh<OR>Fort Archambault
Laois,Portlaoise<OR>Maryborough
"Ware County, Georgia",Waycross
Pala Empire,Pataliputra
Boyd County,Catlettsburg
Hokkaidō Prefecture,Sapporo
Sud-Kivu Province,Bukavu
"Nevelsky District, Pskov Oblast",Nevel
Álava,Vitoria-Gasteiz
Metropolitan Borough Of Bolton,Bolton Town Hall
Vesyegonsky District,Vesyegonsk
Bilibinsky District,Bilibino
Canton Of Pont-De-Vaux,Pont-de-Vaux
Shushensky District,Shushenskoye
Dhamtari District,dhamtari<OR>Dhamtari
"Dewey County, Oklahoma",Taloga
Humboldt County,"Eureka, California<OR>Eureka"
"Cherokee County, South Carolina","Gaffney, SC<OR>Gaffney"
Ribera Del Duero (Comarca),Aranda de Duero
HawaiʻI,"Honolulu, Hawaiʻi<OR>Honolulu, Hawaii<OR>Honolulu"
"Green County, Wisconsin","Monroe, Wisconsin<OR>Monroe"
Lower Saxon,"Hanover<OR>Hanover, Germany<OR>Hannover"
Arrondissement Of Barcelonnette,Barcelonnette
Mvila,Ebolowa
Bernkastel-Wittlich,Wittlich
Gagarinsky District,Gzhatsk
Kansas,"Topeka<OR>Topeka, KS"
Roosevelt County,"Portales<OR>Portales, New Mexico"
Milwaukee County,"Milwaukee<OR>Milwaukee, Wisconsin"
"Montgomery County, Georgia","Mount Vernon, Georgia<OR>Mount Vernon"
Gmina Ciechanowiec,Ciechanowiec
Province Of Alessandria,Alessandria
Shadrinsky District,Shadrinsk
Karimnagar District,Karimnagar
"Lancaster County, Virginia","Lancaster, Virginia<OR>Lancaster"
Kauai County,Līhuʻe
Cassowary Coast Region,"Innisfail, Queensland<OR>Innisfail"
"Walker County, Texas","Huntsville<OR>Huntsville, Texas<OR>Huntsville, TX"
North Bačka District,Subotica
Rousillon,Perpignan
Jeollanam-Do,Muan<OR>Muan County
La Plata Partido,La Plata
UT,Salt Lake City
Chiang Rai Province,Chiang Rai City
Gmina Olszyna,Olszyna
Hebei Province,Shijiazhuang
TX,"Austin, TX<OR>Austin"
Suceava County,Suczawa
Salvadorian,San Salvador
Dhi Qar Province,Nasiriyah
Venezuelan Capital District,Caracas
German Army,Berlin
Asipovichy Raion,Asipovichy
Roane County,"Kingston<OR>Kingston, Tennessee"
Tunisia,Tunis
Zaydid,Amul
Western European Union,Brussels
Puntarenas (Canton),Puntarenas
Sealand,Roughs Tower
Bulloch County,"Statesboro, GA<OR>Statesboro, Georgia<OR>Statesboro"
Al Sharqia Governorate,Zagazig
South Staffordshire,Codsall
Unión Department,Bell Ville
Hungarian Kingdom,Budapest
Bukhara,Bukhoro<OR>Bukharan<OR>Buxoro<OR>Bokhara
Mid-Western Development Region,Birendranagar
"Lonoke County, Arkansas",Lonoke
"Prentiss County, Mississippi",Booneville
Al-Qādisiyyah Governorate,Al Diwaniyah
"Greene County, Pennsylvania","Waynesburg<OR>Waynesburg, Pennsylvania"
Langkat,Binjai
Puntarenas,Puntarenas Centro
Chuhuiv Raion,Chuhuiv
Haute-Corse,Bastia
Cooma-Monaro Shire,Cooma
Second Bulgarian Empire,Veliko Tarnovo<OR>Tarnovo
Manastir Vilayet,Bitola
Galápagos Province,Puerto Baquerizo Moreno
Vlaams-Brabant,Leuven
South Kalimantan,Bandjermasin<OR>Banjarmasin
"Brown County, Wisconsin","Green Bay<OR>Green Bay, Wisconsin<OR>Green Bay, WI"
Maladzyechna Raion,Maladzyechna
San Antonio De Areco Partido,San Antonio de Areco
Göyazan,Qazax
"Douglas County, Kansas","Lawrence<OR>Lawrence, KS"
Pistoia,Pistoiese
Novohrad-Volynskyi Raion,Novohrad-Volynskyi
"Rabun County, Georgia","Clayton<OR>Clayton, Georgia"
Djiboutian,Djibouti (city)<OR>Djibouti City
Canton Of La Ciotat,La Ciotat
"Tripoli District, Libya",Tripoli
Balakovsky District,Balakovo
Bijapur,"Bijapur district<OR>Bijapur district, Karnataka"
Zeeland,Middelburg
Shire Of Towong,Tallangatta
Arrondissement Of Metz-Ville,Metz
South Korean,Seoul<OR>Five Grand Palaces
Santa Ana,"Santa Ana, El Salvador<OR>Santa Ana<OR>Santa Ana, Santa Ana"
Gdovsky District,Gdov
"Decatur County, Tennessee",Decaturville
"Marinette County, Wisconsin","Marinette, Wisconsin<OR>Marinette"
Sucre,Sincelejo
Steuben County,"Bath<OR>Bath, New York"
Cook Islands,Avarua
Mogilev Governorate,Mogilev
Armenia,Yerevan region<OR>Sis<OR>Yervan<OR>Yerevan province<OR>Yerevan<OR>Yerevan Province
Västra Götaland County,Gothenburg
Khartoum State,Khartoum
Sardinia,Caralis<OR>Cagliari<OR>Turin
Hamadan County,Hamadān<OR>Hamedan
Komi,Syktyvkar
Wa State,Panghsang<OR>Pangkham
Casanare Department,Yopal
"Coles County, Illinois","Charleston<OR>Charleston, Illinois"
Bioko Norte,Malabo
Okinawa Prefecture,"Naha, Okinawa<OR>Naha City<OR>Naha"
Shu Han,Chengdu
Nord-Ouest Department,Port-de-Paix<OR>Port de Paix
Antananarivo Province,Antananarivo
Jubbada Hoose,Kismaayo<OR>Kismayo
Burleigh County,"Bismarck<OR>Bismarck, ND"
Khyber Pakhtunkhwa,Peshawar<OR>Peshawar Cantt
Russian America,New Archangel<OR>Novoarkhangelsk
Canton Of Cavaillon,Cavaillon
Zelenogradsky District,Cranz<OR>Zelenogradsk
"Putnam County, Florida","Palatka<OR>Palatka, FL"
Western Samoa,Apia
Victoria (Australia),"Melbourne<OR>Melbourne, Victoria"
DRC,Léopoldville<OR>Kinshasa
Canton Of Chorges,Chorges
Vysočina Region,Jihlava
Gaza,Gaza City
Reutlingen (District),Reutlingen
Arrondissement Of Tours,Tours
Adilabad District,Adilabad
Suzdalsky District,Suzdal
Pas-De-Calais,Arras<OR>Atrecht
Liangshan Yi Autonomous Prefecture,Xichang
Rostovsky District,Rostov
Virovitica–Podravina County,Virovitica
Hennepin County,"Minneapolis, Minnesota<OR>Minneapolis, MN<OR>Minneapolis"
Malayapura,Sumatra
Gmina Wysoka,Wysoka
Abyei Area,Abyei town<OR>Abyei Town
Canton Of Albertville-Nord,Albertville-Nord
Bela-Bela Local Municipality,Bela-Bela
Gansu,Lanzhou
Hisor District,Hisor
Contra Costa County,"Martinez, California<OR>Martinez"
Canton Of Aix-En-Provence-Centre,Aix-en-Provence
Friuli-Venezia Giulia,Trieste<OR>Triest
Khammouane,Thakhek
Kumamoto Prefecture,"Kumamoto City<OR>Kumamoto, Kumamoto<OR>Kumamoto"
Adjar Assr,Batumi
Bermudian,"Hamilton, Bermuda<OR>Hamilton"
"Lyon County, Kansas","Emporia, KS<OR>Emporia"
République Française,Paris
Rashtrakutas,Malkhed<OR>Manyakheta
Qing Empire,Peking<OR>Beijing
Wallis Island,Mata-Utu
Province Of Lecce,Lecce
Laurens County,"Laurens<OR>Laurens, South Carolina"
"Mitchell County, North Carolina",Bakersville
Saraburi Province,Saraburi
Quezon Province,Lucena City
Kwangtung,Guangzhou<OR>Kwangchow
Suriname,Paramaribo
Gmina Nowe Brzesko,Nowe Brzesko
"Dodge County, Minnesota",Mantorville
Arrondissement Of Rouen,Rouen
Mary Province,"Mary<OR>Mary, Turkmenistan"
Northern Zhou,Chang'an
Palestine,Holy Land<OR>al-Quds<OR>Ramallah<OR>Jerusalem<OR>JERUSALEM
Amhara,Bahir Dar
Zachodniopomorskie,Szczecin
Husiatyn Raion,Husiatyn
"Pickens County, Alabama","Carrollton, Alabama<OR>Carrollton"
Tersky District,Umba
Rockbridge,"Lexington, Virginia<OR>Lexington"
Illinois,"Springfield, IL<OR>Springfield"
"Guthrie County, Iowa",Guthrie Center
Aisne,"Laon<OR>Laon, France"
Warendorf District,Warendorf
Centre County,"Bellefonte, Pennsylvania<OR>Bellefonte"
North East Derbyshire,Wingerworth
Pre-War Poland,Warsaw
Kerman Province,Kirman<OR>Kermān
Kigoma Region,Kigoma
Central Black Earth Oblast,Voronezh
"Ida County, Iowa",Ida Grove
"Putnam County, Georgia",Eatonton
HU,Budapest
"Josephine County, Oregon",Grants Pass
Owari,Nagoya
Gaziantep,Gaziantep Science High School<OR>Aintab
Canton Of Matheysine-Trièves,La Mure
Caraz District,Caraz
Toila Parish,Toila
Phuket Island,Phuket City
"Webster County, Iowa","Fort Dodge<OR>Fort Dodge, IA"
Turkana,Lodwar
Derna,"Derna, Libya<OR>Derna"
District Calw,Calw
Vaxholm Municipality,Vaxholm
Canton Of Tarascon,Tarascon
Alfred Nzo District,Mount Ayliff
AR,Little Rock
Lebanon,"Beirut District<OR>West Beirut<OR>Beirut<OR>Beyrut<OR>East Beirut<OR>Beirut, Lebanon<OR>Beyrouth<OR>Berytus"
Arica Province,Arica
Al-Qassim Region,Buraidah<OR>Buraydah<OR>Burayda
"Crawford County, Pennsylvania","Meadville, Pennsylvania<OR>Meadville"
Ichkeria,Grozny
Josephine County,"Grants Pass, OR<OR>Grants Pass"
Benton County,"Bentonville<OR>Bentonville, Arkansas"
Pirot District,Pirot
Herford (District),Herford
Canton Of Briec,Briec
Seleucid Empire,Seleucia
Mcdowell County,"Welch, West Virginia<OR>Welch"
Hapur District,Hapur
Mughal,Shahjahanbad<OR>Agra<OR>Shahjahanabad
Uglegorsky District,Uglegorsk
Shiraz County,Shiraz
Garland County,"Hot Springs<OR>Hot Springs, AR"
Curaçao,Willemstad
Urvansky District,Nartkala
Maine (Province),Le Mans
Kampong Thom Province,Kampong Thom City
Greeley County,"Tribune<OR>Tribune, Kansas"
Kalisz Voivodeship (1314–1793),Kaliskie<OR>Kalisz
Berkeley County,"Martinsburg<OR>Martinsburg, West Virginia"
North Jeolla Province,Jeonju
"Catawba County, North Carolina","Newton<OR>Newton, North Carolina"
Great Dayak,Bandjermasin<OR>Banjarmasin
Nedenes Amt,Arendal
Ust-Yansky,Deputatsky
Imperial Russia,Petersburg<OR>Saint Petersburg<OR>St Petersburg
Oppland,Lillehammer
Sequoyah County,Sallisaw
Kumanovo Municipality,Kumanovo
Province Of L'Aquila,L'Aquila
Pomerania-Wolgast,Stettin<OR>Szczecin
"Pittsylvania County, Virginia","Chatham, Virginia<OR>Chatham"
Izabal Department,Puerto Barrios
Arrondissement Of Foix,Foix
Chashniki Raion,Chashniki
Kannauj District,Kanauj<OR>Kannauj
Arrondissement Of Saint-Malo,Saint-Malo
Missoula County,"Missoula<OR>Missoula, MT<OR>Missoula, Montana"
Province Of Caltanissetta,Caltanissetta
"Tovar Municipality, Aragua",La Colonia Tovar
Alachua County,"Gainesville<OR>Gainesville, FL"
Rashidun Caliphate,Medina
Carteret County,"Beaufort<OR>Beaufort, NC"
"Churchill County, Nevada","Fallon, Nevada<OR>Fallon"
Oldham County,"La Grange, Kentucky<OR>La Grange"
Simbu,Kundiawa
Rakhiv Raion,Rakhiv
Piauí,Teresina
Mascara,"Mascara<OR>Mascara, Algeria"
"Mid-Western Region, Nigeria",Benin City
Piscataquis,Dover-Foxcroft
Khammouane Province,Thakhek
"Macon County, Illinois","Decatur, Illinois<OR>Decatur<OR>Decatur, IL"
Azerbaijan Ssr,Baku
Avoyelles Parish,"Marksville<OR>Marksville, Louisiana"
GR,"Athens<OR>Athens, Greece"
Tenasserim Coast,Tavoy
Abra,Bangued
Neuburg-Schrobenhausen,Neuburg
"Houston County, Texas","Crockett, Texas<OR>Crockett"
Byzantine Empire,Constantinopolis<OR>Constantinople<OR>Istanbul<OR>Constantinopolitan
"Adams County, Nebraska","Hastings<OR>Hastings, NE"
Vall D'Albaida,Ontinyent
"Spassky District, Primorsky Krai",Spassk-Dalny
South-Western Cape,Cape Town
Neo-Babylonian,Babylon
North Kazakhstan,Petropavlovsk<OR>Petropavl
Thai,Bangkok
"Twiggs County, Georgia","Jeffersonville, Georgia<OR>Jeffersonville"
Lodeynopolsky Uyezd,Lodeynoye Pole
Velizhsky District,Velizh
Msunduzi Local Municipality,Pietermaritzburg
Minahasa Regency,Tondano
Akershus Amt,Christiania
South Kesteven,Grantham
Province Of Ravenna,Ravenna
Nizhnekamsky District,Nizhnekamsk
"Fulton County, Pennsylvania",McConnellsburg
Phillipines,Manila
West Somerset,Taunton
Hesse-Kassel,Kassel
Hubei Province,Wuhan
Frederiksberg Municipality,Frederiksberg
Larnaca,Larnaka
Gmina Iwaniska,Iwaniska
"San Diego-Carlsbad, Ca Metropolitan Statistical Area",San Diego
Delta Amacuro,Tucupita
Croatian Kingdom,Biograd
Genesee County,"Batavia<OR>Batavia, NY<OR>Batavia, New York"
West Pokot County,Kapenguria
Ingavi Province,Viacha
"Atlantic County, New Jersey",Mays Landing
"Wahkiakum County, Washington","Cathlamet<OR>Cathlamet, Washington"
Aceh,Banda Aceh<OR>Kutaraja
Hays County,"San Marcos, Texas<OR>San Marcos"
Bogor,Cibinong
Orissa,Bhubaneswar<OR>Bhubaneshwar
"Yates County, New York","Penn Yan<OR>Penn Yan, New York"
Strzelin County,Strzelin
"Trimble County, Kentucky","Bedford<OR>Bedford, Kentucky"
Kirov Oblast,Viatka
North Lanarkshire,Motherwell
Briceni District,Briceni
"Powder River County, Montana",Broadus
Northern Krai,Arkhangelsk
Todd County,Long Prairie
Lunda Sul Province,Saurimo
Verkhovyna Raion,Verkhovyna
Oruro,"Oruro, Bolivia<OR>Oruro"
