source,target
Cassubia,Kashubian
Benin,French language<OR>French
Jharkhand,Hindi<OR>hindi<OR>Hindi language<OR>Standard Hindi
Cape Verde Archipelago,Portuguese
Canton Ticino,Italian language<OR>Italian
DRC,French
Trinacria,Greek
Lucerne,German-language<OR>DE<OR>germanized
Petrozavodsk,Russian-language<OR>Russian
Novorossiya (Confederation),Ukrainian<OR>Russian
Luhansk Region,Ukrainian<OR>Russian
Delhi,Standard Hindi<OR>Anglo<OR>Urdu<OR>English<OR>English language<OR>Punjabi<OR>Hindustani<OR>Hindi<OR>Hindi-language
Imperial Rome,Greek
Ryukyu Islands,Ryukyuan
French Republic,French
Comorians,comorian
Japan,national language<OR>Greater Japan Tokyo Baseball Club<OR>Japanese-Language<OR>Japanese language<OR>Japanese-language<OR>Jpn
Zhovti Vody,Ukrainian<OR>Russian
Ribagorza,Catalan<OR>Standard Catalan
"Middletown, Ct",English
County Cork,Old English<OR>Irish language<OR>English<OR>Old Irish<OR>Gaelic<OR>Irish Gaelic<OR>Irish<OR>Modern Irish
Serbia & Montenegro,Serbian
Québécois,French
Kronoby,Swedish<OR>Finnish
Serbian Orthodox Monasteries,Church Slavonic
Maldivian,Dhivehi
West Germany,German-language<OR>German language
Assyrians,Assyrian<OR>Akkadian language<OR>Akkadian<OR>Aramaic
Payerne,French
Helmand,Dari
Kuusamo,Finnish
Östersund Municipality,Swedish
Pomarkku,Finnish
Modern Greek,Cypriot<OR>Albania<OR>Cyprus<OR>Greece
BG,Bulgarian
Ukrainian Republic,Ukrainian
Talossa,Talossan
Carthaginians,Punic
Sumatera Utara,Indonesian<OR>Indonesia
Central Visayas,English<OR>Cebuano<OR>Filipino<OR>Cebuano-language
International Criminal Court,French
Venetian Republic,Italian<OR>Latin
AP,Telugu
Bulgarian Orthodox,Bulgarian language<OR>Bulgarian
Netherlander,Dutch
Kuopio,Finnish language<OR>Finnish
Izabal,Spanish
Udmurtia,udmurt<OR>Udmurt<OR>Russian
Pitcairn Island,English<OR>Pitkern
Western Ukraine,Ukrainian
Komi Republic,Russian<OR>Komi
A Ver-O-Mar,Portuguese
Trinidad & Tobago,English
Tolmezzo,Italian
Flemish Belgium,Dutch
Belarus Ssr,Russian
Norge,Nynorsk<OR>Sami languages
"Geneva, Switzerland",French-language<OR>French
Tyrvää,Finnish
Hawai'I,Hawaiian language<OR>Hawaiian
Kerava,Finnish
CAR,Sango<OR>French<OR>Sangho
Kyrgyz Republic,Kyrgyz<OR>Russian
Dorotea Municipality,Swedish
Burkina Faso,French-language<OR>Francophone<OR>French<OR>francophone
Ethiopia,Amharic<OR>Amharic language
Nousiainen,Finnish-language
Wales,Welsh-language<OR>Old Welsh<OR>Welsh language<OR>Modern Welsh<OR>anglicised<OR>Anglicized<OR>English language<OR>English<OR>Welsh<OR>Welsh-medium<OR>Anglophone<OR>Cymraeg<OR>Welsh-speaker<OR>Welsh speaker
Haapajärvi,Finnish
Kinnula,Finnish
Polvijärvi,Finnish
South Georgia,English language<OR>English
New Guinea,Tok Pisin
Collectivité Territoriale De Saint-Pierre-Et-Miquelon,French
Turkmenistan,Turkmen<OR>Russian-language<OR>Russian
Đại Việt,Vietnamese
Luleå Municipality,Swedish
Meyrin,French
Panamá,Spanish<OR>Hispanic
Vårdö,Swedish
Kangasniemi,Finnish language<OR>Finnish
Chechnya,Chechen<OR>Russian<OR>russ
European Economic Community,French
Russia,Ukrainian<OR>Circassian<OR>Finnish<OR>Ossetic<OR>Old Russian<OR>Adyghe<OR>Karachay-Balkar<OR>Khakas<OR>Azeri<OR>Russian language<OR>Bashkort<OR>Russian<OR>Ingush<OR>Tatar-language<OR>Swedish<OR>Russian-language<OR>Udmurt<OR>Khakas language<OR>RU<OR>Chechen<OR>Lezgian<OR>Russian Language<OR>Nogay<OR>rus.<OR>Erzya language<OR>Meadow Mari<OR>Moksha<OR>Crimean Tatar<OR>Bashkir<OR>Kalmyk<OR>Mokshan<OR>Erzya<OR>Tatar language<OR>Polish-language<OR>Buryat<OR>Tyvan<OR>Agul<OR>Abaza<OR>Komi<OR>Ossete<OR>Mari<OR>Ossetian<OR>Tuvan<OR>Polish<OR>Kabardian<OR>Aghul<OR>Polish language<OR>Tatar<OR>Kumyk<OR>Avar<OR>Komi language
Komisyon Sa Wikang Filipino,Filipino<OR>Tagalog
Stavropol Kray,Russian
ICAO,Russian
Umeå Municipality,Swedish
Lombards,Latin
Mistretta,Italian
Montserrat,English language
UK,English
Ellice,English
Atjeh,Indonesian<OR>Indonesia
Saint Maarten,Dutch
Mali,French-language<OR>French language<OR>French<OR>francophone
Pervomaysky District,Russian
Zambia,English<OR>Anglophone
NIGER,French
Bencoolen,Indonesian<OR>Indonesia
Hawaii,English language<OR>English<OR>native Hawaiian<OR>Hawaiian language<OR>Hawaiian Language<OR>Hawaiian
Portuguese Keyboard Layout,Portuguese language
Timor,Tetum<OR>Tetun<OR>Portuguese
Scottish,English language<OR>English
Ivoirian,French
Seychelles,English<OR>French<OR>Seychellois<OR>Seychellois Creole<OR>seselwa<OR>Seselwa
Royal 22E Régiment,French
Moti Mahal,Urdu
Maldives,Maldivian language<OR>Dhivehi<OR>dhivehi<OR>Divehi language<OR>Dv<OR>Dhivehi Language<OR>Dhivehi language<OR>Maldivian<OR>divehi<OR>Divehi
Imperial Eras,Greek<OR>Latin
Collective Security Treaty Organization,Russian
Cook Islands,English
Swedish Realm,Swedish
Revonlahti,Finnish
Zimbabwe,Venda language<OR>Tsonga<OR>Chitonga<OR>Shona<OR>Tswana<OR>Sotho<OR>Hiechware<OR>English language<OR>Shona-speaking<OR>Chichewa language<OR>Ndau<OR>Nambya<OR>Chewa<OR>Anglo<OR>English<OR>Dombe<OR>Tshwa<OR>Kalanga<OR>Karanga<OR>Anglophone<OR>Korekore<OR>Shona language<OR>Xhosa<OR>Sena language<OR>Sena<OR>Zezuru<OR>Tsoa<OR>Tswana language
Lieksa,Finnish
Bangalore,kannada<OR>Kannada<OR>Kannada language
Bosnia & Herzegovina,Croatian<OR>Serbian<OR>Serbian Latin
Pre-Revolutionary Russia,Russian
Chechnia,Russian
South Greenland,Greenlandic
Kaarina,Finnish
Karachay-Cherkessia,Kabardian<OR>Abaza<OR>Karachay-Balkar<OR>Kabardian language<OR>Russian
Brasil,Portuguese-language<OR>Portuguese language<OR>Portuguese
Porvoo/Borgå,Swedish
Chad,French<OR>Francophone
Ijermaouas,Amazigh
Catalan,Spanish
VD,FR<OR>French
Swedish Empire,Swedish
Töysä,Finnish
Kamchatka Krai,Russian
Bali Island,Indonesian<OR>Indonesian language<OR>Balinese language
French Royalist Forces,French
Nenets Autonomous District,Russian
Joroinen,Finnish
Equatoguinean,Spanish<OR>French
Former Soviet Union,Russian
Canary Islands,European Spanish<OR>Spanish<OR>Spanish language
Guernesey,French
Versoix,French
PNG,English<OR>Tok Pisin
Mendrisio,Italian
Switzerland,French-language<OR>Italian-language<OR>DE<OR>Italian language<OR>germanophone<OR>Italian<OR>French<OR>Germanic<OR>Standard German<OR>FR<OR>germanized<OR>French language<OR>German language<OR>francophone<OR>GER<OR>German-language<OR>Modern German<OR>Francophone
Åland Islands,Swedish<OR>Swedish-speaking
Kuban,Russian
Swedish-Norwegian,Swedish<OR>Norwegian
Toivakka,Finnish
Lithuanians,Ruthenian<OR>Lithuanian
Bahia,Portuguese
World Trade Organization (Wto),French
Soviet Belarus,Russian<OR>Belarusian
Artsakh Republic,Armenian
Solna,Swedish
Turkish Government,Turkish
Royalist,Spanish
Croatia,Croat<OR>Croatian language<OR>Croatian<OR>Croatian Language
Luxembourg,French-language<OR>Luxembourgish<OR>French<OR>Luxembourgish language<OR>Lëtzebuerg<OR>German language<OR>francophone<OR>French language<OR>Luxemburgish<OR>German-language<OR>Luxembourgeois<OR>Francophone
Melitopol,Ukrainian<OR>Russian
IRAN,Persian
Graubünden,Romansh<OR>Italian<OR>Romansh language
Sonvilier,French
Pukkila,Finnish
France,French-language<OR>Metropolitan French<OR>French Language<OR>French<OR>Standard French<OR>Old French<OR>FR<OR>French language<OR>Francophonie<OR>francophone<OR>french language<OR>Francophone
Dutch Guiana,Dutch
Mann,English<OR>Manx Gaelic<OR>Manx language<OR>Manx
Italia,Italian
Estonia,Võro dialect<OR>Estonian-speaking<OR>Estonian language<OR>Estonian
Commission Internationale De L'Éclairage,French
Solomons,English
Paraguay,Guarani<OR>Spanish-language<OR>guaraní<OR>Spanish<OR>Guaraní language<OR>Guaraní<OR>Spanish language<OR>Guarani language<OR>Hispanic<OR>guarani
Maggia (Municipality),Italian
Colorado,English
Laihia,Finnish
Lithuania,Lithuanian language<OR>Old Ruthenian<OR>Lithuanian-language<OR>Ruthenian<OR>Lithuanian
Valencian Region,Spanish<OR>Catalan<OR>Valencian language
Chukotka,Chukchi<OR>Russian<OR>Chukot
England,English language<OR>English<OR>Modern English<OR>Anglophone
Nenets Autonomous Okrug,Nenets<OR>Russian
Shanghai Cooperation Organization,Chinese
Canadian,French-language<OR>English language<OR>English<OR>French<OR>Anglophones<OR>French language<OR>francophone<OR>french-language<OR>french language<OR>Francophone
Madras City,Tamil language
Pajala Municipality,Swedish<OR>Finnish
Belorussian,Russian
Malayalam,Hindi
Locarno,Italian
Veii,Etruscan
East Roman (Byzantine),Latin
NKR,Armenian
Finland,Swedish<OR>Swedish-language<OR>Finnish dialects<OR>Swedish-speaking<OR>Finnish-language<OR>Finnish<OR>finnish<OR>Finnish language<OR>Swedish language
Karelian,Finnish border<OR>Russian<OR>Karelia<OR>Finland
Cologny,French
Taiwan,Putonghua<OR>Mandarin<OR>Modern Standard Mandarin<OR>Guoyu<OR>standard language<OR>Modern Standard Chinese<OR>Standard Chinese
Enontekiö,Finnish
Serbian Orthodox,Serb<OR>Serbian<OR>Serbian Cyrillic
Ghanaian,English<OR>Anglophone
National Capital Territory,Urdu<OR>Hindi
Tuusniemi,Finnish
Filipina,English language<OR>Filipino
Arjeplog,Sami language<OR>Sami<OR>Swedish
Bashkir Language,Bashkortostan
Lydia,Lydian language<OR>Lydian
Miquelon,French
"Agarak, Aragatsotn",Armenian
Haiti,french creole<OR>French-language<OR>Haitian creole<OR>Haitian Creole<OR>Kreyòl<OR>French<OR>creole<OR>FR<OR>Haitian Kreyòl<OR>kreyòl<OR>Creole<OR>Francophone
Deheubarth,Welsh language<OR>Welsh
Ukrayina,Ukrainian<OR>укр
Muscovite State,Russian
Guinée,French<OR>Francophone
Badan Pengembangan Dan Pembinaan Bahasa,Indonesian<OR>Indonesian language<OR>Indonesia
Spanish State,Spanish
Luxemburgish,French
Couto Mixto,Spanish<OR>Galician<OR>Portuguese
Brunei,English language<OR>English<OR>Malay<OR>Malay language<OR>Malay-language<OR>Bahasa Melayu
Lesotho,Sotho<OR>English language<OR>English<OR>Southern Sotho<OR>Sotho language<OR>Sesotho<OR>Sesotho language
Pyhtää,Swedish
FRY,Serbian<OR>Serbian Cyrillic
Cayman Islands,English
Vichyist,French
Azerbaijan Republic,Azerbaijani<OR>Azerbaijani language
Chechen Republic,Chechen<OR>Russian<OR>Chechen language
Kwilu,Kikongo<OR>Kongo
Mauritian,English<OR>French
North Kosovo,Serbian<OR>Serbian Cyrillic
Mandatory Palestine,Hebrew<OR>English<OR>Hebrew language<OR>Modern Hebrew
Visayan Academy Of Arts And Letters,Cebuano<OR>Cebuano language
African American,English
Vichy Government,French
Espoo,Swedish<OR>Finnish
Macao Special Administrative Region,Chinese<OR>Portuguese
Sääminki,Finnish
Farah Province,Dari
São Tomé And Príncipe,Portuguese
Mordovian Republic,Russian
Vörå,Swedish<OR>Finnish
State Of Goshen,Dutch
Thais,Thai
Liberia,English language<OR>English<OR>anglophone
Petäjävesi,Finnish
Académie Française,French language<OR>French
South Korea,Korean language<OR>Korean-language<OR>Hangul<OR>North Korean<OR>한국어
Bermudian,English
Faido,Italian
Saltvik,Swedish
Norman Sicily,Greek
Nepali Poetry,Nepali
Bartangi Language,Gorno-Badakhshan Autonomous Province
Siikainen,Finnish
Achaemenid Dynasty,Elamite<OR>Elamite language
Kabul,Dari
Basque President,Spanish
Pakistan,urdu<OR>Urdu<OR>English<OR>English language<OR>اردو<OR>Standard Urdu<OR>Urdu language
Örebro County Council,Swedish
Reichskommissariat Moskowien,Russian
Pontianak,Malay
Helsingfors,Swedish<OR>Finnish
Esa,French
Kyustendil,Bulgarian
"Aura, Finland",Finnish
València,Spanish
Chechen,Russian language<OR>Russian
Berg Municipality,Swedish
Akkadian Empire,Akkadian language<OR>Akkadian
Philippine Government,Filipino
Antigua,English
Kabardino-Balkaria,Karachay-Balkar<OR>Kabardian<OR>Russian<OR>Kabardian language
Daykundi Province,Dari
Flemish Region,Dutch<OR>Dutch language
Utah,English
Imperial Times,Greek<OR>Latin
Karlskoga Municipality,Swedish
Hyderabad (India),Telugu
Tatar,Tatar language<OR>Russian
French-Canadian,French
BE,NL<OR>Dutch<OR>DE<OR>French<OR>FR
Laitila,Finnish
Uganda,English language<OR>English<OR>Kiswahili language<OR>anglophone<OR>Swahili<OR>Anglophone<OR>Kiswahili
Donetsk–Krivoy Rog Soviet Republic,Russian
Perm,Russian
Danzig,Polish<OR>Germanic<OR>German language<OR>Germanized<OR>German-language
ASEAN,Indonesian<OR>Filipino<OR>Thai<OR>Chinese<OR>Indonesia
Wappo,English
Old Assyrian Empire,Akkadian
Valais,French-language<OR>French
Cork,Irish language<OR>English<OR>Gaelic<OR>Gaeilge<OR>Irish Gaelic<OR>Irish<OR>Irish-language<OR>Modern Irish
MERCOSUR,Spanish language<OR>Portuguese
Nivala,Finnish
Yverdon-Les-Bains,French
Tonga,English language<OR>Tongan<OR>English
United Nations Organization,Spanish<OR>English<OR>Russian<OR>French
Polynesia,French
Banten Province,Javanese
Humppila,Finnish
Italian Studies,Italian
Punkalaidun,Finnish
Kiribati,I-Kiribati<OR>i-Kiribati<OR>Gilbertese<OR>Kiribati
University Of Macau,English<OR>Chinese
Serbia,Serb<OR>Serbian Latin<OR>Serbian language<OR>Serbian Cyrillic<OR>Serbian Language<OR>standard Serbian<OR>Serbian<OR>Serbian surname<OR>Old Serbian
La Serenissima,Italian
Guinea Bissau,Portuguese
Paris Commune,French
Ravenna,Latin
Mercia,Old English<OR>Old English language<OR>Latin
Campione D'Italia,Italian
Retalhuleu Department,K'iche' (Quiché)
Sovietization,Russian language<OR>Russian
Americanized,English<OR>anglicized
Ain Zohra,Amazigh
Karachay-Cherkess Republic,Kabardian<OR>Nogay<OR>Abaza<OR>Karachay-Balkar<OR>Russian
Pays De La Loire,Gallo<OR>Breton
México,Spanish<OR>Hispanic<OR>Spanish language
Kerala,anglicised<OR>Malayalam-language<OR>EN<OR>Malayalam–language<OR>English language<OR>English<OR>Malayalam music<OR>malayalam<OR>Malayalam<OR>Malayalam language<OR>Malayam<OR>ML
Greek Orthodox Church,Greek<OR>Greek-Language<OR>Koine Greek
Ruokolahti,Finnish
U.S.A.,English language<OR>English
Filipinos,Filipino
Maharashtrian,Marathi
Stockholm Municipality,Swedish
Köyliö,Finnish
Burkinabe,French
Dutch Kingdom,Dutch
Kalix Municipality,Swedish<OR>Swedish language<OR>Finnish
Mynämäki,Finnish
Pyhäranta,Finnish
Western Sahara,Spanish
Ingushetia,Russian<OR>Ingush
Asturia,Spanish
Salo,Finnish
Morges,French
Övertorneå Municipality,Swedish<OR>Finnish
Isle De France,French
Väståboland,Finnish
Ivorian,French
Antillean,Dutch<OR>Papiamento
Florida,English language<OR>English
Naantali,Finnish
Tohmajärvi,Finnish
Catalunya,Catalán<OR>Spanish<OR>Catalan language<OR>Catalan<OR>Catalonian<OR>Castilian
Valencian,Spanish<OR>Castilian
Republic Of Ireland,English<OR>Irish
Arkansas,English
Imperial Spanish,Spanish
Maldive Islands,Maldivian<OR>Dhivehi
International Atomic Energy Agency,Russian
USSR,Russian language<OR>Russian-language<OR>Russian<OR>Russian Language
Third Yugoslavia,Serbian
Gamlakarleby,Swedish<OR>Finnish
Dagestan,Dargin<OR>Kumyk language<OR>Azerbaijani<OR>Rutul<OR>Azeri<OR>Russian<OR>Chechen<OR>Avar language<OR>Lezgian<OR>Dargwa<OR>Lezgian language<OR>Tsaxur<OR>Lezgin<OR>Dargin language<OR>Agul<OR>Lezgi<OR>Aghul<OR>Kumyk<OR>Nogai<OR>Avar
Most Serene Republic,Italian<OR>Venetian<OR>Latin
Kashubia,Kashubian<OR>Polish<OR>Kashubian language
Democratic Kampuchea,Khmer
Nagorno Karabakh Republic,Armenian
Khabarovsky Krai,Russian
Tyrnävä,Finnish
Provençale,French
Lapua,Finnish
Euskadi,Spanish<OR>basque<OR>Basque
Bosnian,Serb<OR>Bosnian language<OR>Serbian Cyrillic<OR>Bosniak<OR>Croatian<OR>Serbian<OR>Serbian surname<OR>Croat
Walloons,French
Eretz Israel,Hebrew
Lao Pdr,Lao language
Soviet Russia,Russian language<OR>Russian
North Wales,Welsh-medium<OR>Welsh
Kyrgyzstan,Russian-language<OR>Kirghiz<OR>Kyrgyz language<OR>kyrgyz<OR>Kyrgyz<OR>Russian<OR>Russian language
Juankoski,Finnish
Byelorussian Ssr,Polish<OR>Russian<OR>Belarusian
Pacific Alliance,Spanish
OCSE,Italian
"Simo, Finland",Finnish
Kyustendil Province,Bulgarian
Jingpho,Kachin State
Simo,Finnish
Trentino-South Tyrol,Italian
Venice,Veneto<OR>Italian language<OR>Venetian language<OR>Italian<OR>Latin<OR>Old Italian<OR>Venetian<OR>Venetian Language
Greenland,Greenlandic language<OR>west Greenlandic<OR>Greenlandic<OR>Kalaallisut language<OR>West Greenlandic<OR>Kalaallisut
Slovak,Slovak language
Portuguese Regime,Portuguese
Bosco Gurin,Italian
Serbian Orthodox Church,Serbian<OR>Serbian language<OR>Serbian Cyrillic
Brändö,Swedish
Fredrikshamn,Finnish language<OR>Finnish
Bible Translations Into The Languages Of The Philippines,Philippine languages
"Outokumpu, Finland",Finnish
Solomon Islands,English language<OR>English
Nunavut,French-language<OR>Inuinnaqtun<OR>Inuktitut<OR>English<OR>French<OR>French language<OR>Inuktitut language<OR>francophone<OR>Inuktituk
Abkhaz,Abkhazian<OR>Russian
Kalaallit Nunaat,Greenlandic<OR>Kalaallisut language
SCG,Serbian
Aomen,Chinese
Netherlands Antillean,Dutch
Vatican City State,Italian
Inca Empire,Quechua language<OR>Quechua
Svensksund,Finnish
Bashkir,Russian<OR>Bashkortostan
Army Public School,English
Holland,Dutch
Swedish,Romany<OR>Finnish
Timurid Dynasty,Persian
Limousin,French-language<OR>French
Sukhumi District,Russian
Rus',Old Russian<OR>Russian<OR>Old East Slavic
Molina De Segura,Spanish
United Mexican States,Spanish
Faeroe Islands,Danish<OR>Faeroese
Institut D'Estudis Catalans,Catalan Philology<OR>Catalan<OR>Catalan language<OR>Standard Catalan
Mexican,Spanish<OR>Spanish-language<OR>Spanish language
Clusium,Etruscan
Luhanka,Finnish
Palestinian,Hebrew
Basque Autonomous Community,Spanish<OR>Basque language<OR>Basque
QUEBEC,French
TN,English language
Byzantine Emperor,Latin
Norfolk Island,Norfuk language<OR>English<OR>English language<OR>Norfuk
Forssa,Finnish
Trentino Alto Adige,Italian
Nenets,Russian
Russians,Swedish<OR>Polish<OR>Finnish<OR>Russian<OR>Russian language
Bruxelles,NL<OR>Dutch<OR>French
Pihtipudas,Finnish
Bosco/Gurin,Italian
Navarre,Spanish<OR>Basque<OR>basque<OR>Spanish language<OR>Basque language<OR>Hispanic<OR>Euskera
Virginia,English language<OR>English
Kyyjärvi,Finnish
Donetsk Oblast,Ukrainian<OR>Russian
Common Market,Greek<OR>Irish
Mongolia,Mongol<OR>Modern Mongolian<OR>Khalkha-Mongolian<OR>Mongolian proper<OR>Mongolian Language<OR>Mongolian language<OR>Mongolian
UNO,Spanish<OR>French
Parkano,Finnish
Nagorno-Karabakh Republic,Armenian
Ylivieska,Finnish
Manually Coded English,English language<OR>English
Vaala,Finnish
Fryslân,West Frisian<OR>Dutch<OR>Frisian<OR>West Frisian language
Pöytyä,Finnish
Italianate,Italian
Tahuantinsuyo,Quechua
Republic Of Serbian Krajina,Serbian
Mexico,Spanish-language<OR>Spanish<OR>Spanish Language<OR>Spanish language<OR>Hispanic<OR>Castilian
Indonesian Republic,Indonesian
DNR,Ukrainian<OR>Russian
Oripää,Finnish
Luhansk,Ukrainian<OR>Russian
Yugoslavia,Serbian Cyrillic<OR>Serbo-Croatian<OR>Serbian<OR>Serbo-Croato-Slovenian
Pieksämäki,Finnish
Carthaginian Empire,Punic
Aracena,Spanish
Kangasala,Finnish
Vietnam War,Vietnamese
Honkajoki,Finnish
Kirghizia,Russian
Rioja Alta,Spanish
Armenia,Armenian<OR>Armenian-language<OR>Armenian language<OR>Modern Armenian<OR>modern Armenian
Special Municipality,Dutch
Maarianhamina,Swedish-speaking
Macao,Chinese<OR>Portuguese
Cadenazzo,Italian
Serb Orthodox,Serbian<OR>Serbian Cyrillic
Republic Of Yucatán,Spanish
Provencal,French
"Moudon, Switzerland",francophone
Geneva,French-language<OR>French language<OR>French
MCE,English language<OR>English
NH,English
Hämeenkoski,Finnish
Karachay–Cherkessia,Karachay-Balkar<OR>Russian
Indonesian Government,Indonesian<OR>Indonesia
Singapura,Malay<OR>Tamil
Hungarian Republic,Hungarian
Mannin,English<OR>Manx Language Society<OR>Manx
South Korean,Hangul<OR>Korean-language<OR>North Korean<OR>Korean language
Cie,French
Belarus,Belarusian<OR>Russian<OR>Belorussian<OR>Belarusian language<OR>Russian language
Grenada,English<OR>Grenadian Creole English<OR>Grenadian Creole<OR>Grenadian Creole French
Selånger,Swedish
Pielavesi,Finnish
Orange Free State,Dutch
Mercosur,Spanish<OR>Guarani<OR>Portuguese
Iraq,Kurdish language<OR>Kurdish Language<OR>Kurdish
NATO,English<OR>French<OR>FR
Buryat Republic,Russian<OR>Buryat
Pridnestrovie,Ukrainian<OR>Moldova<OR>Moldavian<OR>Russian<OR>Moldovan
Tutmonda Esperantista Junulara Organizo,Esperanto
Inari Sami,"Inari, Finland<OR>Aanar"
Qing China,Cantonese<OR>Chinese<OR>Mongolian
Azad Jammu Kashmir,Urdu
Sauvo,Finnish
Republika Srpska Krajina,Serb<OR>Serbian
Iceland,Icelandic language<OR>Modern Icelandic<OR>Icelandic Language<OR>Icelandic
Pertunmaa,Finnish
Hamina,Finnish
République Française,French
Czechs,Czech language
ISO,RU<OR>EN<OR>English language<OR>English<OR>French<OR>FR<OR>Russian
Lumparland,Swedish
Ronco Sopra Ascona,Italian
Merikarvia,Finnish
Turkish Republic,Turkish
Aragonese,Spanish<OR>Catalan<OR>Catalan language<OR>Latin
Herat,Dari
Coimbatore,Tamil language<OR>Tamil
Quebec,French-language<OR>French Language<OR>French<OR>Standard French<OR>French language<OR>francophone<OR>french language<OR>Francophone
Biel/Bienne,German-language<OR>French
Dahomey,French
Achaemenid Era,Old Persian
Masku,Finnish
Madagascar,malagasy language<OR>French<OR>French language<OR>Malagasy<OR>Malagasy language<OR>Francophone
Hyrynsalmi,Finnish
Pornainen,Finnish
Ait Mait,Amazigh
Afghanistan,Dari-Persian<OR>Dari<OR>Dari-speaking<OR>Dari language<OR>Dari Persian<OR>Dari (Persian)
North American Free Trade Agreement,Spanish<OR>French
Juuka,Finnish
Italians,Italian
English Plurals,English
FRG,GER
Pontifical Academy For Latin,Latin language<OR>Latin
North Ossetia,Russian
Maharashtra,Marathi<OR>Marathi-language<OR>Marathi language<OR>Marathi Language
Ecuador,Quichua<OR>Spanish<OR>Kichwa<OR>Spanish language<OR>Castilian
Rabinal,Spanish
South Wales,Welsh
Philippines,anglicised<OR>national language<OR>Filipino<OR>English language<OR>English<OR>Pilipino<OR>Filipino Language<OR>Tagalog<OR>Filipino language<OR>Filipino-language
Andhra,Telugu Language<OR>Telugu<OR>Telugu language
Archipelago,Filipino<OR>Filipino Language
Nastola,Finnish
Saint-Pierre-Et-Miquelon,French
Slovene-Language,Slovenia
Serbian Patriarch,Serbian<OR>Serbian Cyrillic
"Inari, Finland",Skolt Sámi<OR>Finnish<OR>Inari<OR>Skolt Sami<OR>Northern Sami<OR>Inari Sami
Kingdom Of León,Spanish<OR>Leonese<OR>Latin
Meghalaya,English<OR>Garo<OR>Khasi language<OR>Khasi
Peru,Spanish-language<OR>Southern Quechua<OR>Aymaran<OR>Aymara<OR>aymara<OR>Spanish<OR>Quechua<OR>Southern Quechua language<OR>Spanish language<OR>Castellano<OR>Hispanic<OR>Castilian
Kingdom Of Jaén,Spanish
Hattula,Finnish
Wyoming,English
Việt Nam,Vietnamese language<OR>Vietnamese<OR>Vietnamese-language
Donetsk Province,Russian
Indian-Controlled Kashmir,Urdu
Jammu,Urdu
Sorengo,Italian
Mexican People,Spanish
Казахстан,Kazakh
Mozambique,European Portuguese<OR>Portuguese-language<OR>Portuguese<OR>Brazilian Portuguese<OR>Portuguese language
Ossetians,Russian<OR>Ossetian
Central Mexico,Spanish
Benelux Economic Union,Dutch<OR>French
Åbo,Swedish<OR>Swedish-language<OR>Swedish-speaking<OR>Finnish
Colonial Hong Kong,Chinese
Quebec City,French-language<OR>French Language<OR>French<OR>French language<OR>francophone
Kingdom Of Hungary (1920–46),Hungarian<OR>Magyar
Kauniainen,Swedish<OR>Finnish
Andhra Pradesh,Telugu language<OR>Telugu-language<OR>Sri Lankan Gypsy Telugu<OR>Telegu<OR>Telugu
Asikkala,Finnish
Tessin,Italian
Swedish Union,Swedish
Vanuatu,English<OR>French<OR>French language<OR>francophone<OR>anglophone<OR>Bislama<OR>Francophone
Goguryeo,Goguryeo language
Yamalo-Nenets Autonomous Okrug,Nenets<OR>Russian
Kamerun,French
Buganda,Luganda<OR>Ganda<OR>Ganda language
Koninkrijk Der Nederlanden,Dutch
Nazi Germany,Ger<OR>Standard German<OR>Gr.<OR>German language<OR>German-language
U.S.S.R.,Russian-language<OR>Russian
Chiasso,Italian-language<OR>Italian
Turku,Swedish<OR>Swedish-language<OR>Finnish<OR>Sw.<OR>Swedish language
Botkyrka,Swedish
New-Brunswick,English
West Irian Jaya,Indonesian
Luhansk People'S Republic,Ukrainian<OR>Russian Language
Turkmen Ssr,Turkmen<OR>Russian
Spaniard,Spanish<OR>Spanish language
Thailand,Central Thai<OR>Thai language<OR>THAI<OR>Thai<OR>Standard Thai<OR>Thai-language<OR>Thai Language<OR>standard Thai<OR>thai
Qazvin Province,Azerbaijani<OR>Persian
Thai - Vietnamese,Thai
OCDE,French
Gabonese Republic,French
Nuristan Province,Nuristani
Achaemenid Persia,Greek<OR>Ancient Greek
European Football,English<OR>French
Mercosul,Spanish<OR>Portuguese
Guyane,French
Togliatti,Russian
Neuchâtel,French<OR>Old French
Turkmen,Russian
Nederland,Dutch
Vichy Régime,French
Zaire,French
First Bulgarian Empire,Medieval Greek<OR>Old Church Slavonic<OR>Old Church Slavonic language<OR>Old Bulgarian<OR>Byzantine Greek
Walloon Region,French<OR>Francophone
Sinhalese,Tamil
Georgian Church,Georgian
Niuean,English
Akkad,Akkadian
Assyria,Assyrian<OR>Akkad<OR>Akkadian<OR>Sumerian language<OR>Akkadian language<OR>Aramaic
Yalta,Russian
Konnevesi,Finnish
Altai,Russian
Spanish Government,Spanish
Lappeenranta,Finnish
Serenissima,Italian<OR>Latin<OR>Venetian
Hawaiian Culture,Hawaiian language<OR>English language<OR>Hawaiian<OR>native Hawaiian
Iso Standard,English<OR>French
"Pemba, Mozambique",Portuguese
British Rule,Chinese
Singapore,Putonghua<OR>English language<OR>English<OR>Modern Standard Mandarin<OR>standard language<OR>Modern Standard Chinese<OR>Malay<OR>Malay language<OR>Tamil language<OR>Malay-language<OR>Tamil film<OR>Tamil<OR>Bahasa Melayu<OR>Standard Chinese<OR>Tamil-Language<OR>Tamil Language
Côte D'Ivoire,French-language<OR>French
