source,target
Geography Of Panama,Panama
Bardeh Buk,Persian<OR>Iran
Belgium At The 1948 Winter Olympics,Belgium
Mwanza Region,Tanzania
"Kamnica, Dol Pri Ljubljani",Slovenia
Teater Ibsen,Norway
Bar Harbor Airlines Flight 1808,United States<OR>American
Inatel,Brazil
"Brackettville, Texas",USA<OR>United States
Yangming Shan,Taiwan
Lake Forest Cemetery,United States
Malause,France
Polytechnic University Of The Philippines College Of Law,Philippines
Teynampet,India
Laarwoud,Netherlands
Shishikui Station,Japan
Cape St Francis,South Africa
Chal Gerd-E Keshtvarzeh,Persian<OR>Iran
Second College Grant,United States
Punk Rock In Australia,Australia
Mengjin County,China
Zhytomyr Raion,Ukraine
Paravankunnu,India
Khotyn Raion,Ukraine
"Topsfield, Massachusetts",American
The Right (France),France
Ville-Sur-Tourbe,France
"Polk, Pennsylvania",United States
Wólka Jeruzalska,Poland
Moyne Aerodrome,Ireland
Women For Women'S Human Rights,Turkey
Chengdu Longquanyi Football Stadium,China
Belews Lake,United States
Universität Des Saarlandes,Germany
Lgbt Rights In Uzbekistan,Uzbekistan
Anilobe,Madagascar
Olive Tree (Greece),Greece
Royal Australian Regiment,Australia
"Manzanillo, Cuba",Cuba
Teublitz,Germany
Chhar,Pakistan
Lake Kashiba,Zambia
"St. Paul'S Church, Malacca",Malaysia
Château Des Anglais (Autoire),France
Danish Units Of Measurement,Denmark
AVS,United States<OR>American
Ezadeen Incident,Italy
Bk Marienlyst,Denmark
Roșușul Mare River,Romania
Uluberia Subdivision,India
"Pilar, Paraíba",Brazil
Seven Coloured Earths,Mauritius
Maple Lake Municipal Airport,United States
Uddeholm,Sweden
Kakurin-Ji (Kakogawa),Japan
Pacific Green Party,United States
San Lorenzo Airport,Bolivia
Horne Lake,Canada
"Lakehead-Lakeshore, California",United States
Pusztaszabolcs,Hungary
"Deh-E Kohneh, Kiar",Persian<OR>Iran
Firm Music,American
Sirthouli,Nepal
Time Warner Cable News North Carolina,American
Lunjevica,Serbia
"Kürkçüler, Bolu",Turkey
Quarten,Switzerland
Steinheim Crater,Germany
Urbès,France
Aichi Prefectural Ceramic Museum,Japan
Pijawne Polskie,Poland
Arakelots Monastery (Kirants),Armenia
"West Bradford Township, Chester County, Pennsylvania",United States
"Wallagrass, Maine",United States
Vlaški Do (Smederevska Palanka),Serbia
Soviet State Bank,Soviet<OR>Soviet Union
Iman-Burluk River,Kazakhstan
Llovizna Falls,Venezuela
Vanuu,Vanuatu
Stratton–Cornelius House,United States
Passapatanzy Creek,United States
Abu Jalal-E Shomali,Persian<OR>Iran
West Jefferson Avenue,United States
"Lisie Jamy, Podkarpackie Voivodeship",Poland
Lake Maryut,Egypt
Hull-Daisetta Independent School District,USA
Duda Mică River,Romania
Montbéliard – Courcelles Aerodrome,French<OR>France
Kato Drys,Cyprus
Franey,France
Várvölgy,Hungary
Oum El Bouaghi Airport,Algeria
"Vera Cruz, Bahia",Brazil
Mokokchung District,India
Oaklyn,United States
Bonaire,Netherlands
Prosieben Fun,Germany
Osredek Nad Stično,Slovenia
Judin,Persian<OR>Iran
"Akçal, Tufanbeyli",Turkey
Indira Gandhi Memorial Tulip Garden,India
Sierra Alpujata,Spain
New England Tea Men,United States
The Gap State High School,Australia
Mingan Archipelago National Park Reserve,Canada
DWSR,Philippines
Livorno,Italian<OR>Italy<OR>Italia
Illukwatta,Sri Lanka
"Jersey, Georgia",United States
Jáltipan,Mexico
Seventh Congresses,United States
"Briery, Virginia",United States
Meleh Sheykh,Persian<OR>Iran
"Stetten, Haut-Rhin",France
"Pandan, Angeles",Philippines
Fugue State Press,United States<OR>American
Adanaspor,Turkey<OR>Turkish
Piz Sezner,Swiss
The Times-Picayune,American
Sévérac-L'Église,France
Bagh-E Nazer,Persian<OR>Iran
Pârâul Doamnei,Romania
Basadingen,Switzerland
Żdżenice,Poland
Mowzar,Iran
Baba Pir Ali,Persian<OR>Iran
"Old Fort, North Carolina",United States
Matahiya,Nepal
Radachówka,Poland
Shukdyur,Azerbaijani<OR>Azerbaijan
"Santan, Arizona",United States
Cutzamala River,Mexico
Corignac,France
Liuskasaari,Finland
México City,Mexico<OR>México
"Dixie, Brooks County, Georgia",United States
WQSO,USA
Knockdrin,Ireland
"Fathabad, Boshruyeh",Persian<OR>Iran
Murczyn,Poland
Lanzhou Zhongchuan International Airport,China
Moșana,Moldova
Mendig,Germany
Natanz Steel Plant,Persian<OR>Iran
"Aliabad, Tonekabon",Persian<OR>Iran
Los Angeles Biltmore Hotel,US
Kips Bay,American
Peel (Montreal Metro),Canada
Borowa,Polish<OR>Poland
1995 In Norway,Norway
Shōmyō Falls,Japan
Qeshlaq-E Mehr Ali Kandi,Persian<OR>Iran
Naankuse Wildlife Sanctuary,Namibia
Westview Press,USA<OR>American
KBOD,USA
Dacca,Bangladesh
"Green Road, Kentucky",United States
Sauméjan,France
Fisa Court,United States
C.D. Atlético Juvenil,Salvadoran<OR>El Salvador
Dowshalvari,Persian<OR>Iran
Emirates Club,United Arab Emirates
Temple Of Eshmun,Lebanon
Qaleh-Ye Molla Hoseyn Ali,Persian<OR>Iran
Warren And Myrta Bacon House,United States
Salceda De Caselas,Spain
Sarise,Estonia
Fleck/Paterson House,Canada
Khajuwala,India
La Vajol,Spain
The Sharon Academy,USA
Hipper Class,Germany<OR>Nazi Germany
Tresa,Switzerland<OR>Italian<OR>Italy<OR>Swiss
Skue Sparebank,Norwegian<OR>Norway
Surberg,Germany
"Princeton, Kansas",United States
"Globe, Arizona",USA<OR>United States<OR>American
"El Paso, Guyana",Guyana
List Of Populated Places In Iğdır Province,Turkey
Larkin'S Hill Farm,United States
Muntzenheim,France
Fulladu East,Gambia
Bishop Manor Estate,United States
"Woodend, Victoria",Australia
Ampasindava Mine,Madagascar
Jardin Botanique D'Aubrac,France
Fiorano Al Serio,Italian
Liefde En Vrede,South Africa
Minami-Ibaraki Station,Japan
Hostýnsko-Vsetínská Hornatina,Czech Republic
Giyan,Persian<OR>Iran
"Pogorzelec, Pułtusk County",Poland
Qaravol-E Hajji Taji,Persian<OR>Iran
Valea Alunului River,Romania
Truett-Mcconnell College,United States
Városföld,Hungary
Lake Nakatsuna,Japan
Emergencies Act,Canada
Emmaboda,Sweden<OR>Swedish
Naborowiec,Poland
Sonqor,Iran
Tesoura River,Brazil
Cisowo,Poland
Smolno Małe,Poland
Schwabenquellen,Germany
Kelhat,Lebanese<OR>Lebanon
Ndeeba,Uganda
Marsaglia,Italian
"Causeway, County Kerry",Irish<OR>Ireland
"Massy, Saône-Et-Loire",France
Namsan (Sangju),South Korea
Thessaloniki Film Festival,Greece
Varavi Rural District,Iran
Eldijk,Netherlands
Komorze Nowomiejskie,Poland
Movement For National Reform,Algeria
"Yonghe, Meizhou",China
"Shahrestaneh, Hamadan",Persian<OR>Iran
Ouroumpana,Mali
Bessey-En-Chaume,France
Dolný Hričov,Slovakia
Ramand District,Iran<OR>Persian
Iwaizumi Line,Japan
Chir Kandi,Persian<OR>Iran
Jinjiang International,China
Tafe Colleges,Australia
China Camp,United States
Oblivsky District,Russia
Ćatići (Banovići),Bosnia
"Yahyaabad, Mazul",Persian<OR>Iran
"Frecăței, Tulcea",Romania
Brookline (Pittsburgh),United States
Ashtamichira,India
Sar Khom,Persian<OR>Iran
Wuhan Airlines,China
Esparza'S,United States
Alipurduars (Lok Sabha Constituency),India
Lausche,Czech<OR>Bohemia<OR>Czech Republic
Capela De Nossa Senhora Dos Mártires,Portugal
Dalecheh,Iran
Solvang,American
Duyure,Honduran
SP-107,Brazil
Bożanka,Poland
Bherrary,Pakistan
Kolosy,Poland
Baykalsko,Bulgaria
Nõmme (Subdistrict),Estonia
Huszczka Duża,Poland
London 2012 Olympics,United Kingdom
"National Register Of Historic Places Listings In Calloway County, Kentucky",United States
"Ostrów, Łask County",Poland
Petit Encantat,Spain
Wild Horse State Recreation Area,USA
"Unity, Oregon",United States
Boisdinghem,France
Basaidu,Iran
"Bow Bowing, New South Wales",Australia
Koshrabot District,Uzbekistan
Starorussky District,Russia
Villaromagnano,Italian
"Plum Lake, Wisconsin",United States
Dąbrowa Chełmińska,Poland
Varavi,Iran
"Dzierżanowo, Maków County",Poland
The Pentagon Papers,United States
Schloss Seggau,Austria
Louisa County High School,United States
"St. Gereon'S Basilica, Cologne",Germany
Nahariyya,Israel
Lokomotiv Tashkent,Uzbekistan<OR>Uzbek
"Qateh, Chaharmahal And Bakhtiari",Persian<OR>Iran
"Lewisburg, Kentucky",United States
Schlehdorf,Germany
Rutherford Technology High School,Australia
Cedar Grove Weir,Australia
Raslavice,Slovakia
Resson,France
KWIM,USA
"Monitor, Oregon",United States
Münich,Germany
Operation Silver Wake,United States<OR>American
Jos South,Nigeria
"Kochian, Peshawar",Pakistan
"Ustnik, Warmian-Masurian Voivodeship",Poland
702 Abc Sydney,Australia
Western Tennessee,Union
"Yakapınar, Nallıhan",Turkey
"Fort Sumner, New Mexico",United States
National Nuclear Security Administration,United States<OR>US<OR>American<OR>USA
"São Rafael, Rio Grande Do Norte",Brazil
Raštani,Macedonia
Seeland Administrative District,Switzerland
Songeson,France
Ohio Company Of Associates,United States<OR>American
South Gate Of Forest Park Station,China
"Meenmutty Falls, Thiruvananthapuram",India
Kalateh-Ye Sahebdad,Persian<OR>Iran
Nurabad-E Simineh,Persian<OR>Iran
Otaniemi Water Tower,Finland
"Allah Deh, Kharajgil",Persian<OR>Iran
Křtiny (Blansko District),Czech Republic
Manitoba Provincial Road 308,Canada
"Condat, Lot",France
Monte Frerone,Italy
Homar,Bosnia
Redlands Municipal Airport,USA
Now Dasht,Persian<OR>Iran
Quebec Route 232,Canada
Cayo Levisa,Cuba
"Pioneers, A Volunteer Network",United States<OR>U.S.A.
Modoc Plateau,United States
Smyrna Heights,United States
"Wiktorzyn, Wysokie Mazowieckie County",Poland
Village Gate,USA<OR>United States
Kania Mała,Poland
Sint-Lievens-Houtem,Belgium
Aghla Beg,Ireland
"Taherabad, Mashhad",Persian<OR>Iran
Fc Vila Nova,East Timor
Kishoreganj Upazila,Bangladesh
Dayton Metropolitan Area,United States
Guasipati,Venezuela
Aaf Base Units,United States
Kouilou-Niari,Congo
Zaandijk,Netherlands
Drametse Gewog,Bhutan
"Walnut Springs, Texas",USA
Tři Studně,Czech Republic
Chogha Horushi,Persian<OR>Iran
Beaumont Stakes,American
Bray-Dunes,France
East Nippon Expressway Company,Japan
Benzdorp,Suriname
Kraśnik Koszaliński,Poland
Centennial Go Station,Canada
Cfpb Rural Designation Petition And Correction Act,United States
"Swedish General Election, 1917",Sweden
"Yorktown, Indiana",United States
Meymun Darreh,Persian<OR>Iran
Institute For Health And Consumer Protection,Italy
Wendelstein 7-X,Germany
"Bellemeade, Kentucky",United States
Evenes Church,Norway
Kodakandla,India
Vecate Parish,Latvia<OR>Latvian
Mueang Chaiyaphum District,Thailand
Dmz Docs,South Korean
Ageo Station,Japan
Mrn Radio,USA
Fort Saskatchewan Traders,Canada
Nahr-E Owj Albu Seyyed,Persian<OR>Iran
Irxleben,Germany
"Smardzewo, Płońsk County",Poland
Jinnah Sports Stadium,Pakistan
Wassoulou-Ballé,Mali
Birinci İpək,Azerbaijan
Asheville,United States<OR>US<OR>American<OR>USA
River Liffey,Irish<OR>Ireland
"Harbor View, Ohio",United States
Wenshan Line,Taiwan
Dolia (Titular See),Italy
Mayodan,United States<OR>US
CFRZ-FM,Canada
Belevi Mausoleum,Turkey
International Centre For Missing & Exploited Children,American
Nierstein-Oppenheim,Germany
Mouflers,France
Tourville-La-Campagne,France
Abusir,Egypt
"Baykal, Tyumen Oblast",Russia
CIMT-DT,Canada
Vyttila,India
"Franklin Township, Adams County, Pennsylvania",United States
Tronchoy,France
Siniküla,Estonia
Hemlock Bluffs Nature Preserve,United States
"Cherry Grove Township, Goodhue County, Minnesota",United States
"Grand Canyon, Arizona",USA
Solvay Business School,Belgium
Neilson River,Canada
Farnsworth Art Museum,United States<OR>American
Winnebago Mental Health Institute,United States
Brasil Open,Brazil
Anti-Balaka,Central African Republic
Tutak-E Pir Badam,Persian<OR>Iran
R418 Road (Ireland),Ireland
Kuwait Armed Forces,Kuwait
"Shenandoah, Pennsylvania",USA<OR>United States
Am Römerholz,Swiss
Pang Mapha,Thailand
"Stawki, Kuyavian-Pomeranian Voivodeship",Poland
"Numazu, Shizuoka",Japan
"Ringgold County, Iowa",United States
Ipswich Girls' Grammar School,Australia
Yakobi Island,United States
Aero,Czech<OR>Czech Republic<OR>Finland
Auvilliers,France
"Shields Township, Holt County, Nebraska",United States
Soizé,France
Karmaskalinsky District,Russia
Solothurn Film Festival,Switzerland<OR>Swiss
"Cusseta, Alabama",United States
Kuta Beach,Indonesia
Chicche District,Peru
"Tsuga, Tochigi",Japan
"Darreh, Yazd",Persian<OR>Iran
"Meihō, Gifu",Japan
"Wayne Township, Hamilton County, Indiana",United States
Constitution Of North Rhine-Westphalia,Germany
George V (Paris Métro),France
Zuurbekom,South Africa
Radancheto,Bulgaria
Futako-Tamagawa Station,Japan
Ganei Yohanan,Israel
"Yengejeh, Miandoab",Persian<OR>Iran
Andarvar,Persian<OR>Iran
Dinamo Polyvalent Hall,Romania
Sokuluk,Kyrgyzstan
"Bishnupur, Bankura",India
"Mpanda, Mpanda",Burundi
Valigny,France
"Sidney (Village), New York",United States
Srinivas Institute Of Medical Sciences And Research Centre,India
Georgetown City Hall,Guyana
Jüdischer Friedhof Köln-Mülheim,Germany
Curtil-Sous-Buffières,France
West Zorra,Canada
KGRK,USA
Deua River,Australia
Khoshkrud Rural District,Iran<OR>Persian
Kenjōsan Mangokuura Prefectural Natural Park,Japan
Siena College,United States<OR>American
Gornja Tušimlja,Serbia
Ondangwa Airport,Namibia
Limerick,Irish<OR>Ireland
Quiapo Parochial School,Philippines
2010 Ecm Prague Open,Czech Republic
"Gad, West Virginia",United States
Kinbasket Lake,Canada
"Bécancour, Quebec (Community)",Canada
Funen'S Art Museum,Danish<OR>Denmark
"White Horse, South Dakota",United States
Södermanland Runic Inscription 298,Sweden
Chajjwal,Pakistan
Tandzut River,Armenia
Congress: The Electoral Connection,American
Acharlahalli,India
Horbekul,Persian<OR>Iran
Copper Cliff South Mine,Canada
Inner Ear,Norway
Wört,Germany
Sydney International Archery Park,Australia
"Strzeżewo, Koszalin County",Poland
1930 Albanian First Division,Albania
Němčičky (Znojmo District),Czech Republic
R618 Road (Ireland),Ireland
Bettingen,Switzerland<OR>Swiss
"Moranville Township, Roseau County, Minnesota",United States
Violent Crime Control And Law Enforcement Act,United States
Blijham,Netherlands
"Izbiska, Pomeranian Voivodeship",Poland
Mbini,Equatorial Guinea
Bedok Mrt Station,Singapore
"Bromley, Zimbabwe",Zimbabwe
Leikanger,Norway<OR>Norwegian
"Lancaster Township, Jefferson County, Indiana",United States
Ohlau (Hudau),Germany
Les Ballets Trockadero De Monte Carlo,American
Mariental Rural,Namibia
Plougar,France
Valea Mare River (Motru),Romania
Latur (Lok Sabha Constituency),India
Indian Nations National Wildlife And Scenic Area,USA
Connecticut River,Union<OR>American<OR>United States<OR>USA<OR>U.S.
Tal Kombatri,Syria
Charles Macdonald Concrete House Museum,Canada
Canton Of Trévoux,France
Devil'S Coulee Dinosaur Heritage Museum,Canada
Bouvresse,France
WPCL,United States
"St Thomas Fort, Tangasseri",India
Choszczówka Dębska,Poland
City Hall Of Chihuahua,Mexico
Břežany (Klatovy District),Czech Republic
"Union, Eau Claire County, Wisconsin",United States<OR>Union
Medical Center Of The Galilee,Israel
Kaw River State Park,USA
Lake Nyasa,Tanzania<OR>Malawi<OR>Mozambique<OR>Mozambican
Champs-Sur-Tarentaine-Marchal,France
Bazarjan,Persian<OR>Iran
Abyan,Yemen
Retsforbundet,Danish
Poběžovice U Holic,Czech Republic
Townsville City Council,Australia
King Sound,Australia
Senica District,Slovakia
Meeussen,Belgian
Institute For Fiscal Studies,United Kingdom
Stuivekenskerke,Belgium
Pleasant Prairie Power Plant,United States<OR>US
Trimet,United States
Valderredible,Spain
Kenroku-En,Japan
Tessonnières,France
CHGK-FM,Canadian
Roman Catholic Diocese Of Eluru,India
Prix Jean Vigo,France
Atlamajalcingo Del Monte (Municipality),Mexico
Merigold,United States
Brown'S Town,Jamaica
Vancouver Lake,United States
Little Tonoloway Creek (Pennsylvania),United States
Egyptian Museum,Italy<OR>Germany<OR>Egypt
Kolno County,Poland
"Tuli, Iran",Persian<OR>Iran
Stevens High School,United States
"Kochanovce, Bardejov District",Slovakia
Oyster Point (Australia),Australia
Mount Asog,Philippines
Boturovina,Serbia
"Plato, Magdalena",Colombia
"Gordonville, Pennsylvania",USA
"Lucas, Wisconsin",United States
Little River (Cariboo River),Canada
Higuerote,Venezuela
Rotterdam Metro,Netherlands
Alunitdağ,Azerbaijan
Capt. James Moore Farmstead,American
HPD,United States
Nobressart,Belgium
Basmath (Vidhan Sabha Constituency),India
"Bidestan, Fars",Persian<OR>Iran
Nishi-Kawaguchi Station,Japan
Aicas,Germany
Koválov,Slovakia
Qurjaq,Persian<OR>Iran
"Johnson Township, Christian County, Illinois",USA
Pontruet,France
"Bayswater, Victoria",Australia
Pechenizhyn,Ukraine
Czarna,Polish<OR>Poland
Heriotdale,South Africa
Nha Trang,Vietnam<OR>Viet Nam
Bléré,France
"Dover Township, Fulton County, Ohio",United States
"Patch Grove (Town), Wisconsin",United States
Tokyo Subway,Japan
Sasthamkotta,India
Olya Tayeb Rural District,Persian<OR>Iran
El Maitén,Argentina
Uharte-Arakil,Spain
Macquarie Infrastructure Company,United States
Saint-Martin-De-Nigelles,France
Kiaros-E Olya,Persian<OR>Iran
"Elkhorn Creek (Marion County, Oregon)",United States
Keep-It Technologies,Norway
Sûreté Nationale,French<OR>France
"Lalan, Isfahan",Persian<OR>Iran
"Wolica, Bochnia County",Poland
Lomnice Nad Lužnicí,Czech Republic
"Shirley, West Virginia",United States
"Nematabad, Fahraj",Persian<OR>Iran
Praia Da Granja,Portugal
Hd Theater,United States<OR>US<OR>American
Vitry-Lès-Cluny,France
Vetrnik,Slovenia<OR>Slovene
"Monthelon, Saône-Et-Loire",France
Seventeen-Point Agreement,China
"Noble, Oklahoma",United States
Nerstrand-Big Woods State Park,USA
Stir Sportive Zarzouna,Tunisia
Water Polo At The 1965 Summer Universiade,Hungary
"Galleh Khar, Khuzestan",Persian<OR>Iran
IBRD,United States<OR>USA
Saghar District,Afghanistan
Emigrant Savings Bank,United States
Ligonier Township,United States
National Highway 142 (India),India
"Orange, Vermont",United States
The Lake Oswego Review,American
Mission Of Canada To The European Union,Canada
"Gega, Bulgaria",Bulgaria
Okunikkawa Station,Japan
Uvita (Costa Rica),Costa Rica
Bear Flag Republic,American
Penama,Vanuatu
"Kąty, Kętrzyn County",Poland
China Lake,United States
Sakht Kaman,Persian<OR>Iran
Porano,Italian
Darreh Jafti Dasht,Persian<OR>Iran
Ocean Isle Beach House Fire,United States
Stapar,Serbia
Nong Ki District,Thailand
"Daranabad, Rudbar-E Jonubi",Persian<OR>Iran
Jahangiri-Ye Sofla,Persian<OR>Iran
Ngana,Tanzania
United States Post Office,United States<OR>US
Santiago Province,Dominican Republic
Frohna,United States
Tardes (River),France
Grand Village,United States
Brazilian Air Force Academy,Brazil
United States Senators,United States<OR>Union<OR>American
Espace Léopold,Belgium
Albignasego,Italian
Louvignies-Quesnoy,France
Crocodile Lake National Wildlife Refuge,United States
Estádio Marcelo Leitão,Cape Verde
"Osceola County, Iowa",United States<OR>USA
"New Hradec, North Dakota",United States
Cowtown Coliseum,USA<OR>United States
"Murtçukuru, Karaisalı",Turkey
Loyettes Airfield,France
Ephrata Cloister,United States<OR>American
Nakura River,Fiji
Jasienica Sufczyńska,Poland
"Lilla, Jhelum",Pakistan
Attiguéhi,Ivory Coast
Rockstone,Guyana
Asuküla,Estonia
"Kunić, Croatia",Croatia
Niyamasabha Mandiram,India
Kataripalya,India
Malampaya Gas Field,Philippines
Arbianwala,Pakistan
Harsány,Hungary
"Sima, Hungary",Hungary
Bukovlje (Konjic),Bosnia
"Uluçınar, İmamoğlu",Turkey
Narmada River,India
Feillens,France
Débo Club De Mopti,Mali
Broad Peak,Pakistan
German Submarine U-736,Nazi Germany
Şağan,Azerbaijan
"Stasinów, Masovian Voivodeship",Poland
Sofia Ringroad,Bulgarian<OR>Bulgaria
"Norton Bridge, Sri Lanka",Sri Lanka
Nambal,Pakistan
Etingen,Germany
Yamagata District,Japan
Cockrell Hill Transfer Location,USA
Sorengo Railway Station,Swiss
Center For The National Interest,United States
Roorkee,India
Harmony Hall Fukui,Japan
"Bolivar Township, Benton County, Indiana",American
Thondapi,India
Choteč (Jičín District),Czech Republic
Con Mine,Canada
Tit Mellil,Morocco
"Belmonte, Asturias",Spain
La Rochebeaucourt-Et-Argentine,France
Ontario Highway 409,Canada
Qara Oasis,Egypt
Kaita,Japan
Polish Army Stadium,Polish<OR>Poland
Gy-Les-Nonains,France
Mělník,Czech Republic
Mường Pồn,Vietnam
Ahmadabad-E Sowlat,Persian<OR>Iran
Qarah Baghlar,Persian<OR>Iran
Kelkheim,Germany
At&T Long Lines,United States
"Smoot, Wyoming",United States
Jabal Druze,Syria
Orveau,France
Râul Pietros,Romania
Akin Free Library,USA
"Çiftlik, Tut",Turkey
Kawachi,Japan
Moriago Della Battaglia,Italian
Queen Street,Canada<OR>Canadian
Erie Railway,USA<OR>United States<OR>American
Kharehpu,Persian<OR>Iran
Fujimidai Station,Japan
Tixtla De Guerrero,Mexican<OR>Mexico
"Jefferson Township, Madison County, Iowa",United States
Birkenes Il,Norwegian
Sambuci,Italian
"Enno, Estonia",Estonia
Bulwark Protective Apparel,American
Shreveport Times,American
Les Lèves-Et-Thoumeyragues,France
"Abad, Hormozgan",Persian<OR>Iran
Genga River,Papua New Guinea
Aubepierre-Sur-Aube,France
Robledo De Corpes,Spain
Zirka,Ukrainian<OR>Ukraine
"Balloch, New Hampshire",United States
"Oak Park, Illinois",United States<OR>American<OR>USA
Kōsetsu-En,Japan
Saint-Rémy-Des-Landes,France
Bom Jesus Dos Perdões,Brazil
Ladarak,Iran
International High School Of San Francisco,US
Thimarafushi Airport,Maldives
"Sharifabad, Tonekabon",Persian<OR>Iran
Grand Hotel (Nuwara Eliya),Sri Lanka
"National Register Of Historic Places Listings In Nance County, Nebraska",United States
Agasadi,India
Huis Te Manpad,Netherlands
Belisli,Azerbaijan
Muskrat River,Canada<OR>CA
"Rumford, Maine",USA<OR>United States<OR>US<OR>American
Alania Vladikavkaz,Russia
Bassoues,France
Słowak,Poland
Academy Of Athens (Modern),Greece
"Navarre, Kansas",United States
Duzey,France
Keffenach,France
Léon-Provancher Ecological Reserve,Canada
Qiianarteq,Greenland
Bruchmühlbach-Miesau,Germany
Giuliano Teatino,Italy
Iron Pot Lighthouse,Australia
Mount Royal (New South Wales),Australia
Musso & Frank Grill,American
"Waterloo, Nebraska",United States
Vilappuram,India
Ennepe,Germany
Mengíbar,Spain
Zabukovica,Slovenia
Kyengege,Tanzania
Ezza North,Nigeria
Noric Alps,Austria
Aubach (Bei Schwerin),Germany
Chicoana,Argentina
Central District (Razan County),Iran
Åstorp,Sweden
Togoshi-Kōen Station,Japan
Columbia County Education Campus,United States
Fifty-Third,United States<OR>American
Dead Indian Soda Springs,United States
Ærøya,Norway
La Jarrie-Audouin,France
Potok Biały,Poland
Siberian State Industrial University,Russia
Falfurrias High School,USA
Jōgashima Lighthouse,Japan
RL10,United States
Riebeeckstad,South Africa
"Joppatowne, Maryland",United States<OR>US
"Marlin, Pennsylvania",United States
Liaoning University,China
Capitol Building,United States<OR>American
"Spruce Township, Roseau County, Minnesota",United States
Fortunago,Italian
"Bugaldie, New South Wales",Australia
Yermekeyevsky District,Russia
"Woolsey, Arkansas",United States
Cinișeuți,Moldova
"Khvajeh Jamali, Neyriz",Persian<OR>Iran
Faule,Italian
Silivri,Turkey
Pierwoszewo,Poland
Stirling Aerodrome,Canada
Papunáua River,Colombia
Gerville,France
Baba Kola,Persian<OR>Iran
"Marsilly, Moselle",France
Grivola,Italy
Art Academy Of Szczecin,Polish<OR>Poland
"Algan, Kohgiluyeh And Boyer-Ahmad",Persian<OR>Iran
Godemarci,Slovenia<OR>Slovene
Biryulyovo Vostochnoye District,Russia
Dizaj Azim,Persian<OR>Iran
Safari World,Thailand
CANU,Montenegro
Bank Of China Building (Hong Kong),China
Suvadive,Maldive Islands<OR>Maldives
Preah Pithu,Cambodia
Zargaran-E Sofla,Persian<OR>Iran
Wyżne,Poland
Tidili Mesfioua,Morocco
Nil River (Guatemala),Guatemala
"Grochowiska, Lower Silesian Voivodeship",Poland
Ten Mile River,United States
Seyd Aviyeh,Persian<OR>Iran
"Çinar, Azerbaijan",Azerbaijan
Lakuri,Nepal
National Mills Day,Netherlands<OR>The Netherlands
"Szczyty, Masovian Voivodeship",Poland
"Enumclaw, Washington",United States
"Visitation Park, St. Louis",Union
Bangladesh Military Academy,Bangladesh
Kyushu Women'S Junior College,Japan
E264,Latvia
Laiusevälja,Estonia
"Nasrabad, Lorestan",Persian<OR>Iran
Qorqori,Persian<OR>Iran
Busque,France
Tsuwano,Japan
Bagaregården,Sweden
Gmina Sokolniki,Poland
"Łukowo, Masovian Voivodeship",Poland
Cklm (Defunct),Canada<OR>Canadian
Malaysia Federal Route 1518,Malaysia
"Çokçapınar, Ceyhan",Turkey
Nottawasaga Bay,Canada
Burla,India
Wortham High School (Texas),USA
"National Register Of Historic Places Listings In Kingfisher County, Oklahoma",United States
"Zurita, Cantabria",Spain
Divljana,Serbia
"Harmony Hill, Wisconsin",United States
Malaysia Federal Route 207,Malaysia
Ostępy,Poland
Uga Costa Rica,Costa Rica
Attock City Junction Railway Station,Pakistan
"Mohammadabad (28°42′ N 60°34′ E), Eskelabad",Persian<OR>Iran
Antiga Vegueria Francesa,Andorra
KYES,United States<OR>American
"Farahabad, Yazd",Persian<OR>Iran
K.Pudur Village,India
"National Register Of Historic Places Listings In Summers County, West Virginia",United States
Salzgitter Ag,Germany
Balesur-E Olya,Persian<OR>Iran
"Enochs, Texas",United States
Joranger Church,Norway
Chordeleg,Ecuador
Ouțul River,Romania
"Hüsrevköy, Ağaçören",Turkey
Martinvelle,France
Ollières,France
Karmawibhangga Museum,Indonesia
Morphett,Australia
"Pierpont, South Dakota",United States
WUEZ,USA
"Beaver Township, Humboldt County, Iowa",USA
Khalkhaleh,Persian<OR>Iran
Blainville-Crevon,France
Killen-Strait,American
Giang Thành District,Vietnam
Lidingö Municipality,Sweden
Bobrinsky,Russia<OR>Russian
Kalisz,Polish<OR>Poland
Junkerdal National Park,Norwegian<OR>Norway
Wat Phra Si Rattana Mahathat,Thailand
Shinal,India
Revenue Act Of 1964,United States
Bilbao Bizkaia Kutxa,Spain
Cathedral Of Our Merciful Saviour,United States
Bundesautobahn 30,Germany
"Vouillé, Vienne",France
Avesnes-Le-Sec,France
İncirlikuyu,Turkey
Isla De Los Estados,Argentina<OR>Argentine
Brce,Slovenia
"Gwiazdowo, Greater Poland Voivodeship",Poland
Rahuqucha,Peru
Wangchuck Centennial Park,Bhutan
"Zimnowoda, Greater Poland Voivodeship",Poland
Hennweiler,Germany
The Blessed Mother,United States
Királyhegyes,Hungary
Stade Pierre-Mauroy,France
"Franklin Township, Fayette County, Pennsylvania",United States
"Khairo, Sindh",Pakistan
Blötberget,Sweden
"Reward, Saskatchewan",Canadian
"Chah-E Qorban, South Khorasan",Persian<OR>Iran
Preetz,Germany
Sadrollah,Persian<OR>Iran
Kuisebmund,Namibia
Redwater River,United States
Ohio High School Athletic Association,American
Kitsap Pumas,United States<OR>American
Cluck-U Chicken,American
Paramotor Inc,American
Bria Airport,Central African Republic
"Darreh Bid, Bazoft",Persian<OR>Iran
