source,target
گورڈن کاؤنٹی، جارجیا,کالہون <OR> کالہون، جارجیا
ٹلوکوی لوکل میونسپلٹی,پوٹچفسٹرم
برٹ کاؤنٹی,ٹیکامہ <OR> ٹیکامہ، نیبراسکا۔
ڈینیزلی صوبہ,ڈینیزلی
غزنویوں,غزنی <OR> غزنی
نیوٹن کاؤنٹی، انڈیانا,کینٹ لینڈ
برکینا فاسو,گوںگھین <OR> اوگادگوگو <OR> اوگادوگو
یورک کاؤنٹی، نیبراسکا,یورک، نیبراسکا <OR> یورک
نورٹھمپٹن کاؤنٹی، ورجینیا,ایسٹ ویلی <OR> ایسٹ ول، ورجینیا
سلیٹ ڈویژن,سلہٹ <OR> سلہٹ سٹی کارپوریشن
ٹرپوری,اگرतلا
ویسٹ مڈلینڈز میٹروپولیٹن کاؤنٹی,برمنگھم
تاربیس کا ضلع,تاربیس
گیڈلنگ,آرنلڈ، ناٹنگھم شائر۔ <OR> آرنلڈ
بیروت گورنریٹ,بیروت <OR> بیروت
بیرو بارو کونسل,بارو
ایزابیلہ,ایلاگن، اسابیلا۔ <OR> ایلاگن سٹی <OR> ایلاگن
بیور کاؤنٹی، البرٹا,رائلے
لومبارڈز کی سلطنت,پاویا
الٹو پارانا ڈیپارٹمنٹ,سٹیڈ ڈی ایل ایسٹے
پرمیسکی ضلع,اجازت
کادمبا,بناواسی
ڈیلاویئر کاؤنٹی، اوہائیو,ڈیلاویئر <OR> ڈیلاویئر، اوہائیو
کورسون-شیوچنکوفسکی ریجن,کورسون-شیوچنکیوسکی
یستاد میونسپلٹی,یستاد
نانا-گریبیزی,کاگا بندورو
سوویت اتحاد,ماسکو
زرائنسکی ضلع,زارائیسک
چرکاسی اوبلاست,چرکاسی
اسکات لینڈ کی بادشاہی,ایڈنبرا
مونٹمورینسی کاؤنٹی، مشی گن,اٹلانٹا، مشی گن <OR> اٹلانٹا
ایبرسبرگ (ضلع),ایبرسبرگ
فاولکمنٹ کا کینٹون,فولکیمونٹ
صفوی سلطنت,تبریز
واشنگٹن کاؤنٹی، کینٹکی,اسپرنگ فیلڈ، کینٹکی <OR> اسپرنگ فیلڈ
لاطینی,لاطینی <OR> لٹوریا <OR> لازیو، لاطینیہ۔
وینابگو کاؤنٹی، وسکونسن,اوکشکosh، وسکونسن <OR> اوکوشک
نووسیبیرسک صوبہ,نووسیبیرسک
وائمر دور,برلن
شمالی جیٹلینڈ علاقہ,آلبورگ
مغربی گنگا,کولر
ولکیش کاؤنٹی,ولکسبورو <OR> وِلکسبورو، شمالی کیرولائنا
کیگالے ضلع,کیگالے
لومبارڈ,میلان <OR> پاویا
مراد آباد ضلع,مراد آباد
سلانٹسیفسکی ضلع,سلانسی
اسفارۃ ضلع,اسفرا
فرانسیسی تیونس,تونس
ٹورس بی کمیونٹی,ٹورس بی
قشقند صوبہ,قرشی
امادور کاؤنٹی,جیکسن، کیلیفورنیا <OR> جیکسن
جاسپر کاؤنٹی، آئیووا,نیوٹن، آئی اے <OR> نیوٹن
سٹون وال کاؤنٹی، ٹیکساس,اسپرمنٹ
موئرا کا ضلع,کوبرا
میکڈونگ کاؤنٹی، الینوائے,میکومب، الینوائے <OR> میکومب
نیژنی نوگورود اوبلاست,گورکی <OR> نیژنی نوگورود
TS,حیدرآباد
ہیبیسکس کوسٹ لوکل میونسپلٹی,پورٹ شیپ اسٹون
ڈالمیشن,زادار
تارٹر رائےون,ترتر <OR> میر بشیر
چیٹھم کاؤنٹی، ٹینیسی,اشلینڈ سٹی
اوریکھیو ریون,اوریکھیو
میٹز-کیمپین کا ضلع,میٹز
بیل کاؤنٹی، کینٹکی,پائن ویل <OR> پائن ویل، کینٹکی
قدیم یہوداہ,یروشلم
کک کاؤنٹیز,شکاگو
شمالی سوماترا,میڈان
آذربائیجان عوامی حکومت,تبریز
عباسی سلطنت,بغداد <OR> سامرہ
وسطی افریقی,بانگی
گریکو لینڈ مشرقی,کوک اسٹڈ
ٹینگیپاہوا پیریش، لوئیزیانا,امائٹ، لوئیزیانا <OR> امیت <OR> ایمیٹ سٹی <OR> ایمیت سٹی، لوئیزیانا
ہوکلی کاؤنٹی، ٹیکساس,لیول لینڈ
گمینا کورزینا,کورزینا
لیٹن شائر,لیٹن <OR> لیٹن، نیو ساؤتھ ویلز
تیرووننملائی ضلع,تیرووننملاي <OR> تھروواننملاي
چلٹن کاؤنٹی,کلینٹن <OR> کلینٹن، الاباما
یمبول صوبہ,یامبول
ڈائی ویٹ,ہنوئی <OR> تھنگ لونگ
فریڈریشیا میونسپلٹی,فریڈریشیا
کولیر کاؤنٹی، فلوریڈا,مشرق نیپلز
فولٹن کاؤنٹی، اوہائیو,واؤسیون
وادی ڈاوسٹے,اوسٹا
بریانسک اوبلاست,بریانسک <OR> بےژیتسا
بونڈابرج علاقہ,بونڈابرج
کاپرس کوو، ٹیکساس,کوریل کاؤنٹی
جیپارا ریجنسی,جیپارا
اگنیبی,اگبوویل
سی سا کیٹ,سری سکیٹ
اسٹرلنگ (کونسل علاقہ),اسٹیرلنگ
شمالی کوسوو,کوسووسکا میترووِکا
این آرنڈل کاؤنٹی,اینپولس <OR> اینapolis، میری لینڈ
لیکوالا علاقہ,امپفونڈو
برونزوک-گروبن ہیگن,این بیک
ویب کاؤنٹی,لاریڈو <OR> لاریڈو، ٹیکساس
ہال کاؤنٹی، نیبراسکا,گرینڈ آئی لینڈ <OR> گرینڈ آئی لینڈ، نیبراسکا <OR> گرینڈ آئی لینڈ، نیبراسکا
گمینا نووی ٹارگ,نووی ٹارگ
رانسم کاؤنٹی,لزبن <OR> لزبن، شمالی ڈکوتا۔
اوداناد,ماویلیکارا
بورڈن کاؤنٹی,گیل <OR> گیل، ٹیکساس
این آرنڈل کاؤنٹی، میری لینڈ,اینپولس <OR> اینapolis، میری لینڈ
نیفتیویگانسکی ضلع,نیفتیویگانس
شارینٹ-انفریئر,لا روشیل
نیورز کا ضلع,نہ کبھی
ٹیلور کاؤنٹی، ٹیکساس,ابیلین، ٹیکساس <OR> ایبیلین
بوسنیا,سارایوو <OR> سراajevو
فاطمی,قاہرہ <OR> القاہرہ <OR> مہدیا
کوریاک اوکرگ,پالنا
ایل-ڈے-فرانس,پیرس
لونس-لے-سونیئر کا ضلع,لون-لے-سونیئر
گابون,لیبرویل
لوئر سبانسری ضلع,زیرو <OR> زیرو
فلائیڈ کاؤنٹی، کینٹکی,پریسٹنزبرگ <OR> پریسٹنزبرگ، کینٹکی
لداخی,لہہ
کینٹون آف سامر,سمر
یانسی کاؤنٹی,برنسویل <OR> برنسویل، شمالی کیرولائنا
پولک کاؤنٹی,بارٹو <OR> بارٹو، فلوریڈا
تونگوراہوا صوبہ,سان جوان ڈی امباتو
سیسونکے,ایکسوپو
ولگا بلغاریا,بلغر <OR> بولغار <OR> بولگر <OR> بولغار
قبرصی,نیکوسیا <OR> لیفکوشا
تورنسکی ضلع,تورنسک
عثمانی سلطان,استنبول <OR> استنبول
ڈچ نوآبادیاتی دور,جکارتہ
چوواش خودمختار سوویت سوشلسٹ جمہوریہ,چیبوکساری
منگ سلطنت,ننجنگ
سسیلیہ,پالermo
اٹالیڈ سلطنت,پرگامم
جیم ویلز کاؤنٹی,ایلیس، ٹیکساس <OR> ایلیس
باطنہ,سُہر
کیپ ورڈی,پریا <OR> پورٹو پرایا
اکولا ضلع,اکولا <OR> اکولا شہر
ٹریاونا میونسپلٹی,ٹریاونا
کافی کاؤنٹی، الاباما,ایلبا <OR> ایلبا، الاباما
ویگو کاؤنٹی,ٹیری ہاٹ
ہیلینسٹک دور,سیلوسیا
ایبوریجنل شائر آف ڈومادجی,ڈومادجی
سوفیا,صوفیہ شہر صوبہ <OR> صوفیہ شہر صوبہ
ویانا,پواٹیے
سلنگور,باتو تیگا <OR> شاہ عالم
جارجیا (ملک),تبلیسی
بیکول,لیگازپی شہر
روبیریزی ضلع,روبیریزی
بوسنیا-ہرزیگووینا,سارایوو
متحدہ,برلن
نام ویت,پانیو
ٹرگ کاؤنٹی,کادیز، کینٹکی <OR> کادیس
لحن-دل,ویٹزلر
اسکاٹ لینڈ کاؤنٹی، شمالی کیرولائنا,لورینبرگ <OR> لورینبرگ، شمالی کیرولائنا <OR> لورینبرگ، این سی۔
مُوربیہان,وینس کا ملک <OR> گوانید <OR> وانس
جنرل الویئر ڈپارٹمنٹ، مینڈوزا۔,جنرل الویئر <OR> جنرل الویئر
کول کاؤنٹی، میزوری,جیفرسن سٹی
اویلیانیدا ڈپارٹمنٹ، Río Negro.,چوئیل چوئیل
خارکیف اوبلاست,خارکیف <OR> خارکوف
گورودیتسکی ضلع,گورودیتس
بریجنو ضلع,بریزنو
ویومسی پیریش,ویومسی
کاسائی-اوکسیڈینٹل صوبہ,لولوابورگ <OR> کاننگا
بوٹینو کاؤنٹی، شمالی ڈکوتا,بوٹینو <OR> بوٹینو، شمالی ڈکوتا
گناؤارا,کیرنگ
نیژگورودسکایا,نیژنی نوگورودسکی
پننبرگ (ضلع),پننبرگ
پروویدنسکی ضلع,پرووڈینیا
غیر جانبدار میونسپلٹی,ریو ڈی جنیرو
بینٹون اسپورٹ,کیوسوکا، آئیووا <OR> کیوسوکا
شمالی پیونگ آن,سینوئیجو
شروپشائر میدان,شروسبری
دہومی,ابومیے
کانگو,ساؤ سالوادور
لوٹوشنسکی ضلع,لوٹوشینو
سیشلز,پورٹ وکٹوریہ <OR> وکٹوریا، سیچلز۔ <OR> وکٹوریہ
ڈبلن,بیلے آتا کلاہ <OR> ڈبلن شہر
رادومیشل ریجن,رادومیشل
برطانیہ,لندن <OR> لندن، انگلینڈ
کولوراڈو کاؤنٹی,کولمبس، ٹیکساس <OR> کولمبس
ٹیلفورڈ اور وریکن,ٹیلفورڈ
اسٹورفورس میونسپلٹی,اسٹورفورس
پیچنیا ضلع,ورنجے
ہیملٹن کاؤنٹی، انڈیانا,نوبلزویل، انڈیانا <OR> نوبلزویل
گلاسگو سٹی کونسل,گلاسگو
لاگو اگرئیو کینٹن,نیو لاجا
گواکارا میونسپلٹی,گواکارا
شیرک,گیومری <OR> لیننکان
الجزائر فرانسیسی,الجزائر <OR> الجزائر
بارنس کاؤنٹی,وادی شہر
سالٹ لیک کاؤنٹی، یوٹاہ,سالٹ لیک سٹی <OR> سالٹ لیک سٹی، یوٹاہ
پیمسکوت کاؤنٹی، میزوری,کاروتھرزویل <OR> کاروتھرزویل، میزوری
جیفرسن کاؤنٹی، نیبراسکا,فیربری
نیو لاریڈو میونسپلٹی,نیو لاریڈو
سلاگورودسکی ضلع,سلاگورود
سکومبیوس صوبہ,لاگو اگرئیو <OR> نیو لاجا
سین-ہومبرگ,ہومبرگ قلعہ
برک شائر کاؤنٹی، میساچوسٹس,پٹسفیلڈ <OR> پٹسفیلڈ، میساچوسٹس
مونٹگمری کاؤنٹی، کینٹکی,پہاڑ سٹرلنگ <OR> ماؤنٹ اسٹیرلنگ، کینٹکی
زمین سالزبرگ,سالزبرگ
ماشونالینڈ سینٹرل صوبہ,بندورا
برطانوی کالونیاں,لندن
ملوکی کاؤنٹی، وسکونسن,ملوکی <OR> ملوکی، وسکونسن
گورنو-بدخشاں خودمختار صوبہ,خورگ <OR> خورغ
کینٹون آف والنسول,ویلنسول
لیتے (صوبہ),ٹکلاوبان
مٹیگورڈا کاؤنٹی,بے سٹی <OR> بے سٹی، ٹیکساس
بونیر,کرالینڈیک
ایکن کاؤنٹی,ایکن، جنوبی کیرولائنا <OR> ایکن
لیمہی کاؤنٹی,سالمن <OR> سالمن، آئیڈاہو
مشرقی تیمور,دلّی <OR> دلی
فورٹ-ڈی-فرانس 7 واں کینٹ,فورٹ-ڈی-فرانس
منیا گورنریٹ,المنیا <OR> مینت خوفو
چکابوکو صوبہ,کولینا
والڈیویا صوبہ,والڈیویا
بیلونو کا صوبہ,بیلونو
وزکایا,بیلباؤ
بلغاریہ,تارنovo <OR> سریڈٹس <OR> سوفیا <OR> سوفیا <OR> جنوب مغربی صوفیہ <OR> سیرڈیکا <OR> صوفیہ <OR> ویلیکو ٹارنovo <OR> پلسکا <OR> تیرا نوو <OR> ترنوو <OR> صوفیہ شہر صوبہ
اوکساپامپا ضلع,اوکساپامپا
گیانا,جارج ٹاؤن <OR> کیین <OR> جارج ٹاؤن، برطانوی گیانا۔ <OR> جارج ٹاؤن، گیانا۔
شہر وڈونگا,وڈونگا
موگیلیو,موگیلیوف
برومزگروو ضلع,برومسگروو
سوردلوفسک اوبلاست,یکاترینبرگ <OR> یکاترینبرگ
ہوٹ-مارن,چومونٹ، ہوٹ-مارن۔ <OR> چومونٹ-ان-باسینی <OR> چومونٹ
پناما صوبہ,پاناما سٹی
شمسکی,شمسک
کاؤنٹس کاونٹی,کاؤناس شہر کی میونسپلٹی <OR> کاؤناس
باروا (کینٹن),باروا
کاسنارے,یوپال
سیسپلاٹین صوبہ,مونٹی ویڈیو
لا ریوجا صوبہ,لا ریوجا، ارجنٹائن۔ <OR> لا ریوجا
سیمفروپول میونسپلٹی,اقمیشکت <OR> سیمفروپول
مینڈیلیوفسکی ضلع,مینڈیلیئفسک
اسٹیوروپولسکی ضلع,تولیاتتی
سینٹ لوڈگر کی ایبے,ہلمسٹڈٹ
اوکونی کاؤنٹی,والہالا، جنوبی کیرولائنا <OR> والہالا
ترکمن,اشک آباد <OR> اشک آباد <OR> اشک آباد <OR> اشک آباد
پاجالا میونسپلٹی,پاجالا
ریڈ سی گورنریٹ,ہوگادا
فرمانگھ کاؤنٹی کونسل,اینن سکیلن
پورٹو ضلع,پورٹو
جوہر,جوہور باہرو <OR> جوہری بہرو
لارنس کاؤنٹی، پنسلوانیا,نیو کیسل، پی اے <OR> نیو کیسل
زویڈ-ہالینڈ,ڈین ہاگ <OR> دی ہیگ
ویجلے میونسپلٹی,ویجلے، ڈنمارک <OR> ویجلے
لی پیٹیو-کیویلی کا کینٹون,پیٹی-کیوویللی
پلاوا سلطنت,کانچی پورم
میڈیو تیجو,ٹومار
منسٹر,ماناستر <OR> بٹولا
مکینزی کاؤنٹی,واٹفورڈ سٹی
پلاوا,کانچی پورم <OR> کانچی
ماتسوے ڈومین,ماتسوے
گوتنگ صوبہ,جوہانسبرگ
ہیناؤٹ,مونز
گمنہ سٹارا کمیونیکا,اسٹارا کمیونیکا
کارڈیگنشائر,ایبریسٹوتھ <OR> ایبریسٹ وِتھ
کیانگسو,ننجنگ <OR> نanking
ل'آئلٹ ریجنل کاؤنٹی میونسپلٹی,سینٹ-جان-پورٹ-جولی
مویین-کاولی,گوئیگلو
کریک کاؤنٹی,ساپولپا <OR> ساپولپا، اوکلاہوما
نامنگان علاقہ,نامنگان
آبنرا میونسپلٹی,آبنروا <OR> آبنراؤ <OR> اپنریڈ
ریجیو,ریجیو دی کیلبریا
کاسٹیلا,برگوس
بیورگارڈ پیریش، لوئیزیانا,ڈی ریڈر
پوربا میدینی پور,تملوک
گجاپتی ضلع,پرلکھیمundi <OR> پیرالکھیمونڈی
پنجاب صوبہ,لاہور
اکسائی سکائی ضلع,اکسائی
اوورایسل,زوولے
ویباو کاؤنٹی، مونٹانا,ویباوکس
ڈاوسن کاؤنٹی، مونٹانا,گلنڈائیو
کوئلہ کاؤنٹی، اوکلاہوما,کوئلہ گیٹ
ہلابیسا مقامی بلدیہ,ہلابیسا
برطانوی صومالی لینڈ پروٹیکٹوریٹ,برابرہ
بی آئی ایچ,سارایوو
ضلع مرکزی,پاناما سٹی
ڈول-ڈے-برٹین کا کینٹون,ڈول-ڈے-برٹین
سفید نیل (ریاست),رابک
زلا,زالایگرسزگ
بٹلر کاؤنٹی، نیبراسکا,ڈیوڈ سٹی
جنوب مشرقی سلاویسی,کنداری
اوماہیکے,گوبابیس
شمالی ڈوینا گورنری,ویلیکی اوستیگ
فولٹن کاؤنٹی، کینٹکی,ہکمن، کینٹکی <OR> ہکمن
کیمبل کاؤنٹی، وائیومنگ,جیلیٹ، وائیومنگ <OR> جلیٹ
میتراکا,واللبھی
ہیلونگ جیانگ,ہاربین
اہل صوبہ,اناؤ <OR> اناؤ
تُپکَرَگان ضلع,فورٹ شیوشینکو
سود-کوموے,ابوئسو
ہاردوک ریون,ہرادوک
سان سلواڈور ڈیپارٹمنٹ,سان سلواڈور
شیریڈن کاؤنٹی، مونٹانا,پلانٹی ووڈ
خوربگا صوبہ,خوربگا
مونٹی نیگرو,پودگوریکا
وین کاؤنٹی، اوہائیو,ووسٹر، اوہائیو <OR> ووسٹر
بولبیک کا کینٹن,بولبیک
کراسنوبرسکی ضلع,کراسنوبرسک
میٹروپولیٹن بارو آف روترہم,روتھرہم دیہی ضلع <OR> روتھرہم
آسٹریا-ہنگری,ویانا
ٹولومنے کاؤنٹی,سونورا <OR> سونورا، کیلیفورنیا۔
آرلشیم ضلع,آرلشائم
ڈی سوتو کاؤنٹی,آرکیڈیا <OR> آرکیڈیا، فلوریڈا
لاطینی یونان,استنبول
شمالی چونگچونگ صوبہ,چونگجو
جنوبی نائیجیریا کا تحفظاتی علاقہ,لاگوس
سیمفروپول ریون,اقمیشکت <OR> سیمفروپول
مشرقی رومی,استنبول
قرغزستان ایس ایس آر,بشکیک <OR> فرونز
گلیڈز کاؤنٹی، فلوریڈا,مور ہیون <OR> مور ہیون، فلوریڈا
ادریجا کی بلدیہ,ایدریجا
مٹجبھنگ لوکل میونسپلٹی,خوش آمدید۔
امبریا,پیروگیا
کودیمکارسکی ضلع,کودیمکار
ہارٹفورڈ کاؤنٹی، کنیکٹیکٹ,ہارٹفورڈ، کنیکٹیکٹ <OR> ہارٹفورڈ
ماریانا جزائر,سائیپان
ایل مور کاؤنٹی، آئیڈاہو,پہاڑی گھر
گیلزپی کاؤنٹی، ٹیکساس,فریڈریکسبرگ <OR> فریڈرکسبرگ، ٹیکساس
شائر آف باو باو,وارراگل
خاصاویورتوفسکی ضلع,خاصاویورت
جیوڈتھ بیسن کاؤنٹی، مونٹانا,اسٹینفورڈ <OR> سٹینفورڈ، مونٹانا۔
فریمانٹ کاؤنٹی,لینڈر، وائیومنگ <OR> لینڈر
ڈچ آدمی,دی ہیگ <OR> ایمسٹرڈیم
نِزْنِیْلِمْسْکِی ضِلع,ذیلزنوگورسک-ایلیمسکی
البرٹا ٹرانسپورٹیشن,ایڈمنٹن، البرٹا <OR> ایڈمنٹن
نوکس کاؤنٹی، الینوائے,گیلزبرگ، آئی ایل <OR> گیلزبرگ
بوسپوران بادشاہ,پانٹیکاپیئم
لاچلن شائر,کونڈوبولن
ویلیوئسکی ضلع,ویلیوئسک
مونٹے پارٹیڈو,سان میگوئل ڈیل مونٹے
پاساؤ (ضلع),پاساؤ
سلونیم ضلع,سلونیم
ویلیکاؤسٹیوگسکی ضلع,ویلیکی اوستیگ
کابل صوبہ,کابل شہر <OR> کابل شہر <OR> کابل
ایدا میونسپلٹی,شارلٹنبیرگ
اٹھنگولو,ریچرز بے
ڈیوس کاؤنٹی,فارمنگٹن <OR> فارمنگٹن، یوٹاہ
سمر,بورونگان
قرغز سوویت سوشلسٹ جمہوریہ,بشکیک
راولنس کاؤنٹی، کنساس,ایٹ ووڈ
رائن-نیکر,ہائیڈلبرگ
مانڈلے ڈویژن,منڈلے
چوکوتسکی ضلع,لاورینتیا
ایلمیٹ,باروک ان ایلمیٹ <OR> باروک
ویئرزین (ضلع),ویئرزن
یوکرینی سوویت سوشلسٹ ریپبلک,کیف <OR> کیف
سیراکوزا,سیرکیوز <OR> سیراکیو سے، سسلی۔ <OR> سیرکیوز
برگنڈی,ڈیجون
شمالی قبرص,نیکوسیا <OR> لیفکوشا <OR> لیفکوشیا
کو-کاما مقامی بلدیہ,کریڈو
بامیان,بامیان
الاپوزھا ضلع,الاپوزھا <OR> الپی <OR> الاپوزھا <OR> الاپوزھا
الیزابیت پول گورنریٹ,یلیزاویٹپول <OR> گنجہ <OR> ایلزابت پول
شکی,شکی <OR> شکی <OR> شکی، آذربائیجان <OR> نُخا <OR> شکی
کُوچیچنگ کاؤنٹی، مینیسوٹا,بین الاقوامی آبشار
تننتھری ڈویژن,داوی <OR> تاؤوی
وائیکاتو ریجن,ہیملٹن سٹی
ایلیو ضلع,ایلیو
ہارنی کاؤنٹی,برنز، اوریگون <OR> جلن
نوگرا,بالاگuer
ایٹروسکن,ویلزنا
الپینا کاؤنٹی,الپینا، ایم آئی <OR> الپینا
سود چچاس صوبہ,تُپیزا
گمینا مشزانہ ڈولنا,میزانا ڈولنا
یونین کاؤنٹی، جنوبی کیرولائنا,اتحاد <OR> یونین، جنوبی کیرولائنا
بخماچ ریون,بخماچ
پالم بیچ کاؤنٹی,ویسٹ پام بیچ <OR> ویسٹ پام بیچ، فلوریڈا
والڈشوٹ (ضلع),والڈشوٹ
مغل بادشاہوں,آگرا
ازور جزائر,پونٹا ڈیلاگدا
کینی کاؤنٹی,بریکٹ ویل
اڈیغیہ,مے کوپ ریپبلکن شہری اوکرگ <OR> مے کوپ
سری لنکا,سری جے وردن پورہ-کوٹّے <OR> سری جے وردن پیرا کوٹّے <OR> کوٹے <OR> سری جے وردھن پورہ کوٹّے <OR> سری جے وردن پورہ کوٹّے <OR> کولمبو
بہیرہ,ہرموپولیس پاروا
گریسا کاؤنٹی,گریسا
کلاٹسوپ کاؤنٹی,اسٹوریہ <OR> اسٹوریا، اوریگون <OR> اسٹوریا، او آر۔
ابروتزی,لاکیلا <OR> ایکیلا
وینڈا,تھوہوینڈو
بیلرڈ کاؤنٹی,وکلیف، کینٹکی <OR> وِکلیف
اولبیا-ٹیمپیو کا صوبہ,اولبیا
بندا محکمہ,لا باندا
آسٹریا-ہنگری سلطنت,ویانا
ریکلنگ ہاؤزن ضلع,ریکلنگ ہاؤزن
زخریپ,ٹرامپسبرگ
چو لیٹ کا ضلع,چولٹ
میری لینڈ,اینپولس <OR> اینapolis، میری لینڈ <OR> اینرپولس میری لینڈ
چرخلیق,روکیانگ ٹاؤن <OR> قارقلیک
گیا لائی صوبہ,پلیکُو
ورڈن کا ضلع,ورڈن
گریہم کاؤنٹی، ایریزونا,سافورڈ
کوتانس کا ضلع,کوتانس
جنوبی افریقی جمہوریہ,پریٹوریا
ارویکا میونسپلٹی,ارویکا
یورپ,اسٹراسبرگ
کیمروفو اوبلاست,کیمروفو
میازا کی پریفیکچر,میازا کی <OR> میازا کی، میازا کی۔ <OR> میازا کی شہر
محمرہ,خرمشہر
تاجک,دوشنbe <OR> اسٹالن آباد
چافی کاؤنٹی، کولوراڈو,خروج
جنوبی پیونگ آن صوبہ,پیونگ سونگ
جبوتی,جبوتی علاقہ <OR> جبوتی (شہر) <OR> جبوتی شہر <OR> جبوتی علاقہ
آسٹریا ہنگری سلطنت,بوداپسٹ
مینارڈ کاؤنٹی,پیٹرزبرگ <OR> پیٹرزبرگ، الینوائے
نچلے ممالک,برسلز
شین سلطنت,چانگ'an
جنوب مغربی برطانیہ,برسٹول
کیمبریا کاؤنٹیز,ایبنسبرگ
سونیت پور ضلع,تیزپور
کبیر دھم,کوارڈھا
ہڈ ریور کاؤنٹی، اوریگون,ہڈ ریور
جنوبی وفاقی ضلع,روستوف-نا-ڈون <OR> روستوف <OR> روستوف-آن-ڈون
ڈراوگراڈ کی میونسپلٹی,ڈراوگوارد
سکون ناخون صوبہ,سکون ناخن <OR> سخن نکہن
پولاسکی کاؤنٹی,لٹل راک، آرکنساس <OR> لٹل راک
کلا لم کاؤنٹی,پورٹ اینجلس <OR> پورٹ اینجلس، WA
راسکازوفسکی ضلع,راسکازوو
ویلٹز (کینٹن),ویلٹز
ویک کاؤنٹی,رالیگ <OR> رالی، این سی۔
سلیٹ خطہ,سلہٹ
ویسٹ لاک کاؤنٹی,ویسٹ لاک
ایڈمز کاؤنٹی، اوہائیو,ویسٹ یونین
جرابلس ضلع,جرابلس
رومانیا,بخارست <OR> بخارست
ایستبان ایچیوریہ پارٹی,مونٹے گرینڈے
برزیینی کاؤنٹی,بریزینی
پاؤل کاؤنٹی,اسٹینٹن، کینٹکی <OR> اسٹینٹن
کاباردینو-بالکار جمہوریہ,نالچک
آرکاشون کا ضلع,آرکاشون
سالٹ لیک کاؤنٹی,سالٹ لیک سٹی، یو ٹی <OR> سالٹ لیک سٹی <OR> سالٹ لیک سٹی، یوٹاہ
کیرول کاؤنٹی، الینوائے,پہاڑ کیرول <OR> ماؤنٹ کیرول، الینوائے
ترک اوبلاست,ولادی قفقاز
ماریون کاؤنٹی، آرکنساس,یل ویل <OR> یل ویل، آرکنساس
ذاتی اتحاد,اسٹاک ہوم
دوسری پولش جمہوریہ,وارسا
نیری کاؤنٹی,نیری
زنویمو ضلع,زنا ئم <OR> زنویمو
فائٹ کاؤنٹی، الینوائے,وانڈالیا
بئیچ کاؤنٹی,بیئچ
لاپورٹ کاؤنٹی,لاپورٹ، انڈیانا <OR> لاپورٹ
گالیٹن کاؤنٹی، الینوائے,شاونٹاؤن
کیمپو ڈی جبرالٹر,الجزیرس
موریس کاؤنٹی، کنساس,کونسل گروو
مارکیٹ کاؤنٹی، وسکونسن,مونٹیلو
غنا,اکرا
کیجنوجو ضلع,کیجنوجو
ترک اور کیکوس جزائر,کاکبرن ٹاؤن
ڈونٹسک پیپلز ریپبلک,ڈونٹسک
اُکایالی علاقہ,پوکالپا
داغستان اے ایس آر,ماخاچکالا
ایگبو لینڈ,اینوگو
ہیریسن کاؤنٹی، ٹیکساس,مارشل <OR> مارشل، ٹیکساس
ماسکو اوبلاست,ماسکوفسکی <OR> ماسکو <OR> کراسنوگورسک <OR> ماسکو <OR> کراسنوگورسک، ماسکو اوبلاست۔
بستر,جگدلپور
آسٹریا-ہنگری,بوداپسٹ <OR> ویانا <OR> ویانا کا
شمال مشرقی لنکن شائر,گریمسبی، انگلینڈ <OR> گریٹ گرimsby <OR> گریمسبی
وکٹوریا کاؤنٹی، ٹیکساس,وکٹوریہ، ٹیکساس <OR> وکٹوریا، ٹیکساس <OR> وکٹوریہ
نوردساکسن,ٹورگاؤ
ٹوٹیمنسکی ضلع,ٹوٹما
سری لنکا,کولمبو
انٹرلاکن-اوبرہاسلی انتظامی ضلع,انٹرلاکن
لیانٹونڈے ضلع,لیانٹونڈے
خانتی-مانسیسکی ضلع,خانتی مانسیسک
پروینس آف پیازنزا,پیازنزا
گریڈی کاؤنٹی,چکاشا، اوکلاہوما <OR> چکاشا
نیترہ کاؤنٹی,نیترہ
ایگوز ضلع,ایگوذ
نوبل کاؤنٹی,کالڈویل <OR> کالڈویل، اوہائیو
ماسوینیا وویوڈشپ,وارسا
فلمش علاقہ,برسلز
روک,سیول
اورکادیائی,کرک وال
سرخان دریا علاقہ,ترمذ <OR> ترمذ
جھارکھنڈ تحریک,رانچی
کاؤنٹی کارک,کورک شہر
میٹروپولیس آف لیون,لیون
ڈوبنو ریجن,ڈوبنو
کائلالی ضلع,ڈھنگادی
Puerto Cabello میونسپلٹی,پورٹو کیبیلو
گورگان کاؤنٹی,گورگان
ہیوز کاؤنٹی، اوکلاہوما,ہولڈن ویل
کوآہuila اور ٹیکساس,سالتیلو <OR> مونکلووا
فریسیان,لیووارڈن
کاربونیا-اگلیسیاس کا صوبہ,کاربونیا
ماچاکوس کاؤنٹی,ماچاکوس
باسٹروپ کاؤنٹی، ٹیکساس,باسٹروپ، ٹیکساس <OR> باسٹروپ
ویرا کروز,خوشبو
برووری ریون,برووری
شمالی سینائی گورنریٹ,عارش
سورینام دریا,پیرا ماربو
الپینا کاؤنٹی، مشی گن,الپینا
سامانیڈ,بخار <OR> بخارا
کُلُوب صوبہ,کلیاب <OR> کُلُوب
پیٹالووسکی ضلع,پیٹالوو
کینٹون آف گرینڈ-بورگ,گرینڈ-بورگ
ملائیتیو ضلع,ملائیتیو
شیننڈوآہ کاؤنٹی,وڈسٹاک <OR> وڈسٹوک، ورجینیا
