source,target
فورموسن,ہکا
سویڈن اور ناروے کے درمیان اتحاد,سویڈش <OR> ناروے
لوویا,فننش
برکینی Faso,فرانسیسی
کورپو,سویڈش <OR> فن لینڈ
بہامہ جزائر,انگریزی
پی آر,ہسپانوی
جوکموک کمیونٹی,سویڈش <OR> سامی
موناکوئی,فرانسیسی
ملائیشیا,معیاری ملائی <OR> انگریزی زبان <OR> انگریزی <OR> ملائیشی زبان <OR> ملائی <OR> ملائی زبان <OR> ملائیشی زبان <OR> بہاسا ملیشیا <OR> انگلوفون
مشہد,فارسی زبان <OR> فارسی <OR> فارسی زبان
پیلکوسیننیمی,فن لینڈ
فریسیا,ڈچ <OR> فریسیان
میرسکیلا,سویڈش
برن,فرانسیسی
ساوائے,فرانسیسی
سالوں، فن لینڈ,فننش
بعد کی جین سلطنت,چینی
ساریجاروی,فننش
آزاد ریاست,ڈچ
سیلنجر وی,فن لینڈ
فرانسیسی گیاناوی,فرانسیسی
سینٹ مارٹن,انگریزی <OR> ڈچ <OR> ڈچ زبان
مالدووا,رومانیائی
منچو,چینی <OR> منچو <OR> منگولیائی
سونی,فننش
ہسپانوی ٹیکساس,ہسپانوی
پلاو,انگریزی <OR> پلاوان
لیس بوا,فرانسیسی
صافٹ,امازigh
سسمä,فننش
ٹرینٹینو-الٹو ایڈجے,اطالوی زبان <OR> اطالوی
برسلز-کیپیٹل ریجن,ڈچ <OR> فرانسیسی <OR> فرینکوفون
پاکستان مقبوضہ کشمیر,اردو
آر ایس کے,سرب <OR> سربیائی
شمالی کوریا,کوریائی زبان <OR> ہانگول <OR> شمالی کوریا <OR> کورین
اکدیائی,آشوری
اُرجلا,فن لینڈ
آرمنو,آرمینیائی
سورسیلے میونسپلٹی,سویڈش <OR> سامی
استوائی گنی,ہسپانوی <OR> فرانسیسی <OR> پرتگالی <OR> ہسپانوی زبان <OR> پرتگالی زبان <OR> فرینکوفون
یوراگوئے,ہسپانوی
آپپلاٹو، قوجالک۔,گرین لینڈ کی زبان
کامیورینو,اطالوی
جنوبی ٹیرول,اطالوی زبان <OR> اطالوی <OR> جرمن زبان <OR> جرمن زبان
لاویا، فن لینڈ,فننش
لا ریوجا (اسپین),ہسپانوی
اسٹورومن میونسپلٹی,سویڈش
کچن,کچن ریاست
نیوفاؤنڈ لینڈ اور لیبراڈور,انگریزی
کوموروس,کوموری زبان <OR> فرانسیسی <OR> شیکوموری
گنی,فرانسیسی <OR> پرتگالی <OR> فرانسیسی زبان <OR> فرینکوفون <OR> فرینکوفون
گگاؤزیا,روسی
اوتاجاروی,فننش
آذربائیجانی,آذری <OR> روسی <OR> آذربائیجانی زبان
ساوکووسکی,فننش
باربادیائی,انگریزی
خانتی–مانسی خود مختار اوکرگ,روسی <OR> منسی زبان
میکسیکن ٹیکساس,ہسپانوی
فرانسیسی گیانا,فرانسیسی
نافاروہ,ہسپانوی <OR> باسکی زبان <OR> باسک
پٹکیرن جزائر,انگریزی زبان <OR> انگریزی <OR> پٹکرن
پیرائینن,فننش
اولمپک تحریک,انگریزی <OR> فرانسیسی
ایلن وینن,مینکس گیلیک <OR> مینکس زبان <OR> مینکس
حیدرآباد، بھارت,تیلگو زبان <OR> تیلگو زبان <OR> اردو <OR> اردو زبان <OR> تیلگو <OR> تیلگو زبان
سوویت,روسی زبان <OR> روسائزڈ <OR> روسی زبان <OR> عظیم روسی <OR> روسی <OR> روسی زبان
وہاکیرو,فننش
NS,انگریزی
اندرے,ہندی <OR> ہندی زبان
مڈل ٹاؤن، کنیکٹیکٹ,انگریزی
اے جے کے,اردو <OR> انگریزی
ہسپانوی تاج,ہسپانوی
آراگونی تاج,کاتالان
انٹیلیس,انگریزی <OR> ڈچ <OR> پاپیامینتو <OR> پاپیامینتو
سوی خاندان,چینی
جرسی,فرانسیسی
واسا,سویڈش <OR> فننش زبان <OR> سویڈش بولنے والا <OR> فننش
آرے میونسپلٹی,سویڈش
اُدْمُرْت خود مختار علاقہ,روسی
مونٹانا,انگریزی <OR> انگلوفون
سکھا (یاکوتیا) جمہوریہ,روسی
پاناما,ہسپانوی زبان <OR> ہسپانوی <OR> ہسپانوی زبان <OR> ہسپانوی <OR> کاسٹیلیائی
اکا,فننش
سوشلسٹ سوویت جمہوریہ ابخازیا,روسی
جبوتی,فرانسیسی
پارگاس,سویڈش <OR> فن لینڈ
کاباردینو-بالکار جمہوریہ,کراچائی-بالکار <OR> کاباردین <OR> روسی
کروکوم میونسپلٹی,سویڈش
اودمورتیا,روسی
پیرو,ہسپانوی
جزائر مالویناس,انگریزی
کینیڈین فیڈریشن,فرانسیسی
سنبیر,یوکرینی
فن لینڈ کی سرحد,سویڈش <OR> فننش
پاپوا,انگریزی <OR> ٹوکی پسن
نگورنو-کاراباخ,آرمینیائی
جنوب مشرقی نائجیریا,ایگبو
پان سائپریئن یونین آف کیمسٹس,یونانی <OR> یونانی زبان
برونائی دارالسلام,انگریزی <OR> ملائی
شمالی کوسوو,صربی <OR> سربیائی سرائیکی
ویٹزیکون,جرمن زبان
چینی قنگ سلطنت,چینی
برگا,سویڈش
جنوبی ویتنام,ویتنامی
مڈغاسکر کا,مالاگاسی <OR> فرانسیسی
ٹورنیو,فن لینڈ
وینیشین,اطالوی <OR> لاطینی
ہاپارندا,سویڈش <OR> فننش
ویتنام,ویتنامی تحریر <OR> ویتنامی زبان <OR> ویتنامی بولنے والا <OR> ویتنامی زبان <OR> ویتنامی <OR> ویتنامی زبان <OR> ویتنامی
کومور جزائر,کوموری <OR> فرانسیسی <OR> شیکوموری
سی ایس ٹی او,روسی
نیوے,نیوین
ماری ایل جمہوریہ,میڈو ماری <OR> روسی <OR> ماری
بیساؤ-گنیائی,پرتگالی
خیوا,ازبک
بہاماس,انگریزی
بنگکولو صوبہ,انڈونیشیائی <OR> انڈونیشیا
لاپوا، فن لینڈ۔,فننش
ہلمند صوبہ,دری
یہودی خود مختار علاقہ,ہیبرو <OR> روسی
آخری رومی سلطنت,یونانی <OR> لاطینی
ہارتولا,فننش
مکاؤ خصوصی انتظامی علاقہ,چینی <OR> پرتگالی
اجزا ممالک,ڈچ
فرانسیسی جنوبی علاقے,فرانسیسی
آراگونی سلطنت,کاتالان
ویلمنسٹرانڈ,فن لینڈ
حیدرآباد، تلنگانہ,اردو <OR> تیلگو <OR> اردو زبان
قرہ باغ,آرمینیائی
محوس,فننش
نیو اسکاٹ لینڈ,انگریزی
فری بُرگ,فرانسیسی <OR> جرمن زبان
ناؤروان,انگریزی <OR> ناؤرو زبان
بین الاقوامی شوقیہ ایتھلیٹکس فیڈریشن,انگریزی
سورینامی,ڈچ
راوما,فن لینڈی بولیاں <OR> فننش زبان <OR> فننش
برطانوی فلسطین,ہیبرو
غیر مقبوضہ فرانس,فرانسیسی
وینیزیا ٹرائیڈنٹینا,اطالوی
فرانسیسی گیانا,فرانسیسی زبان <OR> فرانسیسی
ایران,جدید فارسی <OR> فارسی بولنے والے <OR> درمیانی فارسی <OR> دری <OR> فارسی زبان <OR> فارسی زبان <OR> پہلوانی <OR> فارسی زبان <OR> نیا فارسی <OR> پارسی <OR> پرانا فارسی <OR> فارسی زبان <OR> فارسی <OR> فارسی
وینزویلا,ہسپانوی زبان <OR> ہسپانوی <OR> ہسپانوی زبان <OR> کاسٹیلیانو <OR> وینزویلا کی اشاروں کی زبان <OR> کاسٹیلیائی <OR> ہسپانوی
بائبل کے ترجمے ایسپرانتو میں,ایسپرانتو
جنیوا,فرانسیسی
روسی آرتھوڈوکس,چرچ سلاوونک
ملٹیہ، فن لینڈ۔,فننش
ہیلسنکی,سویڈش <OR> سویڈش بولنے والا <OR> فن لینڈ <OR> سو. <OR> فننش زبان
پرمی کرائی,روسی
RA,آرمینیائی
فلیمنش,ڈچ <OR> ڈچ زبان <OR> فرانسیسی <OR> ڈچ زبان
ٹیووالکوسکی,فننش
کیورویسی,فن لینڈ
مونیو,فننش
ہانگ کانگ,انگریزی
علاویسکا,فننش
ایسٹر جزیرہ,ہسپانوی <OR> راپا نui زبان
ڈچ اینٹیلیز,ڈچ
NJ,انگریزی
سیواسٹاپول,یوکرینی <OR> روسی <OR> RU
آراگون,ہسپانوی زبان <OR> ہسپانوی <OR> آراگونیسی <OR> ہسپانوی زبان <OR> کاتالان
کاؤسٹینن,فننش
کینٹون برن,فرانسیسی
فریسیان,مغربی فریزیان <OR> ڈچ
کاتالونیا,کاتالان زبان شناسی <OR> کاتالان زبان <OR> کتالان <OR> کاتالان زبان <OR> کاتالان زبان <OR> کاسٹیلیائی <OR> ہسپانوی زبان <OR> ہسپانوی <OR> قدیم کیٹلان <OR> والینسیائی <OR> ہسپانوی زبان <OR> آرانیس <OR> کاتالان زبان <OR> کاتالان فیلولوجی <OR> آرانیس لہجہ <OR> کاتالان زبان <OR> کاسٹیلیائی ہسپانوی <OR> کاتالان <OR> کاتالونیائی
تہیتی,فرانسیسی
وسطی بروسلز,ڈچ <OR> فرانسیسی
سوویت حکومت,روسی
مغربی جارجیائی,جارجیائی
روسی سوویت فیڈریٹڈ سوشلسٹ ریپبلک,روسی
جنیوا کینٹون,فرانسیسی
وینیشین,اطالوی شکل میں <OR> معیاری اطالوی <OR> اطالوی شکل میں <OR> اطالوی <OR> وینیشین زبان <OR> لاطینی <OR> اطالوی شکل میں <OR> وینیسی زبان
منچو,سادہ چینی <OR> چینی <OR> منگولین
کاسوبیا,کاشوبیائی
بینن,فرانسیسی زبان <OR> فرانسیسی
جھارکھنڈ,ہندی <OR> ہندی <OR> ہندی زبان <OR> معیاری ہندی
کیپ ورڈی جزائر,پرتگالی
کینٹن ٹیسینو,اطالوی زبان <OR> اطالوی
ڈی آر سی,فرانسیسی
ٹرینا کریا,یونانی
لوسرن,جرمن زبان <OR> DE <OR> جرمنائزڈ
پیٹروزاوڈسک,روسی زبان <OR> روسی
نوو روسیہ (وفاق),یوکرینی <OR> روسی
لوہانسک علاقہ,یوکرینی <OR> روسی
دہلی,معیاری ہندی <OR> انگلو <OR> اردو <OR> انگریزی <OR> انگریزی زبان <OR> پنجابی <OR> ہندوستانی <OR> ہندی <OR> ہندی زبان
سلطنتی روم,یونانی
ریوکیو جزائر,ریوکیوان
فرانسیسی جمہوریہ,فرانسیسی
کومورین,کوموری
جاپان,قومی زبان <OR> گریٹر جاپان ٹوکیو بیس بال کلب <OR> جاپانی زبان <OR> جاپانی زبان <OR> جاپانی زبان <OR> جاپان
زھوٹی وڈی,یوکرینی <OR> روسی
ریباگورزا,کاتالان <OR> معیاری کیٹلان
مڈل ٹاؤن، کنیکٹیکٹ,انگریزی
کاؤنٹی کارک,قدیم انگریزی <OR> آئرش زبان <OR> انگریزی <OR> قدیم آئرش <OR> گیلک <OR> آئرش گیلیک <OR> آئرش <OR> جدید آئرش
صربیا اور مونٹی نیگرو,سربیائی
کیوبیکوئس,فرانسیسی
کرونوبی,سویڈش <OR> فننش
صربی عیسائی خانقاہیں,چرچ سلاوونک
مالدیوی,دھِوِہی
مغربی جرمنی,جرمن زبان <OR> جرمن زبان
آشوری,آشوری <OR> اکدی زبان <OR> اکدیائی <OR> آرامی
پیئرنے,فرانسیسی
ہلمند,دری
کوسامو,فننش
اوسترسند میونسپلٹی,سویڈش
پومارکو,فننش
جدید یونانی,قبرصی <OR> البانیہ <OR> قبرص <OR> یونان
بی جی,بلغاریائی
یوکرینی جمہوریہ,یوکرینی
تالوسا,ٹالوسان
کارتیجینیوں,پونک
سوماترا اتھرا,انڈونیشیائی <OR> انڈونیشیا
وسطی ویساياس,انگریزی <OR> سیبوئانو <OR> فلپینی <OR> سیبوانو زبان
بین الاقوامی فوجداری عدالت,فرانسیسی
وینیشین جمہوریہ,اطالوی <OR> لاطینی
اے پی,تیلگو
بلغاری عیسائی,بلغاری زبان <OR> بلغاریائی
نیڈر لینڈر,ڈچ
کویوپیو,فننش زبان <OR> فننش
ایزابیل,ہسپانوی
اڈمُرتیا,اودمُرت <OR> اودمُرٹ <OR> روسی
پٹکیرن جزیرہ,انگریزی <OR> پٹکرن
مغربی یوکرین,یوکرینی
کومی جمہوریہ,روسی <OR> کومی
ا ور-او-مار,پرتگالی
ٹرینیڈاد اور ٹوباگو,انگریزی
ٹولمیزو,اطالوی
فلیمنگ بیلجیم,ڈچ
بیلاروس ایس ایس آر,روسی
نارویج,نائنورک <OR> سامی زبانیں
جنیوا، سوئٹزرلینڈ,فرانسیسی زبان <OR> فرانسیسی
تیروو,فننش
ہوائی,ہوائی زبان <OR> ہوائی
کیراوا,فن لینڈ
گاڑی,سانگو <OR> فرانسیسی <OR> سانگھو
قرغیز جمہوریہ,قرغیز <OR> روسی
ڈوروتیا میونسپلٹی,سویڈش
برکینا فاسو,فرانسیسی زبان <OR> فرینکوفون <OR> فرانسیسی <OR> فرینکوفون
ایتھوپیا,امہاریق <OR> امہاری زبان
نوسیائین,فننش زبان
ویلز,ویلش زبان <OR> قدیم ویلز <OR> ویلش زبان <OR> جدید ویلزئی <OR> انگلیشائزڈ <OR> انگلیشائزڈ <OR> انگریزی زبان <OR> انگریزی <OR> ویلش <OR> ویلش زبان میں <OR> انگلوفون <OR> سائمرگ <OR> ویلش بولنے والا <OR> ویلش بولنے والا
ہاپاجاروی,فن لینڈ
کنولا,فننش
پولویجاروی,فن لینڈ
جنوبی جارجیا,انگریزی زبان <OR> انگریزی
نیو گنی,ٹوکی پسن
سینٹ پیئر اور میکولن کی علاقائی کمیونٹی,فرانسیسی
ترکمانستان,ترکمن <OR> روسی زبان <OR> روسی
ڈائی ویٹ,ویتنامی
لولیؤا میونسپلٹی,سویڈش
مےرین,فرانسیسی
پاناما,ہسپانوی <OR> ہسپانوی
ورڈو,سویڈش
کانگاسنییمی,فننش زبان <OR> فننش
چیچنیا,چیچن <OR> روسی <OR> روس
یورپی اقتصادی کمیونٹی,فرانسیسی
روس,یوکرینی <OR> چرکسی <OR> فننش <OR> اوسیتک <OR> قدیم روسی <OR> ادغے <OR> کراچائی-بالکار <OR> خاکاس <OR> آذری <OR> روسی زبان <OR> باشقورت <OR> روسی <OR> انگوش <OR> تاتاری زبان <OR> سویڈش <OR> روسی زبان <OR> اودمُرت <OR> خکاس زبان <OR> RU <OR> چیچن <OR> لیزگیان <OR> روسی زبان <OR> نوگائی <OR> روس <OR> ایرزیا زبان <OR> میڈو ماری <OR> مکsha <OR> کریمی تاتار <OR> باشقیر <OR> کالمک <OR> مکشاں <OR> ایرزیا <OR> تاتاری زبان <OR> پولش زبان <OR> بوریات <OR> ٹیوان <OR> اگول <OR> ابازا <OR> کومی <OR> اوسٹیٹ <OR> ماری <OR> اوسیتین <OR> تووان <OR> پولش <OR> کاباردین <OR> اگھول <OR> پولش زبان <OR> تاتار <OR> کومیق <OR> اوار <OR> کومی زبان
کمیسیون برائے زبان فلپائنی,فلپینی <OR> تگالوگ
اسٹیوروپول کرائے,روسی
آئی سی اے او,روسی
اومیå میونسپلٹی,سویڈش
لومبارڈز,لاطینی
مستریٹا,اطالوی
مونٹسرات,انگریزی زبان
برطانیہ,انگریزی
ایلیس,انگریزی
اچیہ,انڈونیشیائی <OR> انڈونیشیا
سینٹ مارٹن,ڈچ
مالی,فرانسیسی زبان <OR> فرانسیسی زبان <OR> فرانسیسی <OR> فرینکوفون
پروومائسکی ضلع,روسی
زامبیا,انگریزی <OR> انگلوفون
نائجر,فرانسیسی
بینکولن,انڈونیشیائی <OR> انڈونیشیا
ہوائی,انگریزی زبان <OR> انگریزی <OR> مقامی ہوائی <OR> ہوائی زبان <OR> ہوائی زبان <OR> ہوائی
پرتگالی کی بورڈ لے آؤٹ,پرتگالی زبان
تیمور,ٹیٹم <OR> ٹیٹون <OR> پرتگالی
اسکاٹش,انگریزی زبان <OR> انگریزی
آئیوریائی,فرانسیسی
سیشلز,انگریزی <OR> فرانسیسی <OR> سیچلویس <OR> سیچلوی کریول <OR> سیسلوہ <OR> سیسلووا
روئل 22E ریجمنٹ,فرانسیسی
موٹی محل,اردو
مالدیپ,مالدیوی زبان <OR> دھِوِہی <OR> دھِوِہی <OR> دیوہی زبان <OR> ڈی وی <OR> دھِیوی ہی زبان <OR> دھِوِہی زبان <OR> مالدیوی <OR> دیوہی زبان <OR> دیوہی
سلطنتی دور,یونانی <OR> لاطینی
اجتماعی سلامتی معاہدہ تنظیم,روسی
کک جزائر,انگریزی
سویڈش سلطنت,سویڈش
ریونلاhti,فن لینڈ
زمبابوے,وینڈا زبان <OR> ٹسونگا <OR> چیتونگا <OR> شونا <OR> تسوانا <OR> سوتھو <OR> ہیک ویئر <OR> انگریزی زبان <OR> شونا بولنے والا <OR> چیکوا زبان <OR> نداؤ <OR> نمبیا <OR> چیوا <OR> انگلو <OR> انگریزی <OR> ڈومبے <OR> تشوا <OR> کلنگا <OR> کرنگا <OR> انگلوفون <OR> کوری کوری <OR> شونا زبان <OR> خوسا <OR> سینا زبان <OR> سینا <OR> زیزورُو <OR> تسوا <OR> تسوانا زبان
لائیکسا,فننش
بنگلور,کنڑا <OR> کنڑا <OR> کنڑا زبان
بوسنیا اور ہرزیگووینا,کروئیشین <OR> صربی <OR> سربیائی لاطینی
پیش انقلابی روس,روسی
چیچنیا,روسی
جنوبی گرین لینڈ,گرین لینڈک
کارینا,فننش
کراچائے-چرکیسیا,کاباردین <OR> ابازہ <OR> کراچائی-بالکار <OR> کاباردین زبان <OR> روسی
برازیل,پرتگالی زبان <OR> پرتگالی زبان <OR> پرتگالی
پوروو/بورگا,سویڈش
چاد,فرانسیسی <OR> فرینکوفون
اجرماؤس,امازigh
کاتالان,ہسپانوی
وی ڈی,FR <OR> فرانسیسی
سویڈش سلطنت,سویڈش
ٹویسہ,فننش
کامچاتکا کرائی,روسی
بالی جزیرہ,انڈونیشیائی <OR> انڈونیشیائی زبان <OR> بالینی زبان
فرانسیسی شاہی افواج,فرانسیسی
نینٹس خود مختار ضلع,روسی
جورونین,فن لینڈ
ایکوئٹوریل گنی کا,ہسپانوی <OR> فرانسیسی
سابق سوویت اتحاد,روسی
کینیری جزائر,یورپی ہسپانوی <OR> ہسپانوی <OR> ہسپانوی زبان
گرنزی,فرانسیسی
ورسوئس,فرانسیسی
پی این جی,انگریزی <OR> ٹوکی پسن
مینڈریسیو,اطالوی
سوئٹزرلینڈ,فرانسیسی زبان <OR> اطالوی زبان <OR> DE <OR> اطالوی زبان <OR> جرمن بولنے والا <OR> اطالوی <OR> فرانسیسی <OR> جرمنک <OR> معیاری جرمن <OR> FR <OR> جرمنائزڈ <OR> فرانسیسی زبان <OR> جرمن زبان <OR> فرینکوفون <OR> GER <OR> جرمن زبان <OR> جدید جرمن <OR> فرینکوفون
آلینڈ جزائر,سویڈش <OR> سویڈش بولنے والا
کوبان,روسی
سویڈش-ناروے,سویڈش <OR> ناروے
توئیواکّا,فن لینڈ
لتھوانیائی,روتھینیائی <OR> لتھوانیائی
باہیا,پرتگالی
عالمی تجارتی تنظیم (WTO),فرانسیسی
سوویت بیلاروس,روسی <OR> بیلاروسی
آرتساخ جمہوریہ,آرمینیائی
سولنا,سویڈش
ترک حکومت,ترکی
شاہی پسند,ہسپانوی
کروشیا,کروئٹ <OR> کرواتی زبان <OR> کروئیشین <OR> کرواتی زبان
لکسمبرگ,فرانسیسی زبان <OR> لکسمبرگیش <OR> فرانسیسی <OR> لکسمبرگ زبان <OR> لکسمبرگ <OR> جرمن زبان <OR> فرینکوفون <OR> فرانسیسی زبان <OR> لکسمبرگیش <OR> جرمن زبان <OR> لکسمبرگیش <OR> فرینکوفون
میلیتوپول,یوکرینی <OR> روسی
ایران,فارسی
گریوبنڈن,رومانسھ <OR> اطالوی <OR> رومانس زبان
سونویلیر,فرانسیسی
پککلا,فننش
فرانس,فرانسیسی زبان <OR> میٹروپولیٹن فرانسیسی <OR> فرانسیسی زبان <OR> فرانسیسی <OR> معیاری فرانسیسی <OR> قدیم فرانسیسی <OR> FR <OR> فرانسیسی زبان <OR> فرینکوفونی <OR> فرینکوفون <OR> فرانسیسی زبان <OR> فرینکوفون
ڈچ گیانا,ڈچ
مرد,انگریزی <OR> مینکس گیلیک <OR> مینکس زبان <OR> مینکس
اٹلی,اطالوی
ایسٹونیا,وورو لہجہ <OR> ایسٹونین بولنے والا <OR> ایسٹونین زبان <OR> ایسٹونین
بین الاقوامی کمیشن برائے روشنی,فرانسیسی
سلیمان,انگریزی
پیراگوئے,گوارانی <OR> ہسپانوی زبان <OR> گوارانی <OR> ہسپانوی <OR> گوارانی زبان <OR> گوارانی <OR> ہسپانوی زبان <OR> گوارانی زبان <OR> ہسپانوی <OR> گوارانی زبان
مگیہ (بلدیہ),اطالوی
کولوراڈو,انگریزی
لائیہ,فننش
لتھوانیا,لٹوین زبان <OR> قدیم روٹھینیائی <OR> لتھوانیائی زبان <OR> روتھینیائی <OR> لٹوینیا
والینسیا کا علاقہ,ہسپانوی <OR> کاتالان <OR> والینسیائی زبان
چوکوتکا,چکچی <OR> روسی <OR> چوکوت
انگلینڈ,انگریزی زبان <OR> انگریزی <OR> جدید انگریزی <OR> انگلوفون
نینٹس خود مختار اوکرگ,نینٹس <OR> روسی
شنگھائی تعاون تنظیم,چینی
کینیڈیائی,فرانسیسی زبان <OR> انگریزی زبان <OR> انگریزی <OR> فرانسیسی <OR> انگلوفون <OR> فرانسیسی زبان <OR> فرینکوفون <OR> فرانسیسی زبان <OR> فرانسیسی زبان <OR> فرینکوفون
مدراس شہر,تمل زبان
پاجالا میونسپلٹی,سویڈش <OR> فننش
بیلاروسی,روسی
مالایالم,ہندی
لوکارنو,اطالوی
ویئی,ایٹروسکن
مشرقی رومی (بازنطینی),لاطینی
این کے آر,آرمینیائی
فن لینڈ,سویڈش <OR> سویڈش زبان <OR> فن لینڈی لہجے <OR> سویڈش بولنے والا <OR> فننش زبان <OR> فننش <OR> فننش <OR> فننش زبان <OR> سویڈش زبان
کیریلیائی,فن لینڈ کی سرحد <OR> روسی <OR> کریلیا <OR> فن لینڈ
کولونی,فرانسیسی
تائیوان,پوتونگہوا <OR> مینڈارن <OR> جدید معیاری مینڈارن <OR> گوانگ یوں <OR> معیاری زبان <OR> جدید معیاری چینی <OR> معیاری چینی
اینونٹیکیؤ,فننش
صربی عیسائی,سرب <OR> سربیائی <OR> سربیائی سرلیک
غنائیائی,انگریزی <OR> انگلوفون
قومی دارالحکومت علاقہ,اردو <OR> ہندی
توسنیمی,فننش
فلپینی,انگریزی زبان <OR> فلپینی
ارجیپلوگ,سامی زبان <OR> سامی <OR> سویڈش
باشقیر زبان,باشقورتستان
لیدیا,لیدیائی زبان <OR> لیدیائی
میکولون,فرانسیسی
اگراک، اراگاتسوتن۔,آرمینیائی
ہیٹی,فرانسیسی کریول <OR> فرانسیسی زبان <OR> ہیٹی کریول <OR> ہیٹی کریول <OR> کریول <OR> فرانسیسی <OR> کریول <OR> FR <OR> ہیٹی کریول <OR> کریول <OR> کریول <OR> فرینکوفون
دیہوبارت,ویلش زبان <OR> ویلش
یوکرائن,یوکرینی <OR> یوکرین
موسکووی ریاست,روسی
گنی,فرانسیسی <OR> فرینکوفون
زبان کی ترقی اور تربیت کا ادارہ,انڈونیشیائی <OR> انڈونیشیائی زبان <OR> انڈونیشیا
ہسپانوی ریاست,ہسپانوی
لکسمبرگیش,فرانسیسی
کوتو مکسٹو,ہسپانوی <OR> گالیسیائی <OR> پرتگالی
برونائی,انگریزی زبان <OR> انگریزی <OR> ملائی <OR> ملائی زبان <OR> ملائی زبان <OR> بہاسا ملائی
لیسوتھو,سوتھو <OR> انگریزی زبان <OR> انگریزی <OR> جنوبی سوتھو <OR> سوتھو زبان <OR> سیسوتھو <OR> سیسوتھو زبان
پہچاننا,سویڈش
فرائی,سربیائی <OR> سربیائی سرلیک
کیمن آئی لینڈز,انگریزی
ویچیائیست,فرانسیسی
آذربائیجان جمہوریہ,آذربائیجانی <OR> آذربائیجانی زبان
چیچن جمہوریہ,چیچن <OR> روسی <OR> چیچن زبان
کیولُ,کیکونگو <OR> کانگو
موریسیائی,انگریزی <OR> فرانسیسی
شمالی کوسوو,صربی <OR> سربیائی سیرلک
مجبوری فلسطین,ہیبرو <OR> انگریزی <OR> عبرانی زبان <OR> جدید عبرانی
ویسان اکیڈمی آف آرٹس اینڈ لیٹرز,سیبوئانو <OR> سیبوانو زبان
افریقی امریکی,انگریزی
ویچی حکومت,فرانسیسی
ایسپو,سویڈش <OR> فننش
مکاؤ خصوصی انتظامی علاقہ,چینی <OR> پرتگالی
سیمینکی,فننش
فراہ صوبہ,دری
ساؤ ٹومے اور پرنسپے,پرتگالی
موردوین جمہوریہ,روسی
وورا,سویڈش <OR> فننش
گوشن کی ریاست,ڈچ
تھائی,تھائی
لائبیریا,انگریزی زبان <OR> انگریزی <OR> انگلوفون
پیٹا یا ویسی,فن لینڈ
اکیڈمی فرانسیز,فرانسیسی زبان <OR> فرانسیسی
جنوبی کوریا,کوریائی زبان <OR> کوریائی زبان <OR> ہانگول <OR> شمالی کوریا <OR> کورین
برمودی,انگریزی
فائدہ,اطالوی
سالٹوک,سویڈش
نورمن سسلی,یونانی
نیپالی شاعری,نیپالی
بارتنگی زبان,گورنو-بدخشاں خودمختار صوبہ
سییکائنن,فننش
اخواندانی سلطنت,ایلامی <OR> ایلامی زبان
کابل,دری
باسک صدر,ہسپانوی
پاکستان,اردو <OR> اردو <OR> انگریزی <OR> انگریزی زبان <OR> اردو <OR> براہ کرم متن فراہم کریں جس کا ترجمہ کیا جائے۔ <OR> اردو زبان
اوپریو کاؤنٹی کونسل,سویڈش
رائخسکومیساریٹ ماسکوین,روسی
پونتیانک,ملائی
ہیلسنکی,سویڈش <OR> فننش
ایسا,فرانسیسی
کیوسٹینڈل,بلغاریائی
آورا، فن لینڈ,فن لینڈ
والنسیا,ہسپانوی
چیچن,روسی زبان <OR> روسی
برگ میونسپلٹی,سویڈش
اکدی سلطنت,اکدی زبان <OR> اکدیائی
فلپائن حکومت,فلپینی
انٹیگوا,انگریزی
کاباردینو-بالکاریا,کراچائی-بالکار <OR> کاباردین <OR> روسی <OR> کاباردین زبان
دایکندی صوبہ,دری
فلیمنگ علاقہ,ڈچ <OR> ڈچ زبان
یوٹاہ,انگریزی
سلطنتی دور,یونانی <OR> لاطینی
کارلسکا گا میونسپلٹی,سویڈش
حیدرآباد (بھارت),تیلگو
تاتار,تاتاری زبان <OR> روسی
فرانسیسی-کینیڈیائی,فرانسیسی
ہو۔,NL <OR> ڈچ <OR> DE <OR> فرانسیسی <OR> FR
لائٹیلا,فننش
یوگنڈا,انگریزی زبان <OR> انگریزی <OR> سواحلی زبان <OR> انگلوفون <OR> سواحلی <OR> انگلوفون <OR> کسوہلی
ڈونیٹسک–کریوئی روگ سوویت جمہوریہ,روسی
پرمیٹ,روسی
ڈینزگ,پولش <OR> جرمنک <OR> جرمن زبان <OR> جرمنائزڈ <OR> جرمن زبان
آسیان,انڈونیشیائی <OR> فلپینی <OR> تھائی <OR> چینی <OR> انڈونیشیا
واپو,انگریزی
قدیم آشوری سلطنت,اکدی زبان
والے,فرانسیسی زبان <OR> فرانسیسی
کورک,آئرش زبان <OR> انگریزی <OR> گیلک <OR> گالیک <OR> آئرش گیلیک <OR> آئرش <OR> آئرش زبان <OR> جدید آئرش
مرکوسور,ہسپانوی زبان <OR> پرتگالی
نیوالا,فننش
ایورڈون-لے-بین,فرانسیسی
ٹونگا,انگریزی زبان <OR> ٹونگن <OR> انگریزی
اقوام متحدہ کی تنظیم,ہسپانوی <OR> انگریزی <OR> روسی <OR> فرانسیسی
پولینیشیا,فرانسیسی
بانتین صوبہ,جاوانی
ہمپلا,فننش
اطالوی مطالعہ,اطالوی
پنکالائیڈن,فننش
کیریبتی,آئی-کیریبتی <OR> آئی-کیریبتی <OR> گلبرٹیس <OR> کیریباتی
